

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

461,Buy,8/4/2020 10:15,LE1,$3934.25,$0.00,1,$107.05,0.55%,$217.50,86.14%,,$0.35,$0.50
,Sell,8/6/2020 07:15,LX1,$3956.00,,$108.75,$10220.00,,($35.00),56.93%,43.07%,$0.35,$0.50
462,Buy,8/4/2020 10:30,LE2,$3940.25,$0.00,1,$77.05,0.40%,$187.50,74.26%,,$0.35,$0.50
,Sell,8/6/2020 07:15,LX2,$3956.00,,$78.75,$10297.05,,($65.00),56.93%,31.19%,$0.35,$0.50
463,Buy,8/4/2020 10:45,LE3,$3935.75,$0.00,1,$99.55,0.51%,$210.00,83.17%,,$0.35,$0.50
,Sell,8/6/2020 07:15,LX3,$3956.00,,$101.25,$10396.60,,($42.50),56.93%,40.10%,$0.35,$0.50
464,Buy,8/7/2020 10:30,LE1,$3986.50,$0.00,1,($42.95),-0.21%,$40.00,34.04%,,$0.35,$0.50
,Sell,8/7/2020 15:00,LX1,$3978.25,,($41.25),$10353.65,,($77.50),30.85%,-35.11%,$0.35,$0.50
465,Buy,8/7/2020 10:45,LE2,$3985.00,$0.00,1,($35.45),-0.17%,$47.50,40.43%,,$0.35,$0.50
,Sell,8/7/2020 15:00,LX2,$3978.25,,($33.75),$10318.20,,($70.00),30.85%,-28.72%,$0.35,$0.50
466,Buy,8/7/2020 11:00,LE3,$3989.25,$0.00,1,($56.70),-0.28%,$26.25,22.34%,,$0.35,$0.50
,Sell,8/7/2020 15:00,LX3,$3978.25,,($55.00),$10261.50,,($91.25),30.85%,-46.81%,$0.35,$0.50
467,Buy,8/10/2020 10:00,LE1,$4003.00,$0.00,1,($96.70),-0.47%,$3.75,3.80%,,$0.35,$0.50
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($95.00),$10164.80,,($95.00),0.00%,-96.20%,$0.35,$0.50
468,Buy,8/10/2020 10:15,LE2,$3999.00,$0.00,1,($76.70),-0.38%,$15.00,16.67%,,$0.35,$0.50
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($75.00),$10088.10,,($75.00),0.00%,-83.33%,$0.35,$0.50
469,Buy,8/10/2020 10:30,LE3,$4000.50,$0.00,1,($84.20),-0.41%,$7.50,8.33%,,$0.35,$0.50
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($82.50),$10003.90,,($82.50),0.00%,-91.67%,$0.35,$0.50
470,Buy,8/11/2020 09:45,LE1,$4016.75,$0.00,1,($32.95),-0.16%,$32.50,32.50%,,$0.35,$0.50
,Sell,8/11/2020 14:45,LX1,$4010.50,,($31.25),$9970.95,,($67.50),36.25%,-31.25%,$0.35,$0.50
471,Buy,8/11/2020 10:00,LE2,$4017.75,$0.00,1,($37.95),-0.18%,$27.50,27.50%,,$0.35,$0.50
,Sell,8/11/2020 14:45,LX2,$4010.50,,($36.25),$9933.00,,($72.50),36.25%,-36.25%,$0.35,$0.50
472,Buy,8/11/2020 10:15,LE3,$4011.75,$0.00,1,($7.95),-0.03%,$57.50,57.50%,,$0.35,$0.50
,Sell,8/11/2020 14:45,LX3,$4010.50,,($6.25),$9925.05,,($42.50),36.25%,-6.25%,$0.35,$0.50
473,Buy,8/17/2020 13:15,LE1,$4029.25,$0.00,1,($69.20),-0.34%,$47.50,40.86%,,$0.35,$0.50
,Sell,8/18/2020 10:45,LX1,$4015.75,,($67.50),$9855.85,,($68.75),1.08%,-58.06%,$0.35,$0.50
474,Buy,8/17/2020 13:30,LE2,$4029.25,$0.00,1,($69.20),-0.34%,$47.50,40.86%,,$0.35,$0.50
,Sell,8/18/2020 10:45,LX2,$4015.75,,($67.50),$9786.65,,($68.75),1.08%,-58.06%,$0.35,$0.50
475,Buy,8/17/2020 13:45,LE3,$4028.50,$0.00,1,($65.45),-0.32%,$51.25,44.09%,,$0.35,$0.50
,Sell,8/18/2020 10:45,LX3,$4015.75,,($63.75),$9721.20,,($65.00),1.08%,-54.84%,$0.35,$0.50
476,Buy,8/26/2020 09:45,LE1,$4095.25,$0.00,1,$132.05,0.65%,$137.50,82.71%,,$0.35,$0.50
,Sell,8/26/2020 14:30,LX1,$4122.00,,$133.75,$9853.25,,($28.75),97.74%,80.45%,$0.35,$0.50
477,Buy,8/26/2020 10:00,LE2,$4090.75,$0.00,1,$154.55,0.76%,$160.00,96.24%,,$0.35,$0.50
,Sell,8/26/2020 14:30,LX2,$4122.00,,$156.25,$10007.80,,($6.25),97.74%,93.98%,$0.35,$0.50
478,Buy,8/26/2020 10:15,LE3,$4094.50,$0.00,1,$135.80,0.67%,$141.25,91.87%,,$0.35,$0.50
,Sell,8/26/2020 14:30,LX3,$4122.00,,$137.50,$10143.60,,($12.50),97.56%,89.43%,$0.35,$0.50
479,Buy,9/9/2020 14:30,LE1,$4060.25,$0.00,1,($61.70),-0.30%,$62.50,25.25%,,$0.35,$0.50
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($60.00),$10081.90,,($185.00),50.51%,-24.24%,$0.35,$0.50
480,Buy,9/10/2020 09:45,LE2,$4066.00,$0.00,1,($90.45),-0.44%,$33.75,27.55%,,$0.35,$0.50
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($88.75),$9991.45,,($88.75),0.00%,-72.45%,$0.35,$0.50
481,Buy,9/10/2020 10:00,LE3,$4068.75,$0.00,1,($104.20),-0.50%,$20.00,16.33%,,$0.35,$0.50
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($102.50),$9887.25,,($102.50),0.00%,-83.67%,$0.35,$0.50
482,Buy,9/11/2020 11:00,LE1,$4007.75,$0.00,1,($84.20),-0.41%,$46.25,35.92%,,$0.35,$0.50
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($82.50),$9803.05,,($82.50),0.00%,-64.08%,$0.35,$0.50
483,Buy,9/11/2020 11:15,LE2,$4003.25,$0.00,1,($61.70),-0.30%,$68.75,53.40%,,$0.35,$0.50
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($60.00),$9741.35,,($60.00),0.00%,-46.60%,$0.35,$0.50
484,Buy,9/11/2020 11:30,LE3,$4013.25,$0.00,1,($111.70),-0.55%,$13.75,11.11%,,$0.35,$0.50
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($110.00),$9629.65,,($110.00),0.00%,-88.89%,$0.35,$0.50
485,Buy,9/14/2020 09:45,LE1,$4022.00,$0.00,1,$93.30,0.47%,$228.75,89.27%,,$0.35,$0.50
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$95.00,$9722.95,,($27.50),47.80%,37.07%,$0.35,$0.50
486,Buy,9/14/2020 10:00,LE2,$4030.00,$0.00,1,$53.30,0.27%,$188.75,84.83%,,$0.35,$0.50
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$55.00,$9776.25,,($33.75),39.89%,24.72%,$0.35,$0.50
487,Buy,9/14/2020 10:15,LE3,$4037.25,$0.00,1,$17.05,0.09%,$152.50,68.54%,,$0.35,$0.50
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$18.75,$9793.30,,($70.00),39.89%,8.43%,$0.35,$0.50
488,Buy,9/28/2020 09:45,LE1,$3991.75,$0.00,1,$30.80,0.16%,$150.00,72.73%,,$0.35,$0.50
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$32.50,$9824.10,,($56.25),43.03%,15.76%,$0.35,$0.50
489,Buy,9/28/2020 10:00,LE2,$3986.50,$0.00,1,$57.05,0.29%,$176.25,85.45%,,$0.35,$0.50
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$58.75,$9881.15,,($30.00),43.03%,28.48%,$0.35,$0.50
490,Buy,9/28/2020 10:15,LE3,$3987.00,$0.00,1,$54.55,0.28%,$173.75,88.54%,,$0.35,$0.50
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$56.25,$9935.70,,($22.50),40.13%,28.66%,$0.35,$0.50
491,Buy,9/30/2020 10:00,LE1,$3999.75,$0.00,1,$93.30,0.48%,$215.00,95.56%,,$0.35,$0.50
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$95.00,$10029.00,,($10.00),46.67%,42.22%,$0.35,$0.50
492,Buy,9/30/2020 10:15,LE2,$4010.25,$0.00,1,$40.80,0.21%,$162.50,97.74%,,$0.35,$0.50
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$42.50,$10069.80,,($3.75),27.82%,25.56%,$0.35,$0.50
493,Buy,9/30/2020 10:30,LE3,$4015.75,$0.00,1,$13.30,0.07%,$135.00,97.30%,,$0.35,$0.50
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$15.00,$10083.10,,($3.75),13.51%,10.81%,$0.35,$0.50
494,Buy,10/1/2020 09:45,LE1,$4035.75,$0.00,1,($47.95),-0.23%,$52.50,50.60%,,$0.35,$0.50
,Sell,10/1/2020 10:15,LX1,$4026.50,,($46.25),$10035.15,,($51.25),4.82%,-44.58%,$0.35,$0.50
495,Buy,10/1/2020 10:00,LE2,$4037.25,$0.00,1,($55.45),-0.27%,$8.75,12.96%,,$0.35,$0.50
,Sell,10/1/2020 10:15,LX2,$4026.50,,($53.75),$9979.70,,($58.75),7.41%,-79.63%,$0.35,$0.50
496,Buy,10/8/2020 09:45,LE1,$4087.00,$0.00,1,$512.05,2.51%,$565.00,91.87%,,$0.35,$0.50
,Sell,10/12/2020 15:30,LX1,$4189.75,,$513.75,$10491.75,,($50.00),91.67%,83.54%,$0.35,$0.50
497,Buy,10/8/2020 10:00,LE2,$4086.00,$0.00,1,$517.05,2.54%,$570.00,92.68%,,$0.35,$0.50
,Sell,10/12/2020 15:30,LX2,$4189.75,,$518.75,$11008.80,,($45.00),91.67%,84.35%,$0.35,$0.50
498,Buy,10/8/2020 10:15,LE3,$4090.25,$0.00,1,$495.80,2.43%,$548.75,89.23%,,$0.35,$0.50
,Sell,10/12/2020 15:30,LX3,$4189.75,,$497.50,$11504.60,,($66.25),91.67%,80.89%,$0.35,$0.50
499,Buy,10/22/2020 13:45,LE1,$4097.75,$0.00,1,$40.80,0.21%,$122.50,86.73%,,$0.35,$0.50
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$42.50,$11545.40,,($18.75),43.36%,30.09%,$0.35,$0.50
500,Buy,10/22/2020 14:00,LE2,$4098.75,$0.00,1,$35.80,0.18%,$117.50,89.52%,,$0.35,$0.50
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$37.50,$11581.20,,($13.75),39.05%,28.57%,$0.35,$0.50
501,Buy,10/22/2020 14:15,LE3,$4102.75,$0.00,1,$15.80,0.09%,$97.50,74.29%,,$0.35,$0.50
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$17.50,$11597.00,,($33.75),39.05%,13.33%,$0.35,$0.50
502,Buy,11/6/2020 10:45,LE1,$4157.00,$0.00,1,$242.05,1.17%,$852.50,92.66%,,$0.35,$0.50
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$243.75,$11839.05,,($67.50),33.83%,26.49%,$0.35,$0.50
503,Buy,11/6/2020 11:00,LE2,$4156.25,$0.00,1,$245.80,1.19%,$856.25,93.07%,,$0.35,$0.50
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$247.50,$12084.85,,($63.75),33.83%,26.90%,$0.35,$0.50
504,Buy,11/6/2020 11:15,LE3,$4147.75,$0.00,1,$288.30,1.40%,$898.75,98.76%,,$0.35,$0.50
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$290.00,$12373.15,,($11.25),33.10%,31.87%,$0.35,$0.50
505,Buy,11/11/2020 11:45,LE1,$4226.25,$0.00,1,($30.45),-0.14%,$46.25,48.68%,,$0.35,$0.50
,Sell,11/11/2020 15:00,LX1,$4220.50,,($28.75),$12342.70,,($48.75),21.05%,-30.26%,$0.35,$0.50
506,Buy,11/11/2020 12:00,LE2,$4227.50,$0.00,1,($36.70),-0.17%,$40.00,42.11%,,$0.35,$0.50
,Sell,11/11/2020 15:00,LX2,$4220.50,,($35.00),$12306.00,,($55.00),21.05%,-36.84%,$0.35,$0.50
507,Buy,11/11/2020 12:15,LE3,$4229.00,$0.00,1,($44.20),-0.20%,$32.50,34.21%,,$0.35,$0.50
,Sell,11/11/2020 15:00,LX3,$4220.50,,($42.50),$12261.80,,($62.50),21.05%,-44.74%,$0.35,$0.50
508,Buy,11/13/2020 12:00,LE1,$4219.25,$0.00,1,$264.55,1.26%,$286.25,100.00%,,$0.35,$0.50
,Sell,11/16/2020 04:00,LX1,$4272.50,,$266.25,$12526.35,,$0.00,93.01%,93.01%,$0.35,$0.50
509,Buy,11/13/2020 12:15,LE2,$4222.25,$0.00,1,$249.55,1.19%,$271.25,96.44%,,$0.35,$0.50
,Sell,11/16/2020 04:00,LX2,$4272.50,,$251.25,$12775.90,,($10.00),92.89%,89.33%,$0.35,$0.50
510,Buy,11/13/2020 12:30,LE3,$4223.25,$0.00,1,$244.55,1.17%,$266.25,94.67%,,$0.35,$0.50
,Sell,11/16/2020 04:00,LX3,$4272.50,,$246.25,$13020.45,,($15.00),92.89%,87.56%,$0.35,$0.50
511,Buy,11/17/2020 13:30,LE1,$4274.25,$0.00,1,($90.45),-0.42%,$23.75,21.11%,,$0.35,$0.50
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($88.75),$12930.00,,($88.75),0.00%,-78.89%,$0.35,$0.50
512,Buy,11/17/2020 13:45,LE2,$4273.75,$0.00,1,($87.95),-0.40%,$26.25,23.33%,,$0.35,$0.50
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($86.25),$12842.05,,($86.25),0.00%,-76.67%,$0.35,$0.50
513,Buy,11/17/2020 14:00,LE3,$4271.75,$0.00,1,($77.95),-0.36%,$36.25,32.22%,,$0.35,$0.50
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($76.25),$12764.10,,($76.25),0.00%,-67.78%,$0.35,$0.50
514,Buy,11/24/2020 09:45,LE1,$4261.25,$0.00,1,$130.80,0.62%,$262.50,84.00%,,$0.35,$0.50
,Sell,11/25/2020 08:15,LX1,$4287.75,,$132.50,$12894.90,,($50.00),58.40%,42.40%,$0.35,$0.50
515,Buy,11/24/2020 10:00,LE2,$4255.75,$0.00,1,$158.30,0.75%,$290.00,92.80%,,$0.35,$0.50
,Sell,11/25/2020 08:15,LX2,$4287.75,,$160.00,$13053.20,,($22.50),58.40%,51.20%,$0.35,$0.50
516,Buy,11/24/2020 10:15,LE3,$4262.50,$0.00,1,$124.55,0.59%,$256.25,96.24%,,$0.35,$0.50
,Sell,11/25/2020 08:15,LX3,$4287.75,,$126.25,$13177.75,,($10.00),51.17%,47.42%,$0.35,$0.50
517,Buy,11/26/2020 09:45,LE1,$4287.50,$0.00,1,$32.05,0.16%,$115.00,58.97%,,$0.35,$0.50
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$33.75,$13209.80,,($80.00),58.33%,17.31%,$0.35,$0.50
518,Buy,11/26/2020 10:00,LE2,$4287.00,$0.00,1,$34.55,0.17%,$117.50,60.26%,,$0.35,$0.50
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$36.25,$13244.35,,($77.50),58.33%,18.59%,$0.35,$0.50
519,Buy,11/26/2020 10:15,LE3,$4288.25,$0.00,1,$28.30,0.14%,$111.25,57.05%,,$0.35,$0.50
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$30.00,$13272.65,,($83.75),58.33%,15.38%,$0.35,$0.50
520,Buy,12/1/2020 09:45,LE1,$4315.00,$0.00,1,$32.05,0.16%,$106.25,77.27%,,$0.35,$0.50
,Sell,12/1/2020 15:45,LX1,$4321.75,,$33.75,$13304.70,,($31.25),47.27%,24.55%,$0.35,$0.50
521,Buy,12/1/2020 10:00,LE2,$4318.25,$0.00,1,$15.80,0.08%,$90.00,81.82%,,$0.35,$0.50
,Sell,12/1/2020 15:45,LX2,$4321.75,,$17.50,$13320.50,,($20.00),34.09%,15.91%,$0.35,$0.50
522,Buy,12/1/2020 10:15,LE3,$4321.00,$0.00,1,$2.05,0.02%,$76.25,69.32%,,$0.35,$0.50
,Sell,12/1/2020 15:45,LX3,$4321.75,,$3.75,$13322.55,,($33.75),34.09%,3.41%,$0.35,$0.50
523,Buy,12/9/2020 09:45,LE1,$4367.50,$0.00,1,($84.20),-0.38%,$8.75,9.59%,,$0.35,$0.50
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($82.50),$13238.35,,($82.50),0.00%,-90.41%,$0.35,$0.50
524,Buy,12/9/2020 10:00,LE2,$4368.75,$0.00,1,($90.45),-0.41%,$2.50,2.74%,,$0.35,$0.50
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($88.75),$13147.90,,($88.75),0.00%,-97.26%,$0.35,$0.50
525,Buy,12/9/2020 10:15,LE3,$4366.75,$0.00,1,($80.45),-0.36%,$1.25,1.56%,,$0.35,$0.50
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($78.75),$13067.45,,($78.75),0.00%,-98.44%,$0.35,$0.50
526,Buy,12/17/2020 09:45,LE1,$4379.50,$0.00,1,$8.30,0.05%,$56.25,47.37%,,$0.35,$0.50
,Sell,12/18/2020 08:45,LX1,$4381.50,,$10.00,$13075.75,,($62.50),61.05%,8.42%,$0.35,$0.50
527,Buy,12/17/2020 10:00,LE2,$4377.50,$0.00,1,$18.30,0.09%,$66.25,55.79%,,$0.35,$0.50
,Sell,12/18/2020 08:45,LX2,$4381.50,,$20.00,$13094.05,,($52.50),61.05%,16.84%,$0.35,$0.50
528,Buy,12/17/2020 10:15,LE3,$4377.00,$0.00,1,$20.80,0.10%,$68.75,57.89%,,$0.35,$0.50
,Sell,12/18/2020 08:45,LX3,$4381.50,,$22.50,$13114.85,,($50.00),61.05%,18.95%,$0.35,$0.50
529,Buy,12/24/2020 11:00,LE1,$4357.25,$0.00,1,$208.30,0.96%,$291.25,80.07%,,$0.35,$0.50
,Sell,12/29/2020 10:15,LX1,$4399.25,,$210.00,$13323.15,,($72.50),77.66%,57.73%,$0.35,$0.50
530,Buy,12/24/2020 11:15,LE2,$4355.00,$0.00,1,$219.55,1.02%,$302.50,83.16%,,$0.35,$0.50
,Sell,12/29/2020 10:15,LX2,$4399.25,,$221.25,$13542.70,,($61.25),77.66%,60.82%,$0.35,$0.50
531,Buy,12/24/2020 11:30,LE3,$4357.50,$0.00,1,$207.05,0.96%,$290.00,79.73%,,$0.35,$0.50
,Sell,12/29/2020 10:15,LX3,$4399.25,,$208.75,$13749.75,,($73.75),77.66%,57.39%,$0.35,$0.50
532,Buy,1/6/2021 11:00,LE1,$4421.75,$0.00,1,($15.45),-0.06%,$103.75,76.85%,,$0.35,$0.50
,Sell,1/6/2021 14:45,LX1,$4419.00,,($13.75),$13734.30,,($31.25),12.96%,-10.19%,$0.35,$0.50
533,Buy,1/6/2021 11:15,LE2,$4423.75,$0.00,1,($25.45),-0.11%,$93.75,69.44%,,$0.35,$0.50
,Sell,1/6/2021 14:45,LX2,$4419.00,,($23.75),$13708.85,,($41.25),12.96%,-17.59%,$0.35,$0.50
534,Buy,1/6/2021 11:30,LE3,$4429.50,$0.00,1,($54.20),-0.24%,$65.00,48.15%,,$0.35,$0.50
,Sell,1/6/2021 14:45,LX3,$4419.00,,($52.50),$13654.65,,($70.00),12.96%,-38.89%,$0.35,$0.50
535,Buy,1/7/2021 10:00,LE1,$4441.00,$0.00,1,$94.55,0.43%,$222.50,94.68%,,$0.35,$0.50
,Sell,1/8/2021 13:30,% Trailing Stop,$4460.25,,$96.25,$13749.20,,($12.50),46.28%,40.96%,$0.35,$0.50
536,Buy,1/7/2021 10:15,LE2,$4451.75,$0.00,1,$40.80,0.19%,$168.75,93.75%,,$0.35,$0.50
,Sell,1/8/2021 13:30,% Trailing Stop,$4460.25,,$42.50,$13790.00,,($11.25),29.86%,23.61%,$0.35,$0.50
537,Buy,1/7/2021 10:30,LE3,$4456.75,$0.00,1,$15.80,0.08%,$143.75,95.04%,,$0.35,$0.50
,Sell,1/8/2021 13:30,% Trailing Stop,$4460.25,,$17.50,$13805.80,,($7.50),16.53%,11.57%,$0.35,$0.50
538,Buy,1/13/2021 12:00,LE1,$4470.75,$0.00,1,$3.30,0.02%,$73.75,65.56%,,$0.35,$0.50
,Sell,1/14/2021 15:15,LX1,$4471.75,,$5.00,$13809.10,,($38.75),38.89%,4.44%,$0.35,$0.50
539,Buy,1/13/2021 12:15,LE2,$4468.25,$0.00,1,$15.80,0.08%,$86.25,76.67%,,$0.35,$0.50
,Sell,1/14/2021 15:15,LX2,$4471.75,,$17.50,$13824.90,,($26.25),38.89%,15.56%,$0.35,$0.50
540,Buy,1/13/2021 12:30,LE3,$4464.00,$0.00,1,$37.05,0.17%,$107.50,95.56%,,$0.35,$0.50
,Sell,1/14/2021 15:15,LX3,$4471.75,,$38.75,$13861.95,,($5.00),38.89%,34.44%,$0.35,$0.50
541,Buy,1/20/2021 11:00,LE1,$4500.75,$0.00,1,$33.30,0.16%,$133.75,79.85%,,$0.35,$0.50
,Sell,1/21/2021 09:45,% Trailing Stop,$4507.75,,$35.00,$13895.25,,($33.75),41.04%,20.90%,$0.35,$0.50
542,Buy,1/20/2021 11:15,LE2,$4500.00,$0.00,1,$37.05,0.17%,$137.50,82.09%,,$0.35,$0.50
,Sell,1/21/2021 09:45,% Trailing Stop,$4507.75,,$38.75,$13932.30,,($30.00),41.04%,23.13%,$0.35,$0.50
543,Buy,1/20/2021 11:30,LE3,$4497.50,$0.00,1,$49.55,0.23%,$150.00,96.77%,,$0.35,$0.50
,Sell,1/21/2021 09:45,% Trailing Stop,$4507.75,,$51.25,$13981.85,,($5.00),36.29%,33.06%,$0.35,$0.50
544,Buy,2/2/2021 09:45,LE1,$4467.00,$0.00,1,$77.05,0.35%,$182.50,99.32%,,$0.35,$0.50
,Sell,2/2/2021 16:15,% Trailing Stop,$4482.75,,$78.75,$14058.90,,($1.25),43.54%,42.86%,$0.35,$0.50
545,Buy,2/2/2021 10:00,LE2,$4475.50,$0.00,1,$34.55,0.16%,$140.00,99.12%,,$0.35,$0.50
,Sell,2/2/2021 16:15,% Trailing Stop,$4482.75,,$36.25,$14093.45,,($1.25),26.55%,25.66%,$0.35,$0.50
546,Buy,2/2/2021 10:15,LE3,$4480.00,$0.00,1,$12.05,0.06%,$117.50,98.95%,,$0.35,$0.50
,Sell,2/2/2021 16:15,% Trailing Stop,$4482.75,,$13.75,$14105.50,,($1.25),12.63%,11.58%,$0.35,$0.50
547,Buy,2/3/2021 09:45,LE1,$4495.25,$0.00,1,($80.45),-0.35%,$33.75,30.00%,,$0.35,$0.50
,Sell,2/3/2021 10:30,PosRiskLX,$4479.50,,($78.75),$14025.05,,($78.75),0.00%,-70.00%,$0.35,$0.50
548,Buy,2/3/2021 10:00,LE2,$4492.00,$0.00,1,($64.20),-0.28%,$50.00,44.44%,,$0.35,$0.50
,Sell,2/3/2021 10:30,PosRiskLX,$4479.50,,($62.50),$13960.85,,($62.50),0.00%,-55.56%,$0.35,$0.50
549,Buy,2/3/2021 10:15,LE3,$4501.25,$0.00,1,($110.45),-0.48%,$3.75,3.33%,,$0.35,$0.50
,Sell,2/3/2021 10:30,PosRiskLX,$4479.50,,($108.75),$13850.40,,($108.75),0.00%,-96.67%,$0.35,$0.50
550,Buy,2/4/2021 09:45,LE1,$4500.25,$0.00,1,$282.05,1.26%,$340.00,96.80%,,$0.35,$0.50
,Sell,2/8/2021 06:15,LX1,$4557.00,,$283.75,$14132.45,,($11.25),83.99%,80.78%,$0.35,$0.50
551,Buy,2/4/2021 10:00,LE2,$4501.00,$0.00,1,$278.30,1.24%,$336.25,98.53%,,$0.35,$0.50
,Sell,2/8/2021 06:15,LX2,$4557.00,,$280.00,$14410.75,,($5.00),83.52%,82.05%,$0.35,$0.50
552,Buy,2/4/2021 10:15,LE3,$4510.00,$0.00,1,$233.30,1.04%,$291.25,93.95%,,$0.35,$0.50
,Sell,2/8/2021 06:15,LX3,$4557.00,,$235.00,$14644.05,,($18.75),81.85%,75.81%,$0.35,$0.50
553,Buy,2/9/2021 14:30,LE1,$4576.50,$0.00,1,($14.20),-0.05%,$17.50,35.00%,,$0.35,$0.50
,Sell,2/9/2021 16:15,LX1,$4574.00,,($12.50),$14629.85,,($32.50),40.00%,-25.00%,$0.35,$0.50
554,Buy,2/12/2021 10:15,LE1,$4574.25,$0.00,1,$208.30,0.92%,$263.75,95.05%,,$0.35,$0.50
,Sell,2/16/2021 04:45,LX1,$4616.25,,$210.00,$14838.15,,($13.75),80.63%,75.68%,$0.35,$0.50
555,Buy,2/12/2021 10:30,LE2,$4578.25,$0.00,1,$188.30,0.83%,$243.75,87.84%,,$0.35,$0.50
,Sell,2/16/2021 04:45,LX2,$4616.25,,$190.00,$15026.45,,($33.75),80.63%,68.47%,$0.35,$0.50
556,Buy,2/12/2021 10:45,LE3,$4576.25,$0.00,1,$198.30,0.87%,$253.75,91.44%,,$0.35,$0.50
,Sell,2/16/2021 04:45,LX3,$4616.25,,$200.00,$15224.75,,($23.75),80.63%,72.07%,$0.35,$0.50
557,Buy,2/19/2021 11:45,LE1,$4593.75,$0.00,1,($76.70),-0.33%,$5.00,5.06%,,$0.35,$0.50
,Sell,2/19/2021 13:00,LX1,$4578.75,,($75.00),$15148.05,,($93.75),18.99%,-75.95%,$0.35,$0.50
558,Buy,2/19/2021 12:00,LE2,$4591.75,$0.00,1,($66.70),-0.28%,$8.75,9.46%,,$0.35,$0.50
,Sell,2/19/2021 13:00,LX2,$4578.75,,($65.00),$15081.35,,($83.75),20.27%,-70.27%,$0.35,$0.50
559,Buy,2/19/2021 12:15,LE3,$4588.50,$0.00,1,($50.45),-0.21%,$3.75,5.26%,,$0.35,$0.50
,Sell,2/19/2021 13:00,LX3,$4578.75,,($48.75),$15030.90,,($67.50),26.32%,-68.42%,$0.35,$0.50
560,Buy,2/24/2021 14:00,LE1,$4591.00,$0.00,1,($70.45),-0.30%,$56.25,41.67%,,$0.35,$0.50
,Sell,2/25/2021 07:00,LX1,$4577.25,,($68.75),$14960.45,,($78.75),7.41%,-50.93%,$0.35,$0.50
561,Buy,2/24/2021 14:15,LE2,$4591.00,$0.00,1,($70.45),-0.30%,$56.25,41.67%,,$0.35,$0.50
,Sell,2/25/2021 07:00,LX2,$4577.25,,($68.75),$14890.00,,($78.75),7.41%,-50.93%,$0.35,$0.50
562,Buy,2/24/2021 14:30,LE3,$4583.50,$0.00,1,($32.95),-0.14%,$93.75,69.44%,,$0.35,$0.50
,Sell,2/25/2021 07:00,LX3,$4577.25,,($31.25),$14857.05,,($41.25),7.41%,-23.15%,$0.35,$0.50
563,Buy,3/8/2021 13:00,LE1,$4540.50,$0.00,1,($84.20),-0.36%,$32.50,28.26%,,$0.35,$0.50
,Sell,3/8/2021 14:00,PosRiskLX,$4524.00,,($82.50),$14772.85,,($82.50),0.00%,-71.74%,$0.35,$0.50
564,Buy,3/8/2021 13:15,LE2,$4537.25,$0.00,1,($67.95),-0.29%,$48.75,42.39%,,$0.35,$0.50
,Sell,3/8/2021 14:00,PosRiskLX,$4524.00,,($66.25),$14704.90,,($66.25),0.00%,-57.61%,$0.35,$0.50
565,Buy,3/8/2021 13:30,LE3,$4544.25,$0.00,1,($102.95),-0.45%,$13.75,11.96%,,$0.35,$0.50
,Sell,3/8/2021 14:00,PosRiskLX,$4524.00,,($101.25),$14601.95,,($101.25),0.00%,-88.04%,$0.35,$0.50
