

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

849,Buy,7/20/2022 10:45,LE1,$4659.00,$0.00,1,($30.45),-0.12%,$140.00,82.96%,,$0.35,$0.50
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($28.75),$20599.45,,($28.75),0.00%,-17.04%,$0.35,$0.50
850,Buy,7/20/2022 11:00,LE2,$4667.25,$0.00,1,($71.70),-0.30%,$98.75,58.52%,,$0.35,$0.50
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($70.00),$20527.75,,($70.00),0.00%,-41.48%,$0.35,$0.50
851,Buy,7/20/2022 11:15,LE3,$4683.75,$0.00,1,($154.20),-0.65%,$16.25,9.63%,,$0.35,$0.50
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($152.50),$20373.55,,($152.50),0.00%,-90.37%,$0.35,$0.50
852,Buy,7/21/2022 09:45,LE1,$4664.50,$0.00,1,($80.45),-0.34%,$82.50,47.83%,,$0.35,$0.50
,Sell,7/21/2022 10:30,LX1,$4648.75,,($78.75),$20293.10,,($90.00),6.52%,-45.65%,$0.35,$0.50
853,Buy,7/21/2022 10:00,LE2,$4659.50,$0.00,1,($55.45),-0.23%,$107.50,62.32%,,$0.35,$0.50
,Sell,7/21/2022 10:30,LX2,$4648.75,,($53.75),$20237.65,,($65.00),6.52%,-31.16%,$0.35,$0.50
854,Buy,7/21/2022 10:15,LE3,$4673.00,$0.00,1,($122.95),-0.52%,$40.00,23.19%,,$0.35,$0.50
,Sell,7/21/2022 10:30,LX3,$4648.75,,($121.25),$20114.70,,($132.50),6.52%,-70.29%,$0.35,$0.50
855,Buy,7/22/2022 09:45,LE1,$4712.75,$0.00,1,($92.95),-0.39%,$65.00,41.60%,,$0.35,$0.50
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($91.25),$20021.75,,($91.25),0.00%,-58.40%,$0.35,$0.50
856,Buy,7/22/2022 10:00,LE2,$4717.50,$0.00,1,($116.70),-0.49%,$41.25,26.40%,,$0.35,$0.50
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($115.00),$19905.05,,($115.00),0.00%,-73.60%,$0.35,$0.50
857,Buy,7/22/2022 10:15,LE3,$4703.50,$0.00,1,($46.70),-0.19%,$63.75,58.62%,,$0.35,$0.50
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($45.00),$19858.35,,($45.00),0.00%,-41.38%,$0.35,$0.50
858,Buy,7/28/2022 09:45,LE1,$4741.25,$0.00,1,($164.20),-0.69%,$46.25,20.79%,,$0.35,$0.50
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($162.50),$19694.15,,($176.25),6.18%,-73.03%,$0.35,$0.50
859,Buy,7/28/2022 10:00,LE2,$4726.50,$0.00,1,($90.45),-0.38%,$6.25,5.75%,,$0.35,$0.50
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($88.75),$19603.70,,($102.50),12.64%,-81.61%,$0.35,$0.50
860,Buy,7/28/2022 10:15,LE3,$4716.50,$0.00,1,($40.45),-0.16%,$32.50,45.61%,,$0.35,$0.50
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($38.75),$19563.25,,($38.75),0.00%,-54.39%,$0.35,$0.50
861,Buy,7/29/2022 09:45,LE1,$4798.75,$0.00,1,$77.05,0.33%,$170.00,80.47%,,$0.35,$0.50
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$78.75,$19640.30,,($41.25),56.80%,37.28%,$0.35,$0.50
862,Buy,7/29/2022 10:00,LE2,$4808.00,$0.00,1,$30.80,0.14%,$123.75,96.12%,,$0.35,$0.50
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$32.50,$19671.10,,($5.00),29.13%,25.24%,$0.35,$0.50
863,Buy,7/29/2022 10:15,LE3,$4814.50,$0.00,1,($1.70),0.00%,$91.25,79.35%,,$0.35,$0.50
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$0.00,$19669.40,,($23.75),20.65%,0.00%,$0.35,$0.50
864,Buy,8/4/2022 09:45,LE1,$4865.25,$0.00,1,$2.05,0.02%,$33.75,40.91%,,$0.35,$0.50
,Sell,8/4/2022 10:15,LX1,$4866.00,,$3.75,$19671.45,,($48.75),63.64%,4.55%,$0.35,$0.50
865,Buy,8/4/2022 10:00,LE2,$4869.00,$0.00,1,($16.70),-0.06%,$15.00,25.00%,,$0.35,$0.50
,Sell,8/4/2022 10:15,LX2,$4866.00,,($15.00),$19654.75,,($45.00),50.00%,-25.00%,$0.35,$0.50
866,Buy,8/5/2022 10:30,LE1,$4858.00,$0.00,1,($97.95),-0.40%,$23.75,19.79%,,$0.35,$0.50
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($96.25),$19556.80,,($96.25),0.00%,-80.21%,$0.35,$0.50
867,Buy,8/5/2022 10:45,LE2,$4855.75,$0.00,1,($86.70),-0.35%,$5.00,5.56%,,$0.35,$0.50
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($85.00),$19470.10,,($85.00),0.00%,-94.44%,$0.35,$0.50
868,Buy,8/5/2022 11:00,LE3,$4852.50,$0.00,1,($70.45),-0.28%,$17.50,20.29%,,$0.35,$0.50
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($68.75),$19399.65,,($68.75),0.00%,-79.71%,$0.35,$0.50
869,Buy,8/8/2022 10:30,LE1,$4889.75,$0.00,1,($79.20),-0.32%,$23.75,23.46%,,$0.35,$0.50
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($77.50),$19320.45,,($77.50),0.00%,-76.54%,$0.35,$0.50
870,Buy,8/8/2022 10:45,LE2,$4888.75,$0.00,1,($74.20),-0.30%,$28.75,28.40%,,$0.35,$0.50
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($72.50),$19246.25,,($72.50),0.00%,-71.60%,$0.35,$0.50
871,Buy,8/8/2022 11:00,LE3,$4894.25,$0.00,1,($101.70),-0.41%,$1.25,1.23%,,$0.35,$0.50
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($100.00),$19144.55,,($100.00),0.00%,-98.77%,$0.35,$0.50
872,Buy,8/10/2022 09:45,LE1,$4908.50,$0.00,1,($102.95),-0.41%,$5.00,4.71%,,$0.35,$0.50
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($101.25),$19041.60,,($101.25),0.00%,-95.29%,$0.35,$0.50
873,Buy,8/10/2022 10:00,LE2,$4903.50,$0.00,1,($77.95),-0.31%,$30.00,28.24%,,$0.35,$0.50
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($76.25),$18963.65,,($76.25),0.00%,-71.76%,$0.35,$0.50
874,Buy,8/10/2022 10:15,LE3,$4903.25,$0.00,1,($76.70),-0.31%,$20.00,21.05%,,$0.35,$0.50
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($75.00),$18886.95,,($75.00),0.00%,-78.95%,$0.35,$0.50
875,Buy,8/11/2022 09:45,LE1,$4950.00,$0.00,1,($82.95),-0.33%,$100.00,55.17%,,$0.35,$0.50
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($81.25),$18804.00,,($81.25),0.00%,-44.83%,$0.35,$0.50
876,Buy,8/11/2022 10:00,LE2,$4948.00,$0.00,1,($72.95),-0.29%,$110.00,60.69%,,$0.35,$0.50
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($71.25),$18731.05,,($71.25),0.00%,-39.31%,$0.35,$0.50
877,Buy,8/11/2022 10:15,LE3,$4953.75,$0.00,1,($101.70),-0.40%,$81.25,44.83%,,$0.35,$0.50
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($100.00),$18629.35,,($100.00),0.00%,-55.17%,$0.35,$0.50
878,Buy,8/12/2022 10:45,LE1,$4945.50,$0.00,1,$133.30,0.55%,$233.75,84.62%,,$0.35,$0.50
,Sell,8/15/2022 03:45,LX1,$4972.50,,$135.00,$18762.65,,($42.50),64.25%,48.87%,$0.35,$0.50
879,Buy,8/12/2022 11:00,LE2,$4940.25,$0.00,1,$159.55,0.65%,$260.00,94.12%,,$0.35,$0.50
,Sell,8/15/2022 03:45,LX2,$4972.50,,$161.25,$18922.20,,($16.25),64.25%,58.37%,$0.35,$0.50
880,Buy,8/12/2022 11:15,LE3,$4944.75,$0.00,1,$137.05,0.56%,$237.50,96.94%,,$0.35,$0.50
,Sell,8/15/2022 03:45,LX3,$4972.50,,$138.75,$19059.25,,($7.50),59.69%,56.63%,$0.35,$0.50
881,Buy,8/18/2022 11:30,LE1,$4988.25,$0.00,1,($52.95),-0.21%,$60.00,53.33%,,$0.35,$0.50
,Sell,8/18/2022 13:00,LX1,$4978.00,,($51.25),$19006.30,,($52.50),1.11%,-45.56%,$0.35,$0.50
882,Buy,8/18/2022 11:45,LE2,$4994.00,$0.00,1,($81.70),-0.32%,$31.25,27.78%,,$0.35,$0.50
,Sell,8/18/2022 13:00,LX2,$4978.00,,($80.00),$18924.60,,($81.25),1.11%,-71.11%,$0.35,$0.50
883,Buy,8/18/2022 12:00,LE3,$4996.50,$0.00,1,($94.20),-0.37%,$18.75,16.67%,,$0.35,$0.50
,Sell,8/18/2022 13:00,LX3,$4978.00,,($92.50),$18830.40,,($93.75),1.11%,-82.22%,$0.35,$0.50
884,Buy,8/25/2022 10:15,LE1,$4880.50,$0.00,1,($66.70),-0.27%,$70.00,51.85%,,$0.35,$0.50
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($65.00),$18763.70,,($65.00),0.00%,-48.15%,$0.35,$0.50
885,Buy,8/25/2022 10:30,LE2,$4882.00,$0.00,1,($74.20),-0.30%,$62.50,46.30%,,$0.35,$0.50
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($72.50),$18689.50,,($72.50),0.00%,-53.70%,$0.35,$0.50
886,Buy,8/25/2022 10:45,LE3,$4890.00,$0.00,1,($114.20),-0.46%,$22.50,16.67%,,$0.35,$0.50
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($112.50),$18575.30,,($112.50),0.00%,-83.33%,$0.35,$0.50
887,Buy,8/26/2022 09:45,LE1,$4910.25,$0.00,1,($136.70),-0.55%,$27.50,16.92%,,$0.35,$0.50
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($135.00),$18438.60,,($135.00),0.00%,-83.08%,$0.35,$0.50
888,Buy,8/26/2022 10:00,LE2,$4906.50,$0.00,1,($117.95),-0.47%,$46.25,28.46%,,$0.35,$0.50
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($116.25),$18320.65,,($116.25),0.00%,-71.54%,$0.35,$0.50
889,Buy,8/26/2022 10:15,LE3,$4907.75,$0.00,1,($124.20),-0.50%,$40.00,24.62%,,$0.35,$0.50
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($122.50),$18196.45,,($122.50),0.00%,-75.38%,$0.35,$0.50
890,Buy,9/2/2022 09:45,LE1,$4715.75,$0.00,1,($36.70),-0.15%,$65.00,28.26%,,$0.35,$0.50
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,($35.00),$18159.75,,($165.00),56.52%,-15.22%,$0.35,$0.50
891,Buy,9/2/2022 10:00,LE2,$4692.50,$0.00,1,$79.55,0.35%,$181.25,78.80%,,$0.35,$0.50
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,$81.25,$18239.30,,($48.75),56.52%,35.33%,$0.35,$0.50
892,Buy,9/2/2022 10:15,LE3,$4693.50,$0.00,1,$74.55,0.32%,$176.25,76.63%,,$0.35,$0.50
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,$76.25,$18313.85,,($53.75),56.52%,33.15%,$0.35,$0.50
893,Buy,9/8/2022 11:15,LE1,$4710.75,$0.00,1,($69.20),-0.29%,$48.75,41.94%,,$0.35,$0.50
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($67.50),$18244.65,,($67.50),0.00%,-58.06%,$0.35,$0.50
894,Buy,9/8/2022 11:30,LE2,$4717.00,$0.00,1,($100.45),-0.42%,$17.50,15.05%,,$0.35,$0.50
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($98.75),$18144.20,,($98.75),0.00%,-84.95%,$0.35,$0.50
895,Buy,9/8/2022 11:45,LE3,$4714.50,$0.00,1,($87.95),-0.37%,$22.50,20.69%,,$0.35,$0.50
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($86.25),$18056.25,,($86.25),0.00%,-79.31%,$0.35,$0.50
896,Buy,9/9/2022 09:45,LE1,$4739.00,$0.00,1,$294.55,1.25%,$342.50,96.48%,,$0.35,$0.50
,Sell,9/12/2022 07:45,LX1,$4798.25,,$296.25,$18350.80,,($12.50),86.97%,83.45%,$0.35,$0.50
897,Buy,9/9/2022 10:00,LE2,$4741.75,$0.00,1,$280.80,1.19%,$328.75,92.61%,,$0.35,$0.50
,Sell,9/12/2022 07:45,LX2,$4798.25,,$282.50,$18631.60,,($26.25),86.97%,79.58%,$0.35,$0.50
898,Buy,9/9/2022 10:15,LE3,$4754.75,$0.00,1,$215.80,0.91%,$263.75,96.79%,,$0.35,$0.50
,Sell,9/12/2022 07:45,LX3,$4798.25,,$217.50,$18847.40,,($8.75),83.03%,79.82%,$0.35,$0.50
899,Buy,9/21/2022 11:00,LE1,$4584.50,$0.00,1,($6.70),-0.02%,$13.75,32.35%,,$0.35,$0.50
,Sell,9/21/2022 11:45,LX1,$4583.50,,($5.00),$18840.70,,($28.75),55.88%,-11.76%,$0.35,$0.50
900,Buy,9/21/2022 11:15,LE2,$4584.75,$0.00,1,($7.95),-0.03%,$12.50,29.41%,,$0.35,$0.50
,Sell,9/21/2022 11:45,LX2,$4583.50,,($6.25),$18832.75,,($30.00),55.88%,-14.71%,$0.35,$0.50
901,Buy,9/21/2022 11:30,LE3,$4585.00,$0.00,1,($9.20),-0.03%,$1.25,4.55%,,$0.35,$0.50
,Sell,9/21/2022 11:45,LX3,$4583.50,,($7.50),$18823.55,,($26.25),68.18%,-27.27%,$0.35,$0.50
902,Buy,10/25/2022 09:45,LE1,$4501.75,$0.00,1,$152.05,0.68%,$326.25,98.12%,,$0.35,$0.50
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,$153.75,$18975.60,,($6.25),48.12%,46.24%,$0.35,$0.50
903,Buy,10/25/2022 10:00,LE2,$4514.00,$0.00,1,$90.80,0.41%,$265.00,99.07%,,$0.35,$0.50
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,$92.50,$19066.40,,($2.50),35.51%,34.58%,$0.35,$0.50
904,Buy,10/25/2022 10:15,LE3,$4537.75,$0.00,1,($27.95),-0.12%,$146.25,72.67%,,$0.35,$0.50
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,($26.25),$19038.45,,($55.00),14.29%,-13.04%,$0.35,$0.50
905,Buy,10/27/2022 09:45,LE1,$4543.50,$0.00,1,$9.55,0.05%,$100.00,44.20%,,$0.35,$0.50
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,$11.25,$19048.00,,($126.25),60.77%,4.97%,$0.35,$0.50
906,Buy,10/27/2022 10:00,LE2,$4547.00,$0.00,1,($7.95),-0.03%,$82.50,36.46%,,$0.35,$0.50
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,($6.25),$19040.05,,($143.75),60.77%,-2.76%,$0.35,$0.50
907,Buy,10/27/2022 10:15,LE3,$4525.00,$0.00,1,$102.05,0.46%,$192.50,91.12%,,$0.35,$0.50
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,$103.75,$19142.10,,($18.75),57.99%,49.11%,$0.35,$0.50
908,Buy,10/28/2022 09:45,LE1,$4511.50,$0.00,1,$355.80,1.58%,$527.50,97.69%,,$0.35,$0.50
,Sell,10/31/2022 04:45,LX1,$4583.00,,$357.50,$19497.90,,($12.50),68.52%,66.20%,$0.35,$0.50
909,Buy,10/28/2022 10:00,LE2,$4538.00,$0.00,1,$223.30,0.99%,$395.00,83.38%,,$0.35,$0.50
,Sell,10/31/2022 04:45,LX2,$4583.00,,$225.00,$19721.20,,($78.75),64.12%,47.49%,$0.35,$0.50
910,Buy,10/28/2022 10:15,LE3,$4538.75,$0.00,1,$219.55,0.97%,$391.25,82.59%,,$0.35,$0.50
,Sell,10/31/2022 04:45,LX3,$4583.00,,$221.25,$19940.75,,($82.50),64.12%,46.70%,$0.35,$0.50
911,Buy,11/1/2022 09:45,LE1,$4614.50,$0.00,1,($136.70),-0.59%,$13.75,9.24%,,$0.35,$0.50
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($135.00),$19804.05,,($135.00),0.00%,-90.76%,$0.35,$0.50
912,Buy,11/1/2022 10:00,LE2,$4610.50,$0.00,1,($116.70),-0.50%,$1.25,1.08%,,$0.35,$0.50
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($115.00),$19687.35,,($115.00),0.00%,-98.92%,$0.35,$0.50
913,Buy,11/1/2022 10:15,LE3,$4593.50,$0.00,1,($31.70),-0.13%,$37.50,55.56%,,$0.35,$0.50
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($30.00),$19655.65,,($30.00),0.00%,-44.44%,$0.35,$0.50
914,Buy,11/3/2022 12:30,LE1,$4437.50,$0.00,1,($71.70),-0.32%,$68.75,49.55%,,$0.35,$0.50
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($70.00),$19583.95,,($70.00),0.00%,-50.45%,$0.35,$0.50
915,Buy,11/3/2022 12:45,LE2,$4440.25,$0.00,1,($85.45),-0.38%,$55.00,39.64%,,$0.35,$0.50
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($83.75),$19498.50,,($83.75),0.00%,-60.36%,$0.35,$0.50
916,Buy,11/3/2022 13:00,LE3,$4443.25,$0.00,1,($100.45),-0.44%,$40.00,28.83%,,$0.35,$0.50
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($98.75),$19398.05,,($98.75),0.00%,-71.17%,$0.35,$0.50
917,Buy,11/4/2022 09:45,LE1,$4479.00,$0.00,1,($44.20),-0.19%,$97.50,28.89%,,$0.35,$0.50
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,($42.50),$19353.85,,($240.00),58.52%,-12.59%,$0.35,$0.50
918,Buy,11/4/2022 10:00,LE2,$4437.50,$0.00,1,$163.30,0.74%,$305.00,90.37%,,$0.35,$0.50
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,$165.00,$19517.15,,($32.50),58.52%,48.89%,$0.35,$0.50
919,Buy,11/4/2022 10:15,LE3,$4460.25,$0.00,1,$49.55,0.23%,$191.25,89.47%,,$0.35,$0.50
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,$51.25,$19566.70,,($22.50),34.50%,23.98%,$0.35,$0.50
920,Buy,11/7/2022 11:30,LE1,$4478.75,$0.00,1,$235.80,1.06%,$405.00,87.10%,,$0.35,$0.50
,Sell,11/8/2022 13:45,LX1,$4526.25,,$237.50,$19802.50,,($60.00),63.98%,51.08%,$0.35,$0.50
921,Buy,11/7/2022 11:45,LE2,$4486.75,$0.00,1,$195.80,0.88%,$365.00,78.49%,,$0.35,$0.50
,Sell,11/8/2022 13:45,LX2,$4526.25,,$197.50,$19998.30,,($100.00),63.98%,42.47%,$0.35,$0.50
922,Buy,11/7/2022 12:00,LE3,$4472.25,$0.00,1,$268.30,1.21%,$437.50,94.09%,,$0.35,$0.50
,Sell,11/8/2022 13:45,LX3,$4526.25,,$270.00,$20266.60,,($27.50),63.98%,58.06%,$0.35,$0.50
923,Buy,11/10/2022 09:45,LE1,$4587.25,$0.00,1,$43.30,0.20%,$126.25,51.53%,,$0.35,$0.50
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,$45.00,$20309.90,,($118.75),66.84%,18.37%,$0.35,$0.50
924,Buy,11/10/2022 10:00,LE2,$4575.75,$0.00,1,$100.80,0.45%,$183.75,96.71%,,$0.35,$0.50
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,$102.50,$20410.70,,($6.25),57.24%,53.95%,$0.35,$0.50
925,Buy,11/10/2022 10:15,LE3,$4605.75,$0.00,1,($49.20),-0.21%,$33.75,41.54%,,$0.35,$0.50
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,($47.50),$20361.50,,($47.50),0.00%,-58.46%,$0.35,$0.50
926,Buy,11/11/2022 09:45,LE1,$4664.00,$0.00,1,$5.80,0.03%,$100.00,46.24%,,$0.35,$0.50
,Sell,11/11/2022 11:15,% Trailing Stop,$4665.50,,$7.50,$20367.30,,($116.25),57.23%,3.47%,$0.35,$0.50
927,Buy,11/11/2022 10:00,LE2,$4650.50,$0.00,1,$73.30,0.32%,$167.50,77.46%,,$0.35,$0.50
,Sell,11/11/2022 11:15,% Trailing Stop,$4665.50,,$75.00,$20440.60,,($48.75),57.23%,34.68%,$0.35,$0.50
928,Buy,11/11/2022 10:15,LE3,$4658.75,$0.00,1,$32.05,0.14%,$126.25,58.38%,,$0.35,$0.50
,Sell,11/11/2022 11:15,% Trailing Stop,$4665.50,,$33.75,$20472.65,,($90.00),57.23%,15.61%,$0.35,$0.50
929,Buy,11/18/2022 09:45,LE1,$4683.00,$0.00,1,($167.95),-0.71%,$6.25,3.62%,,$0.35,$0.50
,Sell,11/18/2022 10:15,PosRiskLX,$4649.75,,($166.25),$20304.70,,($166.25),0.00%,-96.38%,$0.35,$0.50
930,Buy,11/18/2022 10:00,LE2,$4666.50,$0.00,1,($85.45),-0.36%,$18.75,18.29%,,$0.35,$0.50
,Sell,11/18/2022 10:15,PosRiskLX,$4649.75,,($83.75),$20219.25,,($83.75),0.00%,-81.71%,$0.35,$0.50
931,Buy,11/18/2022 10:15,LE3,$4663.25,$0.00,1,($69.20),-0.29%,$10.00,12.90%,,$0.35,$0.50
,Sell,11/18/2022 10:15,PosRiskLX,$4649.75,,($67.50),$20150.05,,($67.50),0.00%,-87.10%,$0.35,$0.50
932,Buy,11/21/2022 10:15,LE1,$4657.25,$0.00,1,($120.45),-0.51%,$15.00,11.21%,,$0.35,$0.50
,Sell,11/21/2022 12:00,PosRiskLX,$4633.50,,($118.75),$20029.60,,($118.75),0.00%,-88.79%,$0.35,$0.50
933,Buy,11/21/2022 10:30,LE2,$4649.50,$0.00,1,($81.70),-0.34%,$15.00,15.79%,,$0.35,$0.50
,Sell,11/21/2022 12:00,PosRiskLX,$4633.50,,($80.00),$19947.90,,($80.00),0.00%,-84.21%,$0.35,$0.50
934,Buy,11/21/2022 10:45,LE3,$4644.00,$0.00,1,($54.20),-0.23%,$22.50,30.00%,,$0.35,$0.50
,Sell,11/21/2022 12:00,PosRiskLX,$4633.50,,($52.50),$19893.70,,($52.50),0.00%,-70.00%,$0.35,$0.50
935,Buy,11/22/2022 09:45,LE1,$4670.50,$0.00,1,$198.30,0.86%,$357.50,82.66%,,$0.35,$0.50
,Sell,11/28/2022 03:45,LX1,$4710.50,,$200.00,$20092.00,,($75.00),63.58%,46.24%,$0.35,$0.50
936,Buy,11/22/2022 10:00,LE2,$4659.00,$0.00,1,$255.80,1.11%,$415.00,98.52%,,$0.35,$0.50
,Sell,11/28/2022 03:45,LX2,$4710.50,,$257.50,$20347.80,,($6.25),62.61%,61.13%,$0.35,$0.50
937,Buy,11/22/2022 10:15,LE3,$4663.00,$0.00,1,$235.80,1.02%,$395.00,97.53%,,$0.35,$0.50
,Sell,11/28/2022 03:45,LX3,$4710.50,,$237.50,$20583.60,,($10.00),61.11%,58.64%,$0.35,$0.50
938,Buy,11/30/2022 14:30,LE1,$4714.25,$0.00,1,$300.80,1.28%,$442.50,99.72%,,$0.35,$0.50
,Sell,12/1/2022 10:15,% Trailing Stop,$4774.75,,$302.50,$20884.40,,($1.25),68.45%,68.17%,$0.35,$0.50
939,Buy,12/1/2022 09:45,LE2,$4787.75,$0.00,1,($66.70),-0.27%,$75.00,53.57%,,$0.35,$0.50
,Sell,12/1/2022 10:15,% Trailing Stop,$4774.75,,($65.00),$20817.70,,($65.00),0.00%,-46.43%,$0.35,$0.50
940,Buy,12/1/2022 10:00,LE3,$4787.50,$0.00,1,($65.45),-0.27%,$76.25,54.46%,,$0.35,$0.50
,Sell,12/1/2022 10:15,% Trailing Stop,$4774.75,,($63.75),$20752.25,,($63.75),0.00%,-45.54%,$0.35,$0.50
941,Buy,12/2/2022 10:15,LE1,$4730.00,$0.00,1,$70.80,0.31%,$163.75,87.92%,,$0.35,$0.50
,Sell,12/2/2022 13:15,% Trailing Stop,$4744.50,,$72.50,$20823.05,,($22.50),51.01%,38.93%,$0.35,$0.50
942,Buy,12/2/2022 10:30,LE2,$4744.50,$0.00,1,($1.70),0.00%,$91.25,58.87%,,$0.35,$0.50
,Sell,12/2/2022 13:15,% Trailing Stop,$4744.50,,$0.00,$20821.35,,($63.75),41.13%,0.00%,$0.35,$0.50
943,Buy,12/2/2022 10:45,LE3,$4736.25,$0.00,1,$39.55,0.17%,$132.50,86.18%,,$0.35,$0.50
,Sell,12/2/2022 13:15,% Trailing Stop,$4744.50,,$41.25,$20860.90,,($21.25),40.65%,26.83%,$0.35,$0.50
944,Buy,12/13/2022 09:45,LE1,$4801.50,$0.00,1,($157.95),-0.65%,$6.25,3.85%,,$0.35,$0.50
,Sell,12/13/2022 10:15,PosRiskLX,$4770.25,,($156.25),$20702.95,,($156.25),0.00%,-96.15%,$0.35,$0.50
945,Buy,12/13/2022 10:00,LE2,$4789.00,$0.00,1,($95.45),-0.39%,$56.25,37.50%,,$0.35,$0.50
,Sell,12/13/2022 10:15,PosRiskLX,$4770.25,,($93.75),$20607.50,,($93.75),0.00%,-62.50%,$0.35,$0.50
946,Buy,12/13/2022 10:15,LE3,$4793.00,$0.00,1,($115.45),-0.47%,$8.75,7.14%,,$0.35,$0.50
,Sell,12/13/2022 10:15,PosRiskLX,$4770.25,,($113.75),$20492.05,,($113.75),0.00%,-92.86%,$0.35,$0.50
947,Buy,12/14/2022 10:45,LE1,$4739.00,$0.00,1,($81.70),-0.34%,$98.75,55.24%,,$0.35,$0.50
,Sell,12/14/2022 14:15,PosRiskLX,$4723.00,,($80.00),$20410.35,,($80.00),0.00%,-44.76%,$0.35,$0.50
948,Buy,12/14/2022 11:00,LE2,$4740.00,$0.00,1,($86.70),-0.36%,$93.75,52.45%,,$0.35,$0.50
,Sell,12/14/2022 14:15,PosRiskLX,$4723.00,,($85.00),$20323.65,,($85.00),0.00%,-47.55%,$0.35,$0.50
949,Buy,12/14/2022 11:15,LE3,$4740.50,$0.00,1,($89.20),-0.37%,$91.25,51.05%,,$0.35,$0.50
,Sell,12/14/2022 14:15,PosRiskLX,$4723.00,,($87.50),$20234.45,,($87.50),0.00%,-48.95%,$0.35,$0.50
950,Buy,12/15/2022 09:45,LE1,$4638.00,$0.00,1,($149.20),-0.64%,$45.00,20.93%,,$0.35,$0.50
,Sell,12/15/2022 10:15,PosRiskLX,$4608.50,,($147.50),$20085.25,,($170.00),10.47%,-68.60%,$0.35,$0.50
951,Buy,12/15/2022 10:00,LE2,$4632.00,$0.00,1,($119.20),-0.51%,$7.50,5.08%,,$0.35,$0.50
,Sell,12/15/2022 10:15,PosRiskLX,$4608.50,,($117.50),$19966.05,,($140.00),15.25%,-79.66%,$0.35,$0.50
952,Buy,12/15/2022 10:15,LE3,$4608.50,$0.00,1,($1.70),0.00%,$0.00,100.00%,,$0.35,$0.50
,Sell,12/15/2022 10:15,PosRiskLX,$4608.50,,$0.00,$19964.35,,$0.00,100.00%,100.00%,$0.35,$0.50
