

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

,Buy to Cover,12/15/2022 07:00,% Trailing Stop,$14389.00,,$256.50,$9775.00,,($36.00),81.93%,71.85%,$0.35,$0.50
591,Sell Short,12/19/2022 11:00,BO_Short,$13935.25,$0.00,1,$25.80,0.10%,$177.00,68.60%,,$0.35,$0.50
,Buy to Cover,12/19/2022 13:00,Trail_SX,$13921.50,,$27.50,$9800.80,,($81.00),42.05%,10.66%,$0.35,$0.50
592,Sell Short,12/19/2022 15:00,BO_Short,$13858.25,$0.00,1,($27.20),-0.09%,$121.00,82.59%,,$0.35,$0.50
,Buy to Cover,12/19/2022 19:00,Trail_SX,$13871.00,,($25.50),$9773.60,,($25.50),0.00%,-17.41%,$0.35,$0.50
593,Sell Short,12/20/2022 01:00,BO_Short,$13744.50,$0.00,1,($66.70),-0.24%,$71.00,52.21%,,$0.35,$0.50
,Buy to Cover,12/20/2022 03:00,Trail_SX,$13777.00,,($65.00),$9706.90,,($65.00),0.00%,-47.79%,$0.35,$0.50
594,Sell Short,12/22/2022 11:00,BO_Short,$13789.75,$0.00,1,$402.80,1.47%,$506.00,99.90%,,$0.35,$0.50
,Buy to Cover,12/22/2022 15:00,% Trailing Stop,$13587.50,,$404.50,$10109.70,,($0.50),79.96%,79.86%,$0.35,$0.50
595,Sell Short,12/27/2022 11:00,BO_Short,$13596.25,$0.00,1,($91.70),-0.33%,$68.50,28.13%,,$0.35,$0.50
,Buy to Cover,12/27/2022 13:00,Trail_SX,$13641.25,,($90.00),$10018.00,,($175.00),34.91%,-36.96%,$0.35,$0.50
596,Sell Short,12/27/2022 15:00,BO_Short,$13585.25,$0.00,1,($12.70),-0.04%,$55.00,40.89%,,$0.35,$0.50
,Buy to Cover,12/28/2022 01:00,BO_SX,$13590.75,,($11.00),$10005.30,,($79.50),50.93%,-8.18%,$0.35,$0.50
597,Sell Short,12/28/2022 13:00,BO_Short,$13460.25,$0.00,1,($41.70),-0.15%,$71.50,26.73%,,$0.35,$0.50
,Buy to Cover,12/29/2022 03:00,BO_SX,$13480.25,,($40.00),$9963.60,,($196.00),58.32%,-14.95%,$0.35,$0.50
598,Sell Short,1/3/2023 13:00,BO_Short,$13540.50,$0.00,1,($86.70),-0.31%,$60.00,39.60%,,$0.35,$0.50
,Buy to Cover,1/3/2023 15:00,Trail_SX,$13583.00,,($85.00),$9876.90,,($91.50),4.29%,-56.11%,$0.35,$0.50
599,Sell Short,1/5/2023 11:00,BO_Short,$13534.75,$0.00,1,($84.20),-0.30%,$96.00,44.96%,,$0.35,$0.50
,Buy to Cover,1/5/2023 13:00,Trail_SX,$13576.00,,($82.50),$9792.70,,($117.50),16.39%,-38.64%,$0.35,$0.50
600,Sell Short,1/5/2023 16:00,BO_Short,$13486.25,$0.00,1,($131.70),-0.48%,$8.00,5.80%,,$0.35,$0.50
,Buy to Cover,1/5/2023 23:00,Stop_SX,$13551.25,,($130.00),$9661.00,,($130.00),0.00%,-94.20%,$0.35,$0.50
601,Sell Short,1/6/2023 07:00,BO_Short,$13456.75,$0.00,1,($108.70),-0.40%,$79.00,42.47%,,$0.35,$0.50
,Buy to Cover,1/6/2023 09:00,Trail_SX,$13510.25,,($107.00),$9552.30,,($107.00),0.00%,-57.53%,$0.35,$0.50
602,Buy,1/8/2023 21:00,BO_Long,$13817.00,$0.00,1,$373.80,1.36%,$469.50,88.50%,,$0.35,$0.50
,Sell,1/9/2023 13:00,% Trailing Stop,$14004.75,,$375.50,$9926.10,,($61.00),82.28%,70.78%,$0.35,$0.50
603,Buy,1/11/2023 13:00,BO_Long,$14043.25,$0.00,1,$322.80,1.16%,$324.50,99.24%,,$0.35,$0.50
,Sell,1/12/2023 09:00,% Trailing Stop,$14205.50,,$324.50,$10248.90,,($2.50),100.00%,99.24%,$0.35,$0.50
604,Buy,1/12/2023 15:00,BO_Long,$14232.00,$0.00,1,($251.70),-0.88%,$19.00,7.06%,,$0.35,$0.50
,Sell,1/13/2023 07:00,PosRiskLX,$14107.00,,($250.00),$9997.20,,($250.00),0.00%,-92.94%,$0.35,$0.50
605,Buy,1/13/2023 16:00,BO_Long,$14274.00,$0.00,1,$240.80,0.85%,$242.50,55.43%,,$0.35,$0.50
,Sell,1/18/2023 11:00,% Trailing Stop,$14395.25,,$242.50,$10238.00,,($195.00),100.00%,55.43%,$0.35,$0.50
606,Buy,1/20/2023 15:00,BO_Long,$14266.25,$0.00,1,$610.80,2.15%,$766.00,98.65%,,$0.35,$0.50
,Sell,1/23/2023 15:00,% Trailing Stop,$14572.50,,$612.50,$10848.80,,($10.50),80.23%,78.88%,$0.35,$0.50
607,Buy,1/24/2023 19:00,BO_Long,$14639.25,$0.00,1,($301.70),-1.02%,$7.00,2.12%,,$0.35,$0.50
,Sell,1/24/2023 21:00,PosRiskLX,$14489.25,,($300.00),$10547.10,,($322.50),6.83%,-91.05%,$0.35,$0.50
608,Buy,1/26/2023 09:00,BO_Long,$14659.25,$0.00,1,$244.30,0.84%,$308.00,63.37%,,$0.35,$0.50
,Sell,1/27/2023 11:00,% Trailing Stop,$14782.25,,$246.00,$10791.40,,($178.00),87.24%,50.62%,$0.35,$0.50
609,Buy,1/27/2023 13:00,BO_Long,$14862.25,$0.00,1,($152.70),-0.51%,$224.00,59.73%,,$0.35,$0.50
,Sell,1/30/2023 03:00,Trail_LX,$14786.75,,($151.00),$10638.70,,($151.00),0.00%,-40.27%,$0.35,$0.50
610,Buy,2/1/2023 09:00,BO_Long,$14820.00,$0.00,1,$577.80,1.96%,$579.50,74.58%,,$0.35,$0.50
,Sell,2/1/2023 15:00,% Trailing Stop,$15109.75,,$579.50,$11216.50,,($197.50),100.00%,74.58%,$0.35,$0.50
611,Buy,2/1/2023 16:00,BO_Long,$15086.25,$0.00,1,$296.30,0.99%,$373.00,88.39%,,$0.35,$0.50
,Sell,2/2/2023 05:00,% Trailing Stop,$15235.25,,$298.00,$11512.80,,($49.00),82.23%,70.62%,$0.35,$0.50
612,Buy,2/2/2023 09:00,BO_Long,$15278.00,$0.00,1,$361.80,1.19%,$363.50,88.66%,,$0.35,$0.50
,Sell,2/2/2023 11:00,% Trailing Stop,$15459.75,,$363.50,$11874.60,,($46.50),100.00%,88.66%,$0.35,$0.50
613,Buy,2/2/2023 13:00,BO_Long,$15452.25,$0.00,1,($146.20),-0.47%,$297.50,67.31%,,$0.35,$0.50
,Sell,2/2/2023 15:00,Trail_LX,$15380.00,,($144.50),$11728.40,,($144.50),0.00%,-32.69%,$0.35,$0.50
614,Buy,2/7/2023 16:00,BO_Long,$15438.75,$0.00,1,($251.70),-0.81%,$73.00,22.60%,,$0.35,$0.50
,Sell,2/8/2023 11:00,PosRiskLX,$15313.75,,($250.00),$11476.70,,($250.00),0.00%,-77.40%,$0.35,$0.50
615,Sell Short,2/16/2023 16:00,BO_Short,$15148.25,$0.00,1,$160.80,0.54%,$288.50,96.81%,,$0.35,$0.50
,Buy to Cover,2/17/2023 05:00,Trail_SX,$15067.00,,$162.50,$11637.50,,($9.50),57.72%,54.53%,$0.35,$0.50
616,Sell Short,2/17/2023 07:00,BO_Short,$15023.50,$0.00,1,($101.70),-0.33%,$28.50,22.18%,,$0.35,$0.50
,Buy to Cover,2/17/2023 09:00,Trail_SX,$15073.50,,($100.00),$11535.80,,($100.00),0.00%,-77.82%,$0.35,$0.50
617,Sell Short,2/17/2023 11:00,BO_Short,$14994.75,$0.00,1,($34.70),-0.11%,$126.00,43.98%,,$0.35,$0.50
,Buy to Cover,2/17/2023 13:00,Trail_SX,$15011.25,,($33.00),$11501.10,,($160.50),44.50%,-11.52%,$0.35,$0.50
618,Sell Short,2/23/2023 13:00,BO_Short,$14698.75,$0.00,1,($169.20),-0.57%,$9.00,4.65%,,$0.35,$0.50
,Buy to Cover,2/23/2023 15:00,Trail_SX,$14782.50,,($167.50),$11331.90,,($184.50),8.79%,-86.56%,$0.35,$0.50
619,Sell Short,2/24/2023 11:00,BO_Short,$14640.25,$0.00,1,($35.20),-0.11%,$102.50,53.66%,,$0.35,$0.50
,Buy to Cover,2/24/2023 13:00,Trail_SX,$14657.00,,($33.50),$11296.70,,($88.50),28.80%,-17.54%,$0.35,$0.50
620,Sell Short,2/24/2023 15:00,BO_Short,$14632.25,$0.00,1,($93.20),-0.31%,$44.50,28.62%,,$0.35,$0.50
,Buy to Cover,2/26/2023 19:00,Trail_SX,$14678.00,,($91.50),$11203.50,,($111.00),12.54%,-58.84%,$0.35,$0.50
621,Sell Short,2/28/2023 21:00,BO_Short,$14666.75,$0.00,1,($110.20),-0.37%,$22.50,16.73%,,$0.35,$0.50
,Buy to Cover,2/28/2023 23:00,Trail_SX,$14721.00,,($108.50),$11093.30,,($112.00),2.60%,-80.67%,$0.35,$0.50
622,Sell Short,3/1/2023 15:00,BO_Short,$14643.25,$0.00,1,$119.80,0.41%,$244.00,88.25%,,$0.35,$0.50
,Buy to Cover,3/1/2023 23:00,Trail_SX,$14582.50,,$121.50,$11213.10,,($32.50),55.70%,43.94%,$0.35,$0.50
623,Sell Short,3/2/2023 01:00,BO_Short,$14570.25,$0.00,1,$31.80,0.11%,$145.00,94.46%,,$0.35,$0.50
,Buy to Cover,3/2/2023 05:00,Trail_SX,$14553.50,,$33.50,$11244.90,,($8.50),27.36%,21.82%,$0.35,$0.50
624,Sell Short,3/2/2023 07:00,BO_Short,$14548.00,$0.00,1,($33.70),-0.11%,$87.50,54.35%,,$0.35,$0.50
,Buy to Cover,3/2/2023 11:00,Trail_SX,$14564.00,,($32.00),$11211.20,,($73.50),25.78%,-19.88%,$0.35,$0.50
625,Buy,3/17/2023 03:00,BO_Long,$15278.00,$0.00,1,($251.70),-0.82%,$139.00,35.73%,,$0.35,$0.50
,Sell,3/17/2023 11:00,PosRiskLX,$15153.00,,($250.00),$10959.50,,($250.00),0.00%,-64.27%,$0.35,$0.50
626,Buy,3/21/2023 09:00,BO_Long,$15319.25,$0.00,1,$259.30,0.85%,$326.50,69.99%,,$0.35,$0.50
,Sell,3/22/2023 13:00,% Trailing Stop,$15449.75,,$261.00,$11218.80,,($140.00),85.96%,55.95%,$0.35,$0.50
627,Buy,3/23/2023 13:00,BO_Long,$15525.75,$0.00,1,($251.70),-0.81%,$29.50,10.55%,,$0.35,$0.50
,Sell,3/23/2023 15:00,PosRiskLX,$15400.75,,($250.00),$10967.10,,($250.00),0.00%,-89.45%,$0.35,$0.50
628,Buy,3/29/2023 16:00,BO_Long,$15506.25,$0.00,1,$270.30,0.88%,$340.00,81.93%,,$0.35,$0.50
,Sell,3/31/2023 01:00,% Trailing Stop,$15642.25,,$272.00,$11237.40,,($75.00),83.61%,65.54%,$0.35,$0.50
629,Buy,3/31/2023 11:00,BO_Long,$15679.00,$0.00,1,$240.30,0.77%,$340.00,93.79%,,$0.35,$0.50
,Sell,4/2/2023 19:00,% Trailing Stop,$15800.00,,$242.00,$11477.70,,($22.50),72.97%,66.76%,$0.35,$0.50
630,Buy,4/4/2023 07:00,BO_Long,$15882.00,$0.00,1,($251.70),-0.79%,$6.00,2.34%,,$0.35,$0.50
,Sell,4/4/2023 11:00,PosRiskLX,$15757.00,,($250.00),$11226.00,,($250.00),0.00%,-97.66%,$0.35,$0.50
631,Sell Short,4/12/2023 16:00,BO_Short,$15496.00,$0.00,1,($40.20),-0.12%,$66.50,63.03%,,$0.35,$0.50
,Buy to Cover,4/13/2023 01:00,Trail_SX,$15515.25,,($38.50),$11185.80,,($39.00),0.47%,-36.49%,$0.35,$0.50
632,Buy,4/18/2023 07:00,BO_Long,$15811.00,$0.00,1,($251.70),-0.79%,$50.00,16.67%,,$0.35,$0.50
,Sell,4/18/2023 15:00,PosRiskLX,$15686.00,,($250.00),$10934.10,,($250.00),0.00%,-83.33%,$0.35,$0.50
633,Sell Short,4/25/2023 13:00,BO_Short,$15458.00,$0.00,1,$128.80,0.42%,$239.00,96.37%,,$0.35,$0.50
,Buy to Cover,4/25/2023 16:00,Trail_SX,$15392.75,,$130.50,$11062.90,,($9.00),56.25%,52.62%,$0.35,$0.50
634,Buy,5/5/2023 13:00,BO_Long,$15795.75,$0.00,1,$9.30,0.03%,$219.50,85.24%,,$0.35,$0.50
,Sell,5/9/2023 13:00,BO_LX,$15801.25,,$11.00,$11072.20,,($38.00),19.03%,4.27%,$0.35,$0.50
635,Sell Short,5/9/2023 19:00,BO_Short,$15799.00,$0.00,1,($47.70),-0.15%,$15.50,24.03%,,$0.35,$0.50
,Buy to Cover,5/10/2023 03:00,Trail_SX,$15822.00,,($46.00),$11024.50,,($49.00),4.65%,-71.32%,$0.35,$0.50
636,Sell Short,5/10/2023 05:00,BO_Short,$15763.75,$0.00,1,($22.70),-0.07%,$48.50,54.80%,,$0.35,$0.50
,Buy to Cover,5/10/2023 07:00,Trail_SX,$15774.25,,($21.00),$11001.80,,($40.00),21.47%,-23.73%,$0.35,$0.50
637,Buy,5/10/2023 11:00,BO_Long,$15913.50,$0.00,1,($166.20),-0.52%,$116.00,41.35%,,$0.35,$0.50
,Sell,5/10/2023 13:00,Trail_LX,$15831.25,,($164.50),$10835.60,,($164.50),0.00%,-58.65%,$0.35,$0.50
638,Buy,5/10/2023 16:00,BO_Long,$15948.00,$0.00,1,($113.20),-0.35%,$168.50,60.18%,,$0.35,$0.50
,Sell,5/12/2023 13:00,Trail_LX,$15892.25,,($111.50),$10722.40,,($111.50),0.00%,-39.82%,$0.35,$0.50
639,Buy,5/16/2023 05:00,BO_Long,$16023.75,$0.00,1,$290.80,0.91%,$366.00,75.31%,,$0.35,$0.50
,Sell,5/17/2023 15:00,% Trailing Stop,$16170.00,,$292.50,$11013.20,,($120.00),84.88%,60.19%,$0.35,$0.50
640,Buy,5/18/2023 09:00,BO_Long,$16216.75,$0.00,1,$280.30,0.87%,$352.50,78.86%,,$0.35,$0.50
,Sell,5/18/2023 13:00,% Trailing Stop,$16357.75,,$282.00,$11293.50,,($94.50),84.23%,63.09%,$0.35,$0.50
641,Buy,5/18/2023 16:00,BO_Long,$16427.25,$0.00,1,($120.70),-0.36%,$141.50,54.32%,,$0.35,$0.50
,Sell,5/19/2023 11:00,Trail_LX,$16367.75,,($119.00),$11172.80,,($119.00),0.00%,-45.68%,$0.35,$0.50
642,Buy,5/22/2023 21:00,BO_Long,$16480.50,$0.00,1,($188.70),-0.57%,$68.50,26.81%,,$0.35,$0.50
,Sell,5/23/2023 07:00,Trail_LX,$16387.00,,($187.00),$10984.10,,($187.00),0.00%,-73.19%,$0.35,$0.50
643,Buy,5/25/2023 09:00,BO_Long,$16468.50,$0.00,1,$1020.30,3.10%,$1278.00,88.90%,,$0.35,$0.50
,Sell,5/30/2023 09:00,% Trailing Stop,$16979.50,,$1022.00,$12004.40,,($159.50),82.19%,71.10%,$0.35,$0.50
644,Buy,6/1/2023 15:00,BO_Long,$17024.50,$0.00,1,$261.80,0.77%,$281.50,71.90%,,$0.35,$0.50
,Sell,6/5/2023 09:00,% Trailing Stop,$17156.25,,$263.50,$12266.20,,($110.00),95.40%,67.31%,$0.35,$0.50
645,Buy,6/5/2023 11:00,BO_Long,$17135.25,$0.00,1,($133.20),-0.38%,$195.00,59.72%,,$0.35,$0.50
,Sell,6/6/2023 09:00,Trail_LX,$17069.50,,($131.50),$12133.00,,($131.50),0.00%,-40.28%,$0.35,$0.50
646,Buy,6/9/2023 11:00,BO_Long,$17192.25,$0.00,1,($251.70),-0.73%,$66.50,21.01%,,$0.35,$0.50
,Sell,6/9/2023 13:00,PosRiskLX,$17067.25,,($250.00),$11881.30,,($250.00),0.00%,-78.99%,$0.35,$0.50
647,Buy,6/12/2023 13:00,BO_Long,$17209.25,$0.00,1,$370.80,1.08%,$466.00,92.00%,,$0.35,$0.50
,Sell,6/13/2023 07:00,% Trailing Stop,$17395.50,,$372.50,$12252.10,,($40.50),81.54%,73.54%,$0.35,$0.50
648,Buy,6/14/2023 05:00,BO_Long,$17498.50,$0.00,1,($191.20),-0.54%,$150.50,44.26%,,$0.35,$0.50
,Sell,6/14/2023 15:00,Trail_LX,$17403.75,,($189.50),$12060.90,,($189.50),0.00%,-55.74%,$0.35,$0.50
649,Buy,6/14/2023 19:00,BO_Long,$17584.00,$0.00,1,($251.70),-0.71%,$6.00,2.34%,,$0.35,$0.50
,Sell,6/15/2023 05:00,PosRiskLX,$17459.00,,($250.00),$11809.20,,($250.00),0.00%,-97.66%,$0.35,$0.50
650,Buy,6/15/2023 13:00,BO_Long,$17664.25,$0.00,1,$268.80,0.77%,$270.50,75.03%,,$0.35,$0.50
,Sell,6/16/2023 09:00,% Trailing Stop,$17799.50,,$270.50,$12078.00,,($90.00),100.00%,75.03%,$0.35,$0.50
651,Sell Short,6/26/2023 13:00,BO_Short,$17371.50,$0.00,1,$254.30,0.74%,$270.00,99.08%,,$0.35,$0.50
,Buy to Cover,6/26/2023 15:00,% Trailing Stop,$17243.50,,$256.00,$12332.30,,($2.50),94.86%,93.94%,$0.35,$0.50
652,Sell Short,6/26/2023 16:00,BO_Short,$17216.25,$0.00,1,($94.70),-0.27%,$0.50,0.52%,,$0.35,$0.50
,Buy to Cover,6/27/2023 03:00,BO_SX,$17262.75,,($93.00),$12237.60,,($96.50),3.61%,-95.88%,$0.35,$0.50
653,Buy,7/3/2023 05:00,BO_Long,$17719.75,$0.00,1,($148.20),-0.41%,$60.50,29.23%,,$0.35,$0.50
,Sell,7/5/2023 03:00,Stop_LX,$17646.50,,($146.50),$12089.40,,($146.50),0.00%,-70.77%,$0.35,$0.50
654,Buy,7/13/2023 16:00,BO_Long,$18064.00,$0.00,1,$240.30,0.67%,$242.00,82.88%,,$0.35,$0.50
,Sell,7/14/2023 11:00,% Trailing Stop,$18185.00,,$242.00,$12329.70,,($50.00),100.00%,82.88%,$0.35,$0.50
655,Buy,7/14/2023 13:00,BO_Long,$18174.50,$0.00,1,($251.70),-0.69%,$3.50,1.38%,,$0.35,$0.50
,Sell,7/14/2023 15:00,PosRiskLX,$18049.50,,($250.00),$12078.00,,($250.00),0.00%,-98.62%,$0.35,$0.50
656,Buy,7/17/2023 15:00,BO_Long,$18177.75,$0.00,1,$334.30,0.92%,$336.00,66.08%,,$0.35,$0.50
,Sell,7/18/2023 15:00,% Trailing Stop,$18345.75,,$336.00,$12412.30,,($172.50),100.00%,66.08%,$0.35,$0.50
657,Buy,7/18/2023 16:00,BO_Long,$18330.50,$0.00,1,($144.70),-0.39%,$180.00,55.73%,,$0.35,$0.50
,Sell,7/19/2023 19:00,Trail_LX,$18259.00,,($143.00),$12267.60,,($143.00),0.00%,-44.27%,$0.35,$0.50
658,Sell Short,7/26/2023 15:00,BO_Short,$17914.75,$0.00,1,($114.70),-0.32%,$75.00,22.73%,,$0.35,$0.50
,Buy to Cover,7/26/2023 16:00,Trail_SX,$17971.25,,($113.00),$12152.90,,($255.00),43.03%,-34.24%,$0.35,$0.50
659,Sell Short,8/8/2023 11:00,BO_Short,$17651.25,$0.00,1,$12.30,0.04%,$154.00,84.15%,,$0.35,$0.50
,Buy to Cover,8/8/2023 13:00,Trail_SX,$17644.25,,$14.00,$12165.20,,($29.00),23.50%,7.65%,$0.35,$0.50
660,Sell Short,8/9/2023 13:00,BO_Short,$17525.25,$0.00,1,($164.20),-0.46%,$8.50,4.23%,,$0.35,$0.50
,Buy to Cover,8/9/2023 15:00,Trail_SX,$17606.50,,($162.50),$12001.00,,($192.50),14.93%,-80.85%,$0.35,$0.50
661,Sell Short,8/10/2023 15:00,BO_Short,$17503.50,$0.00,1,($142.70),-0.40%,$8.00,3.74%,,$0.35,$0.50
,Buy to Cover,8/10/2023 16:00,Trail_SX,$17574.00,,($141.00),$11858.30,,($206.00),30.37%,-65.89%,$0.35,$0.50
662,Sell Short,8/11/2023 11:00,BO_Short,$17433.50,$0.00,1,($73.20),-0.21%,$76.50,27.92%,,$0.35,$0.50
,Buy to Cover,8/11/2023 13:00,Trail_SX,$17469.25,,($71.50),$11785.10,,($197.50),45.99%,-26.09%,$0.35,$0.50
663,Sell Short,8/14/2023 01:00,BO_Short,$17408.75,$0.00,1,($123.70),-0.35%,$14.00,10.29%,,$0.35,$0.50
,Buy to Cover,8/14/2023 03:00,Trail_SX,$17469.75,,($122.00),$11661.40,,($122.00),0.00%,-89.71%,$0.35,$0.50
664,Sell Short,8/16/2023 11:00,BO_Short,$17459.50,$0.00,1,$90.80,0.26%,$228.50,72.66%,,$0.35,$0.50
,Buy to Cover,8/16/2023 15:00,Trail_SX,$17413.25,,$92.50,$11752.20,,($86.00),56.76%,29.41%,$0.35,$0.50
665,Sell Short,8/16/2023 16:00,BO_Short,$17297.25,$0.00,1,($18.20),-0.05%,$103.50,77.24%,,$0.35,$0.50
,Buy to Cover,8/17/2023 01:00,Trail_SX,$17305.50,,($16.50),$11734.00,,($30.50),10.45%,-12.31%,$0.35,$0.50
666,Sell Short,8/17/2023 13:00,BO_Short,$17263.75,$0.00,1,$278.80,0.81%,$351.00,77.14%,,$0.35,$0.50
,Buy to Cover,8/17/2023 21:00,% Trailing Stop,$17123.50,,$280.50,$12012.80,,($104.00),84.51%,61.65%,$0.35,$0.50
667,Sell Short,8/18/2023 07:00,BO_Short,$17089.50,$0.00,1,$98.80,0.29%,$244.50,91.06%,,$0.35,$0.50
,Buy to Cover,8/18/2023 11:00,Trail_SX,$17039.25,,$100.50,$12111.60,,($24.00),46.37%,37.43%,$0.35,$0.50
668,Sell Short,8/24/2023 13:00,BO_Short,$17310.50,$0.00,1,$265.30,0.77%,$271.50,60.94%,,$0.35,$0.50
,Buy to Cover,8/25/2023 03:00,% Trailing Stop,$17177.00,,$267.00,$12376.90,,($174.00),98.99%,59.93%,$0.35,$0.50
669,Sell Short,8/25/2023 13:00,BO_Short,$17163.75,$0.00,1,($171.70),-0.50%,$7.00,3.29%,,$0.35,$0.50
,Buy to Cover,8/25/2023 15:00,Trail_SX,$17248.75,,($170.00),$12205.20,,($205.50),16.71%,-80.00%,$0.35,$0.50
670,Buy,8/28/2023 16:00,BO_Long,$17449.00,$0.00,1,$601.80,1.73%,$754.50,90.20%,,$0.35,$0.50
,Sell,8/30/2023 03:00,% Trailing Stop,$17750.75,,$603.50,$12807.00,,($82.00),81.95%,72.15%,$0.35,$0.50
671,Buy,8/30/2023 11:00,BO_Long,$17823.00,$0.00,1,$312.30,0.88%,$314.00,63.37%,,$0.35,$0.50
,Sell,9/1/2023 09:00,% Trailing Stop,$17980.00,,$314.00,$13119.30,,($181.50),100.00%,63.37%,$0.35,$0.50
672,Sell Short,9/12/2023 16:00,BO_Short,$17659.50,$0.00,1,($43.70),-0.12%,$61.50,59.42%,,$0.35,$0.50
,Buy to Cover,9/13/2023 03:00,Trail_SX,$17680.50,,($42.00),$13075.60,,($42.00),0.00%,-40.58%,$0.35,$0.50
673,Buy,9/15/2023 01:00,BO_Long,$17871.75,$0.00,1,($251.70),-0.70%,$19.50,7.24%,,$0.35,$0.50
,Sell,9/15/2023 09:00,PosRiskLX,$17746.75,,($250.00),$12823.90,,($250.00),0.00%,-92.76%,$0.35,$0.50
674,Sell Short,9/15/2023 11:00,BO_Short,$17674.50,$0.00,1,$247.80,0.71%,$294.50,88.31%,,$0.35,$0.50
,Buy to Cover,9/15/2023 15:00,% Trailing Stop,$17549.75,,$249.50,$13071.70,,($39.00),86.51%,74.81%,$0.35,$0.50
675,Sell Short,9/15/2023 16:00,BO_Short,$17552.75,$0.00,1,($51.70),-0.14%,$24.00,24.24%,,$0.35,$0.50
,Buy to Cover,9/18/2023 05:00,BO_SX,$17577.75,,($50.00),$13020.00,,($75.00),25.25%,-50.51%,$0.35,$0.50
676,Sell Short,9/20/2023 16:00,BO_Short,$17314.25,$0.00,1,$91.80,0.27%,$189.50,94.51%,,$0.35,$0.50
,Buy to Cover,9/21/2023 05:00,Trail_SX,$17267.50,,$93.50,$13111.80,,($11.00),52.12%,46.63%,$0.35,$0.50
677,Sell Short,9/21/2023 07:00,BO_Short,$17204.25,$0.00,1,$117.30,0.35%,$247.00,98.41%,,$0.35,$0.50
,Buy to Cover,9/21/2023 11:00,Trail_SX,$17144.75,,$119.00,$13229.10,,($4.00),49.00%,47.41%,$0.35,$0.50
678,Sell Short,9/21/2023 16:00,BO_Short,$17023.50,$0.00,1,($66.20),-0.19%,$52.00,44.64%,,$0.35,$0.50
,Buy to Cover,9/21/2023 23:00,Trail_SX,$17055.75,,($64.50),$13162.90,,($64.50),0.00%,-55.36%,$0.35,$0.50
679,Sell Short,9/25/2023 09:00,BO_Short,$16983.25,$0.00,1,($111.20),-0.32%,$78.00,34.21%,,$0.35,$0.50
,Buy to Cover,9/25/2023 11:00,Trail_SX,$17038.00,,($109.50),$13051.70,,($150.00),17.76%,-48.03%,$0.35,$0.50
680,Sell Short,9/26/2023 11:00,BO_Short,$16931.75,$0.00,1,$71.30,0.22%,$207.50,74.37%,,$0.35,$0.50
,Buy to Cover,9/26/2023 16:00,Trail_SX,$16895.25,,$73.00,$13123.00,,($71.50),51.79%,26.16%,$0.35,$0.50
681,Sell Short,9/27/2023 13:00,BO_Short,$16845.00,$0.00,1,$65.80,0.20%,$192.00,98.21%,,$0.35,$0.50
,Buy to Cover,9/27/2023 15:00,Trail_SX,$16811.25,,$67.50,$13188.80,,($3.50),36.32%,34.53%,$0.35,$0.50
682,Sell Short,10/3/2023 13:00,BO_Short,$16891.00,$0.00,1,$130.80,0.39%,$280.00,71.52%,,$0.35,$0.50
,Buy to Cover,10/4/2023 05:00,Trail_SX,$16824.75,,$132.50,$13319.60,,($111.50),62.32%,33.84%,$0.35,$0.50
683,Buy,10/6/2023 13:00,BO_Long,$17209.50,$0.00,1,$262.30,0.77%,$330.00,62.62%,,$0.35,$0.50
,Sell,10/9/2023 15:00,% Trailing Stop,$17341.50,,$264.00,$13581.90,,($197.00),87.48%,50.09%,$0.35,$0.50
684,Buy,10/9/2023 19:00,BO_Long,$17360.75,$0.00,1,$293.30,0.85%,$369.00,87.65%,,$0.35,$0.50
,Sell,10/10/2023 13:00,% Trailing Stop,$17508.25,,$295.00,$13875.20,,($52.00),82.42%,70.07%,$0.35,$0.50
685,Buy,10/11/2023 16:00,BO_Long,$17538.50,$0.00,1,($192.70),-0.54%,$185.50,48.12%,,$0.35,$0.50
,Sell,10/12/2023 15:00,BO_LX,$17443.00,,($191.00),$13682.50,,($200.00),2.33%,-49.55%,$0.35,$0.50
686,Sell Short,10/19/2023 05:00,BO_Short,$17136.50,$0.00,1,($137.20),-0.40%,$9.00,6.08%,,$0.35,$0.50
,Buy to Cover,10/19/2023 07:00,BO_SX,$17204.25,,($135.50),$13545.30,,($139.00),2.36%,-91.55%,$0.35,$0.50
687,Sell Short,10/19/2023 16:00,BO_Short,$17047.50,$0.00,1,$42.30,0.13%,$179.00,96.76%,,$0.35,$0.50
,Buy to Cover,10/20/2023 05:00,Trail_SX,$17025.50,,$44.00,$13587.60,,($6.00),27.03%,23.78%,$0.35,$0.50
688,Sell Short,10/20/2023 13:00,BO_Short,$16887.00,$0.00,1,($104.70),-0.30%,$76.50,32.83%,,$0.35,$0.50
,Buy to Cover,10/20/2023 15:00,Trail_SX,$16938.50,,($103.00),$13482.90,,($156.50),22.96%,-44.21%,$0.35,$0.50
689,Sell Short,10/20/2023 16:00,BO_Short,$16823.75,$0.00,1,$132.30,0.40%,$283.00,72.47%,,$0.35,$0.50
,Buy to Cover,10/23/2023 07:00,Trail_SX,$16756.75,,$134.00,$13615.20,,($107.50),61.84%,34.31%,$0.35,$0.50
