

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

1,Buy,1/12/2018 05:00,BO_Long,$9771.00,$0.00,2,$239.60,0.62%,$416.00,72.98%,,$0.70,$1.00
,Sell,1/16/2018 11:00,Trail_LX,$9831.75,,$243.00,$239.60,,($154.00),69.65%,42.63%,$0.70,$1.00
2,Buy,1/19/2018 07:00,BO_Long,$9875.25,$0.00,2,$502.60,1.28%,$633.00,81.78%,,$0.70,$1.00
,Sell,1/24/2018 11:00,% Trailing Stop,$10001.75,,$506.00,$742.20,,($141.00),83.59%,65.37%,$0.70,$1.00
3,Buy,1/26/2018 15:00,BO_Long,$10026.25,$0.00,2,($45.40),-0.10%,$201.00,82.72%,,$0.70,$1.00
,Sell,1/29/2018 11:00,Trail_LX,$10015.75,,($42.00),$696.80,,($42.00),0.00%,-17.28%,$0.70,$1.00
4,Sell Short,2/5/2018 09:00,BO_Short,$9734.75,$0.00,2,($166.40),-0.42%,$92.00,36.08%,,$0.70,$1.00
,Buy to Cover,2/5/2018 11:00,Trail_SX,$9775.50,,($163.00),$530.40,,($163.00),0.00%,-63.92%,$0.70,$1.00
5,Sell Short,2/5/2018 16:00,BO_Short,$9528.50,$0.00,2,$101.60,0.28%,$446.00,98.45%,,$0.70,$1.00
,Buy to Cover,2/5/2018 19:00,Trail_SX,$9502.25,,$105.00,$632.00,,($7.00),24.72%,23.18%,$0.70,$1.00
6,Sell Short,2/5/2018 21:00,BO_Short,$9469.75,$0.00,2,$509.60,1.35%,$513.00,87.69%,,$0.70,$1.00
,Buy to Cover,2/5/2018 21:00,% Trailing Stop,$9341.50,,$513.00,$1141.60,,($72.00),100.00%,87.69%,$0.70,$1.00
7,Sell Short,2/5/2018 23:00,BO_Short,$9365.25,$0.00,2,$63.60,0.18%,$303.00,76.52%,,$0.70,$1.00
,Buy to Cover,2/6/2018 01:00,Trail_SX,$9348.50,,$67.00,$1205.20,,($93.00),40.40%,16.92%,$0.70,$1.00
8,Sell Short,2/8/2018 13:00,BO_Short,$9525.75,$0.00,2,$69.60,0.19%,$436.00,88.80%,,$0.70,$1.00
,Buy to Cover,2/8/2018 15:00,Trail_SX,$9507.50,,$73.00,$1274.80,,($55.00),26.07%,14.87%,$0.70,$1.00
9,Sell Short,2/8/2018 16:00,BO_Short,$9332.00,$0.00,2,($236.40),-0.62%,$57.00,18.57%,,$0.70,$1.00
,Buy to Cover,2/8/2018 23:00,Trail_SX,$9390.25,,($233.00),$1038.40,,($250.00),5.54%,-75.90%,$0.70,$1.00
10,Sell Short,2/9/2018 13:00,BO_Short,$9311.75,$0.00,2,$134.60,0.37%,$474.00,91.86%,,$0.70,$1.00
,Buy to Cover,2/9/2018 15:00,Trail_SX,$9277.25,,$138.00,$1173.00,,($42.00),34.88%,26.74%,$0.70,$1.00
11,Buy,2/15/2018 11:00,BO_Long,$9782.25,$0.00,2,$47.60,0.13%,$427.00,56.18%,,$0.70,$1.00
,Sell,2/20/2018 05:00,BO_LX,$9795.00,,$51.00,$1220.60,,($333.00),50.53%,6.71%,$0.70,$1.00
12,Buy,2/20/2018 15:00,BO_Long,$9868.00,$0.00,2,($309.40),-0.78%,$187.00,34.63%,,$0.70,$1.00
,Sell,2/21/2018 16:00,Trail_LX,$9791.50,,($306.00),$911.20,,($353.00),8.70%,-56.67%,$0.70,$1.00
13,Buy,2/23/2018 15:00,BO_Long,$9877.75,$0.00,2,$509.60,1.30%,$642.00,95.68%,,$0.70,$1.00
,Sell,2/27/2018 09:00,% Trailing Stop,$10006.00,,$513.00,$1420.80,,($29.00),80.77%,76.45%,$0.70,$1.00
14,Buy,3/8/2018 19:00,BO_Long,$10003.50,$0.00,2,$564.60,1.42%,$710.00,93.79%,,$0.70,$1.00
,Sell,3/12/2018 11:00,% Trailing Stop,$10145.50,,$568.00,$1985.40,,($47.00),81.24%,75.03%,$0.70,$1.00
15,Buy,3/13/2018 09:00,BO_Long,$10178.50,$0.00,2,($238.40),-0.58%,$160.00,40.51%,,$0.70,$1.00
,Sell,3/13/2018 11:00,Trail_LX,$10119.75,,($235.00),$1747.00,,($235.00),0.00%,-59.49%,$0.70,$1.00
16,Sell Short,3/21/2018 16:00,BO_Short,$9875.00,$0.00,2,($95.40),-0.23%,$5.00,5.15%,,$0.70,$1.00
,Buy to Cover,3/21/2018 21:00,Trail_SX,$9898.00,,($92.00),$1651.60,,($92.00),0.00%,-94.85%,$0.70,$1.00
17,Sell Short,3/22/2018 05:00,BO_Short,$9824.75,$0.00,2,$95.60,0.25%,$221.00,71.99%,,$0.70,$1.00
,Buy to Cover,3/22/2018 11:00,Trail_SX,$9800.00,,$99.00,$1747.20,,($86.00),60.26%,32.25%,$0.70,$1.00
18,Sell Short,3/22/2018 13:00,BO_Short,$9736.75,$0.00,2,($253.40),-0.64%,$45.00,13.04%,,$0.70,$1.00
,Buy to Cover,3/22/2018 15:00,Trail_SX,$9799.25,,($250.00),$1493.80,,($300.00),14.49%,-72.46%,$0.70,$1.00
19,Sell Short,3/22/2018 16:00,BO_Short,$9702.25,$0.00,2,$254.60,0.66%,$416.00,90.24%,,$0.70,$1.00
,Buy to Cover,3/23/2018 01:00,Trail_SX,$9637.75,,$258.00,$1748.40,,($45.00),65.73%,55.97%,$0.70,$1.00
20,Sell Short,3/23/2018 03:00,BO_Short,$9620.75,$0.00,2,($210.40),-0.54%,$39.00,15.06%,,$0.70,$1.00
,Buy to Cover,3/23/2018 05:00,Trail_SX,$9672.50,,($207.00),$1538.00,,($220.00),5.02%,-79.92%,$0.70,$1.00
21,Sell Short,3/23/2018 16:00,BO_Short,$9524.25,$0.00,2,($181.40),-0.47%,$5.00,2.73%,,$0.70,$1.00
,Buy to Cover,3/25/2018 19:00,Trail_SX,$9568.75,,($178.00),$1356.60,,($178.00),0.00%,-97.27%,$0.70,$1.00
22,Sell Short,3/27/2018 16:00,BO_Short,$9547.50,$0.00,2,($58.40),-0.14%,$167.00,51.86%,,$0.70,$1.00
,Buy to Cover,3/28/2018 03:00,Trail_SX,$9561.25,,($55.00),$1298.20,,($155.00),31.06%,-17.08%,$0.70,$1.00
23,Sell Short,3/28/2018 05:00,BO_Short,$9499.00,$0.00,2,($168.40),-0.43%,$39.00,19.12%,,$0.70,$1.00
,Buy to Cover,3/28/2018 07:00,Trail_SX,$9540.25,,($165.00),$1129.80,,($165.00),0.00%,-80.88%,$0.70,$1.00
24,Sell Short,3/28/2018 13:00,BO_Short,$9493.00,$0.00,2,($159.40),-0.41%,$92.00,21.20%,,$0.70,$1.00
,Buy to Cover,3/28/2018 15:00,Trail_SX,$9532.00,,($156.00),$970.40,,($342.00),42.86%,-35.94%,$0.70,$1.00
25,Sell Short,3/28/2018 16:00,BO_Short,$9474.50,$0.00,2,($114.40),-0.29%,$15.00,9.04%,,$0.70,$1.00
,Buy to Cover,3/29/2018 03:00,BO_SX,$9502.25,,($111.00),$856.00,,($151.00),24.10%,-66.87%,$0.70,$1.00
26,Sell Short,3/29/2018 11:00,BO_Short,$9461.50,$0.00,2,($375.40),-0.98%,$28.00,5.53%,,$0.70,$1.00
,Buy to Cover,3/29/2018 13:00,BO_SX,$9554.50,,($372.00),$480.60,,($478.00),20.95%,-73.52%,$0.70,$1.00
27,Sell Short,4/2/2018 13:00,BO_Short,$9395.75,$0.00,2,($74.40),-0.19%,$261.00,57.24%,,$0.70,$1.00
,Buy to Cover,4/2/2018 15:00,Trail_SX,$9413.50,,($71.00),$406.20,,($195.00),27.19%,-15.57%,$0.70,$1.00
28,Sell Short,4/4/2018 07:00,BO_Short,$9339.00,$0.00,2,($173.40),-0.46%,$8.00,4.49%,,$0.70,$1.00
,Buy to Cover,4/4/2018 09:00,Trail_SX,$9381.50,,($170.00),$232.80,,($170.00),0.00%,-95.51%,$0.70,$1.00
29,Sell Short,4/6/2018 09:00,BO_Short,$9523.75,$0.00,2,($265.40),-0.69%,$7.00,2.15%,,$0.70,$1.00
,Buy to Cover,4/6/2018 11:00,BO_SX,$9589.25,,($262.00),($32.60),,($318.00),17.23%,-80.62%,$0.70,$1.00
30,Sell Short,4/6/2018 15:00,BO_Short,$9471.25,$0.00,2,$13.60,0.04%,$235.00,83.93%,,$0.70,$1.00
,Buy to Cover,4/8/2018 19:00,Trail_SX,$9467.00,,$17.00,($19.00),,($45.00),22.14%,6.07%,$0.70,$1.00
31,Buy,4/10/2018 15:00,BO_Long,$9615.00,$0.00,2,$787.60,2.06%,$989.00,80.41%,,$0.70,$1.00
,Sell,4/18/2018 11:00,% Trailing Stop,$9812.75,,$791.00,$768.60,,($241.00),83.90%,64.31%,$0.70,$1.00
32,Buy,4/18/2018 21:00,BO_Long,$9866.75,$0.00,2,($210.40),-0.52%,$14.00,4.44%,,$0.70,$1.00
,Sell,4/19/2018 11:00,BO_LX,$9815.00,,($207.00),$558.20,,($301.00),29.84%,-65.71%,$0.70,$1.00
33,Sell Short,4/30/2018 13:00,BO_Short,$9639.25,$0.00,2,($10.40),-0.02%,$159.00,94.64%,,$0.70,$1.00
,Buy to Cover,4/30/2018 15:00,Trail_SX,$9641.00,,($7.00),$547.80,,($9.00),1.19%,-4.17%,$0.70,$1.00
34,Sell Short,4/30/2018 16:00,BO_Short,$9614.50,$0.00,2,($71.40),-0.18%,$55.00,44.72%,,$0.70,$1.00
,Buy to Cover,5/1/2018 01:00,Trail_SX,$9631.50,,($68.00),$476.40,,($68.00),0.00%,-55.28%,$0.70,$1.00
35,Sell Short,5/1/2018 07:00,BO_Short,$9606.75,$0.00,2,($69.40),-0.17%,$39.00,36.79%,,$0.70,$1.00
,Buy to Cover,5/1/2018 09:00,Trail_SX,$9623.25,,($66.00),$407.00,,($67.00),0.94%,-62.26%,$0.70,$1.00
36,Sell Short,5/1/2018 13:00,BO_Short,$9601.25,$0.00,2,($164.40),-0.42%,$27.00,14.29%,,$0.70,$1.00
,Buy to Cover,5/1/2018 15:00,BO_SX,$9641.50,,($161.00),$242.60,,($162.00),0.53%,-85.19%,$0.70,$1.00
37,Buy,5/1/2018 21:00,BO_Long,$9726.00,$0.00,2,($381.40),-0.97%,$30.00,7.35%,,$0.70,$1.00
,Sell,5/2/2018 16:00,Trail_LX,$9631.50,,($378.00),($138.80),,($378.00),0.00%,-92.65%,$0.70,$1.00
38,Buy,5/4/2018 13:00,BO_Long,$9750.75,$0.00,2,$740.60,1.91%,$931.00,97.79%,,$0.70,$1.00
,Sell,5/11/2018 15:00,% Trailing Stop,$9936.75,,$744.00,$601.80,,($21.00),80.36%,78.15%,$0.70,$1.00
39,Buy,5/13/2018 21:00,BO_Long,$9986.75,$0.00,2,($153.40),-0.38%,$123.00,42.71%,,$0.70,$1.00
,Sell,5/15/2018 09:00,BO_LX,$9949.25,,($150.00),$448.40,,($165.00),5.21%,-52.08%,$0.70,$1.00
40,Sell Short,5/22/2018 16:00,BO_Short,$9906.50,$0.00,2,$207.60,0.53%,$291.00,87.13%,,$0.70,$1.00
,Buy to Cover,5/23/2018 09:00,Trail_SX,$9853.75,,$211.00,$656.00,,($43.00),76.05%,63.17%,$0.70,$1.00
41,Buy,5/24/2018 23:00,BO_Long,$9995.25,$0.00,2,($203.40),-0.50%,$63.00,23.95%,,$0.70,$1.00
,Sell,5/29/2018 03:00,Trail_LX,$9945.25,,($200.00),$452.60,,($200.00),0.00%,-76.05%,$0.70,$1.00
42,Buy,5/31/2018 01:00,BO_Long,$9991.75,$0.00,2,$625.60,1.57%,$787.00,86.96%,,$0.70,$1.00
,Sell,6/5/2018 11:00,% Trailing Stop,$10149.00,,$629.00,$1078.20,,($118.00),82.54%,69.50%,$0.70,$1.00
43,Buy,6/5/2018 19:00,BO_Long,$10185.75,$0.00,2,($37.40),-0.08%,$209.00,56.95%,,$0.70,$1.00
,Sell,6/7/2018 11:00,Trail_LX,$10177.25,,($34.00),$1040.80,,($158.00),33.79%,-9.26%,$0.70,$1.00
44,Buy,6/11/2018 15:00,BO_Long,$10185.75,$0.00,2,$96.60,0.25%,$337.00,77.29%,,$0.70,$1.00
,Sell,6/13/2018 15:00,Trail_LX,$10210.75,,$100.00,$1137.40,,($99.00),45.64%,22.94%,$0.70,$1.00
45,Buy,6/14/2018 13:00,BO_Long,$10283.50,$0.00,2,($170.40),-0.41%,$70.00,29.54%,,$0.70,$1.00
,Sell,6/15/2018 09:00,Trail_LX,$10241.75,,($167.00),$967.00,,($167.00),0.00%,-70.46%,$0.70,$1.00
46,Buy,6/20/2018 07:00,BO_Long,$10256.50,$0.00,2,$54.60,0.14%,$328.00,88.17%,,$0.70,$1.00
,Sell,6/21/2018 05:00,Trail_LX,$10271.00,,$58.00,$1021.60,,($44.00),27.42%,15.59%,$0.70,$1.00
47,Sell Short,6/25/2018 05:00,BO_Short,$10157.25,$0.00,2,$31.60,0.09%,$139.00,87.42%,,$0.70,$1.00
,Buy to Cover,6/25/2018 09:00,Trail_SX,$10148.50,,$35.00,$1053.20,,($20.00),34.59%,22.01%,$0.70,$1.00
48,Sell Short,6/25/2018 11:00,BO_Short,$10098.00,$0.00,2,$312.60,0.78%,$490.00,91.59%,,$0.70,$1.00
,Buy to Cover,6/25/2018 15:00,Trail_SX,$10019.00,,$316.00,$1365.80,,($45.00),67.48%,59.07%,$0.70,$1.00
49,Sell Short,6/27/2018 05:00,BO_Short,$10010.50,$0.00,2,($109.40),-0.26%,$69.00,38.55%,,$0.70,$1.00
,Buy to Cover,6/27/2018 07:00,Trail_SX,$10037.00,,($106.00),$1256.40,,($110.00),2.23%,-59.22%,$0.70,$1.00
50,Sell Short,6/27/2018 16:00,BO_Short,$9969.25,$0.00,2,($124.40),-0.30%,$4.00,3.20%,,$0.70,$1.00
,Buy to Cover,6/27/2018 23:00,Trail_SX,$9999.50,,($121.00),$1132.00,,($121.00),0.00%,-96.80%,$0.70,$1.00
51,Sell Short,7/2/2018 05:00,BO_Short,$9984.50,$0.00,2,($92.40),-0.22%,$4.00,4.30%,,$0.70,$1.00
,Buy to Cover,7/2/2018 09:00,Trail_SX,$10006.75,,($89.00),$1039.60,,($89.00),0.00%,-95.70%,$0.70,$1.00
52,Buy,7/6/2018 03:00,BO_Long,$10133.25,$0.00,2,$579.60,1.44%,$729.00,78.98%,,$0.70,$1.00
,Sell,7/10/2018 09:00,% Trailing Stop,$10279.00,,$583.00,$1619.20,,($194.00),84.18%,63.16%,$0.70,$1.00
53,Buy,7/12/2018 11:00,BO_Long,$10297.25,$0.00,2,$123.60,0.31%,$388.00,99.74%,,$0.70,$1.00
,Sell,7/16/2018 16:00,Trail_LX,$10329.00,,$127.00,$1742.80,,($1.00),32.90%,32.65%,$0.70,$1.00
54,Buy,7/17/2018 15:00,BO_Long,$10399.25,$0.00,2,($121.40),-0.28%,$74.00,32.89%,,$0.70,$1.00
,Sell,7/19/2018 05:00,BO_LX,$10369.75,,($118.00),$1621.40,,($151.00),14.67%,-52.44%,$0.70,$1.00
55,Buy,7/23/2018 19:00,BO_Long,$10400.25,$0.00,2,$6.60,0.02%,$278.00,95.21%,,$0.70,$1.00
,Sell,7/24/2018 11:00,Trail_LX,$10402.75,,$10.00,$1628.00,,($14.00),8.22%,3.42%,$0.70,$1.00
56,Buy,7/25/2018 15:00,BO_Long,$10454.00,$0.00,2,($250.40),-0.59%,$224.00,47.56%,,$0.70,$1.00
,Sell,7/25/2018 19:00,Trail_LX,$10392.25,,($247.00),$1377.60,,($247.00),0.00%,-52.44%,$0.70,$1.00
57,Sell Short,7/27/2018 13:00,BO_Short,$10345.00,$0.00,2,$184.60,0.45%,$406.00,99.02%,,$0.70,$1.00
,Buy to Cover,7/27/2018 15:00,Trail_SX,$10298.00,,$188.00,$1562.20,,($4.00),46.83%,45.85%,$0.70,$1.00
58,Sell Short,7/31/2018 01:00,BO_Short,$10178.75,$0.00,2,($78.40),-0.18%,$3.00,3.57%,,$0.70,$1.00
,Buy to Cover,7/31/2018 03:00,BO_SX,$10197.50,,($75.00),$1483.80,,($81.00),7.14%,-89.29%,$0.70,$1.00
59,Sell Short,8/2/2018 05:00,BO_Short,$10222.25,$0.00,2,($6.40),-0.01%,$112.00,81.75%,,$0.70,$1.00
,Buy to Cover,8/2/2018 09:00,Trail_SX,$10223.00,,($3.00),$1477.40,,($25.00),16.06%,-2.19%,$0.70,$1.00
60,Buy,8/7/2018 01:00,BO_Long,$10436.75,$0.00,2,$15.60,0.05%,$195.00,77.38%,,$0.70,$1.00
,Sell,8/10/2018 01:00,BO_LX,$10441.50,,$19.00,$1493.00,,($57.00),30.16%,7.54%,$0.70,$1.00
61,Buy,8/14/2018 05:00,BO_Long,$10443.75,$0.00,2,($247.40),-0.58%,$2.00,0.81%,,$0.70,$1.00
,Sell,8/14/2018 11:00,Trail_LX,$10382.75,,($244.00),$1245.60,,($244.00),0.00%,-99.19%,$0.70,$1.00
62,Sell Short,8/17/2018 11:00,BO_Short,$10337.00,$0.00,2,($71.40),-0.16%,$141.00,64.09%,,$0.70,$1.00
,Buy to Cover,8/17/2018 13:00,Trail_SX,$10354.00,,($68.00),$1174.20,,($79.00),5.00%,-30.91%,$0.70,$1.00
63,Sell Short,8/21/2018 21:00,BO_Short,$10340.00,$0.00,2,($49.40),-0.11%,$20.00,30.30%,,$0.70,$1.00
,Buy to Cover,8/21/2018 23:00,Trail_SX,$10351.50,,($46.00),$1124.80,,($46.00),0.00%,-69.70%,$0.70,$1.00
64,Buy,8/24/2018 13:00,BO_Long,$10475.00,$0.00,2,$642.60,1.54%,$808.00,91.71%,,$0.70,$1.00
,Sell,8/30/2018 15:00,% Trailing Stop,$10636.50,,$646.00,$1767.40,,($73.00),81.61%,73.33%,$0.70,$1.00
65,Buy,9/4/2018 05:00,BO_Long,$10663.00,$0.00,2,($185.40),-0.43%,$14.00,7.14%,,$0.70,$1.00
,Sell,9/4/2018 07:00,Trail_LX,$10617.50,,($182.00),$1582.00,,($182.00),0.00%,-92.86%,$0.70,$1.00
66,Sell Short,9/24/2018 05:00,BO_Short,$10469.00,$0.00,2,($41.40),-0.09%,$8.00,17.02%,,$0.70,$1.00
,Buy to Cover,9/24/2018 07:00,Trail_SX,$10478.50,,($38.00),$1540.60,,($39.00),2.13%,-80.85%,$0.70,$1.00
67,Sell Short,9/24/2018 09:00,BO_Short,$10468.25,$0.00,2,($52.40),-0.12%,$170.00,67.46%,,$0.70,$1.00
,Buy to Cover,9/24/2018 11:00,BO_SX,$10480.50,,($49.00),$1488.20,,($82.00),13.10%,-19.44%,$0.70,$1.00
68,Buy,9/25/2018 19:00,BO_Long,$10550.00,$0.00,2,($23.40),-0.05%,$280.00,81.40%,,$0.70,$1.00
,Sell,9/26/2018 16:00,Trail_LX,$10545.00,,($20.00),$1464.80,,($64.00),12.79%,-5.81%,$0.70,$1.00
69,Buy,9/27/2018 11:00,BO_Long,$10602.75,$0.00,2,($114.40),-0.26%,$142.00,56.13%,,$0.70,$1.00
,Sell,9/28/2018 07:00,Trail_LX,$10575.00,,($111.00),$1350.40,,($111.00),0.00%,-43.87%,$0.70,$1.00
70,Buy,9/30/2018 21:00,BO_Long,$10639.25,$0.00,2,($92.40),-0.21%,$166.00,65.10%,,$0.70,$1.00
,Sell,10/1/2018 15:00,Trail_LX,$10617.00,,($89.00),$1258.00,,($89.00),0.00%,-34.90%,$0.70,$1.00
71,Sell Short,10/8/2018 13:00,BO_Short,$10286.25,$0.00,2,$18.60,0.05%,$191.00,83.04%,,$0.70,$1.00
,Buy to Cover,10/8/2018 15:00,Trail_SX,$10280.75,,$22.00,$1276.60,,($39.00),26.52%,9.57%,$0.70,$1.00
72,Sell Short,10/10/2018 11:00,BO_Short,$10209.75,$0.00,2,$61.60,0.16%,$226.00,71.07%,,$0.70,$1.00
,Buy to Cover,10/10/2018 13:00,Trail_SX,$10193.50,,$65.00,$1338.20,,($92.00),49.37%,20.44%,$0.70,$1.00
73,Sell Short,10/10/2018 16:00,BO_Short,$10023.50,$0.00,2,$378.60,0.95%,$584.00,93.44%,,$0.70,$1.00
,Buy to Cover,10/10/2018 23:00,Trail_SX,$9928.00,,$382.00,$1716.80,,($41.00),67.68%,61.12%,$0.70,$1.00
74,Sell Short,10/15/2018 16:00,BO_Short,$10036.00,$0.00,2,($173.40),-0.42%,$82.00,32.54%,,$0.70,$1.00
,Buy to Cover,10/15/2018 23:00,Trail_SX,$10078.50,,($170.00),$1543.40,,($170.00),0.00%,-67.46%,$0.70,$1.00
75,Sell Short,10/18/2018 11:00,BO_Short,$10186.25,$0.00,2,$267.60,0.67%,$559.00,87.48%,,$0.70,$1.00
,Buy to Cover,10/18/2018 13:00,Trail_SX,$10118.50,,$271.00,$1811.00,,($80.00),54.93%,42.41%,$0.70,$1.00
76,Sell Short,10/18/2018 15:00,BO_Short,$10067.50,$0.00,2,($133.40),-0.32%,$14.00,6.93%,,$0.70,$1.00
,Buy to Cover,10/18/2018 16:00,Trail_SX,$10100.00,,($130.00),$1677.60,,($188.00),28.71%,-64.36%,$0.70,$1.00
77,Sell Short,10/26/2018 07:00,BO_Short,$9701.50,$0.00,2,($239.40),-0.61%,$54.00,18.62%,,$0.70,$1.00
,Buy to Cover,10/26/2018 09:00,Trail_SX,$9760.50,,($236.00),$1438.20,,($236.00),0.00%,-81.38%,$0.70,$1.00
78,Sell Short,10/29/2018 16:00,BO_Short,$9681.25,$0.00,2,($198.40),-0.50%,$108.00,35.64%,,$0.70,$1.00
,Buy to Cover,10/30/2018 01:00,Trail_SX,$9730.00,,($195.00),$1239.80,,($195.00),0.00%,-64.36%,$0.70,$1.00
79,Buy,11/6/2018 23:00,BO_Long,$9991.00,$0.00,2,$610.60,1.54%,$768.00,91.00%,,$0.70,$1.00
,Sell,11/8/2018 01:00,% Trailing Stop,$10144.50,,$614.00,$1850.40,,($76.00),81.75%,72.75%,$0.70,$1.00
80,Sell Short,11/15/2018 11:00,BO_Short,$9712.75,$0.00,2,($209.40),-0.53%,$194.00,42.73%,,$0.70,$1.00
,Buy to Cover,11/15/2018 13:00,BO_SX,$9764.25,,($206.00),$1641.00,,($260.00),11.89%,-45.37%,$0.70,$1.00
81,Sell Short,11/19/2018 11:00,BO_Short,$9746.25,$0.00,2,$514.60,1.33%,$648.00,99.08%,,$0.70,$1.00
,Buy to Cover,11/19/2018 15:00,% Trailing Stop,$9616.75,,$518.00,$2155.60,,($6.00),80.12%,79.20%,$0.70,$1.00
82,Sell Short,11/19/2018 16:00,BO_Short,$9605.00,$0.00,2,$647.60,1.69%,$706.00,88.92%,,$0.70,$1.00
,Buy to Cover,11/20/2018 11:00,% Trailing Stop,$9442.25,,$651.00,$2803.20,,($88.00),93.07%,81.99%,$0.70,$1.00
83,Sell Short,11/22/2018 13:00,BO_Short,$9481.00,$0.00,2,($105.40),-0.27%,$43.00,29.05%,,$0.70,$1.00
,Buy to Cover,11/23/2018 03:00,Stop_SX,$9506.50,,($102.00),$2697.80,,($105.00),2.03%,-68.92%,$0.70,$1.00
84,Buy,11/30/2018 15:00,BO_Long,$9874.00,$0.00,2,$690.60,1.76%,$868.00,94.04%,,$0.70,$1.00
,Sell,12/3/2018 07:00,% Trailing Stop,$10047.50,,$694.00,$3388.40,,($55.00),81.15%,75.19%,$0.70,$1.00
85,Sell Short,12/13/2018 15:00,BO_Short,$9702.75,$0.00,2,$238.60,0.62%,$402.00,75.71%,,$0.70,$1.00
,Buy to Cover,12/14/2018 07:00,Trail_SX,$9642.25,,$242.00,$3627.00,,($129.00),69.87%,45.57%,$0.70,$1.00
86,Sell Short,12/14/2018 13:00,BO_Short,$9598.25,$0.00,2,$122.60,0.33%,$293.00,72.17%,,$0.70,$1.00
,Buy to Cover,12/16/2018 21:00,Trail_SX,$9566.75,,$126.00,$3749.60,,($113.00),58.87%,31.03%,$0.70,$1.00
87,Sell Short,12/17/2018 09:00,BO_Short,$9533.50,$0.00,2,$175.60,0.47%,$334.00,93.30%,,$0.70,$1.00
,Buy to Cover,12/17/2018 11:00,Trail_SX,$9488.75,,$179.00,$3925.20,,($24.00),56.70%,50.00%,$0.70,$1.00
88,Sell Short,12/17/2018 15:00,BO_Short,$9440.25,$0.00,2,$129.60,0.35%,$360.00,91.84%,,$0.70,$1.00
,Buy to Cover,12/17/2018 16:00,Trail_SX,$9407.00,,$133.00,$4054.80,,($32.00),42.09%,33.93%,$0.70,$1.00
89,Sell Short,12/19/2018 16:00,BO_Short,$9279.75,$0.00,2,($130.40),-0.34%,$99.00,43.81%,,$0.70,$1.00
,Buy to Cover,12/19/2018 21:00,Trail_SX,$9311.50,,($127.00),$3924.40,,($127.00),0.00%,-56.19%,$0.70,$1.00
90,Sell Short,12/20/2018 01:00,BO_Short,$9222.75,$0.00,2,($209.40),-0.56%,$24.00,10.43%,,$0.70,$1.00
,Buy to Cover,12/20/2018 05:00,Trail_SX,$9274.25,,($206.00),$3715.00,,($206.00),0.00%,-89.57%,$0.70,$1.00
91,Sell Short,12/20/2018 13:00,BO_Short,$9185.75,$0.00,2,($114.40),-0.30%,$315.00,65.22%,,$0.70,$1.00
,Buy to Cover,12/20/2018 15:00,Trail_SX,$9213.50,,($111.00),$3600.60,,($168.00),11.80%,-22.98%,$0.70,$1.00
92,Sell Short,12/21/2018 13:00,BO_Short,$9110.00,$0.00,2,$485.60,1.34%,$489.00,97.22%,,$0.70,$1.00
,Buy to Cover,12/21/2018 15:00,% Trailing Stop,$8987.75,,$489.00,$4086.20,,($14.00),100.00%,97.22%,$0.70,$1.00
93,Sell Short,12/21/2018 16:00,BO_Short,$8990.25,$0.00,2,($106.40),-0.29%,$191.00,64.97%,,$0.70,$1.00
,Buy to Cover,12/23/2018 21:00,Trail_SX,$9016.00,,($103.00),$3979.80,,($103.00),0.00%,-35.03%,$0.70,$1.00
94,Sell Short,12/24/2018 09:00,BO_Short,$8930.00,$0.00,2,($15.40),-0.03%,$247.00,49.20%,,$0.70,$1.00
,Buy to Cover,12/24/2018 11:00,Trail_SX,$8933.00,,($12.00),$3964.40,,($255.00),48.41%,-2.39%,$0.70,$1.00
95,Sell Short,12/25/2018 19:00,BO_Short,$8829.00,$0.00,2,($31.40),-0.08%,$326.00,81.91%,,$0.70,$1.00
,Buy to Cover,12/25/2018 21:00,Trail_SX,$8836.00,,($28.00),$3933.00,,($72.00),11.06%,-7.04%,$0.70,$1.00
96,Sell Short,12/25/2018 23:00,BO_Short,$8789.75,$0.00,2,($193.40),-0.54%,$101.00,34.71%,,$0.70,$1.00
,Buy to Cover,12/26/2018 03:00,Trail_SX,$8837.25,,($190.00),$3739.60,,($190.00),0.00%,-65.29%,$0.70,$1.00
97,Sell Short,1/2/2019 01:00,BO_Short,$9203.50,$0.00,2,$288.60,0.79%,$490.00,92.28%,,$0.70,$1.00
,Buy to Cover,1/2/2019 05:00,Trail_SX,$9130.50,,$292.00,$4028.20,,($41.00),62.71%,54.99%,$0.70,$1.00
98,Buy,1/2/2019 15:00,BO_Long,$9334.00,$0.00,2,($503.40),-1.34%,$1.00,0.20%,,$0.70,$1.00
,Sell,1/2/2019 16:00,PosRiskLX,$9209.00,,($500.00),$3524.80,,($500.00),0.00%,-99.80%,$0.70,$1.00
99,Buy,1/4/2019 15:00,BO_Long,$9366.00,$0.00,2,$541.60,1.45%,$682.00,82.37%,,$0.70,$1.00
,Sell,1/9/2019 01:00,% Trailing Stop,$9502.25,,$545.00,$4066.40,,($146.00),83.45%,65.82%,$0.70,$1.00
100,Buy,1/9/2019 11:00,BO_Long,$9533.75,$0.00,2,($272.40),-0.71%,$153.00,32.55%,,$0.70,$1.00
