

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

232,Buy,4/3/2020 09:00,BO_Long,$10476.50,$0.00,2,($503.40),-1.19%,$94.00,15.82%,,$0.70,$1.00
,Sell,4/3/2020 11:00,PosRiskLX,$10351.50,,($500.00),$5739.20,,($500.00),0.00%,-84.18%,$0.70,$1.00
233,Buy,4/5/2020 21:00,BO_Long,$10494.00,$0.00,2,$514.60,1.23%,$648.00,98.03%,,$0.70,$1.00
,Sell,4/5/2020 23:00,% Trailing Stop,$10623.50,,$518.00,$6253.80,,($13.00),80.33%,78.37%,$0.70,$1.00
234,Buy,4/6/2020 03:00,BO_Long,$10665.25,$0.00,2,$870.60,2.05%,$1093.00,78.35%,,$0.70,$1.00
,Sell,4/6/2020 16:00,% Trailing Stop,$10883.75,,$874.00,$7124.40,,($302.00),84.30%,62.65%,$0.70,$1.00
235,Buy,4/7/2020 11:00,BO_Long,$11100.25,$0.00,2,($503.40),-1.13%,$37.00,4.60%,,$0.70,$1.00
,Sell,4/7/2020 15:00,PosRiskLX,$10975.25,,($500.00),$6621.00,,($767.00),33.21%,-62.19%,$0.70,$1.00
236,Buy,4/9/2020 05:00,BO_Long,$11099.50,$0.00,2,($503.40),-1.13%,$24.00,4.58%,,$0.70,$1.00
,Sell,4/9/2020 07:00,PosRiskLX,$10974.50,,($500.00),$6117.60,,($500.00),0.00%,-95.42%,$0.70,$1.00
237,Buy,4/9/2020 11:00,BO_Long,$11146.75,$0.00,2,($503.40),-1.12%,$10.00,1.63%,,$0.70,$1.00
,Sell,4/9/2020 15:00,PosRiskLX,$11021.75,,($500.00),$5614.20,,($602.00),16.67%,-81.70%,$0.70,$1.00
238,Buy,4/13/2020 16:00,BO_Long,$11156.25,$0.00,2,$543.60,1.23%,$684.00,96.20%,,$0.70,$1.00
,Sell,4/14/2020 03:00,% Trailing Stop,$11293.00,,$547.00,$6157.80,,($27.00),80.73%,76.93%,$0.70,$1.00
239,Buy,4/14/2020 09:00,BO_Long,$11301.75,$0.00,2,$784.60,1.74%,$985.00,95.82%,,$0.70,$1.00
,Sell,4/14/2020 15:00,% Trailing Stop,$11498.75,,$788.00,$6942.40,,($43.00),80.84%,76.65%,$0.70,$1.00
240,Buy,4/14/2020 19:00,BO_Long,$11545.25,$0.00,2,($503.40),-1.08%,$1.00,0.20%,,$0.70,$1.00
,Sell,4/15/2020 05:00,PosRiskLX,$11420.25,,($500.00),$6439.00,,($500.00),0.00%,-99.80%,$0.70,$1.00
241,Buy,4/16/2020 13:00,BO_Long,$11613.00,$0.00,2,($503.40),-1.08%,$48.00,6.65%,,$0.70,$1.00
,Sell,4/16/2020 15:00,PosRiskLX,$11488.00,,($500.00),$5935.60,,($674.00),24.10%,-69.25%,$0.70,$1.00
242,Buy,4/16/2020 19:00,BO_Long,$11719.25,$0.00,2,($503.40),-1.07%,$352.00,41.31%,,$0.70,$1.00
,Sell,4/17/2020 11:00,PosRiskLX,$11594.25,,($500.00),$5432.20,,($500.00),0.00%,-58.69%,$0.70,$1.00
243,Buy,4/23/2020 11:00,BO_Long,$11562.25,$0.00,2,($503.40),-1.08%,$257.00,33.95%,,$0.70,$1.00
,Sell,4/23/2020 16:00,PosRiskLX,$11437.25,,($500.00),$4928.80,,($500.00),0.00%,-66.05%,$0.70,$1.00
244,Sell Short,4/28/2020 13:00,BO_Short,$11557.50,$0.00,2,($87.40),-0.18%,$174.00,57.24%,,$0.70,$1.00
,Buy to Cover,4/28/2020 15:00,Trail_SX,$11578.50,,($84.00),$4841.40,,($130.00),15.13%,-27.63%,$0.70,$1.00
245,Sell Short,4/28/2020 16:00,BO_Short,$11506.25,$0.00,2,($367.40),-0.79%,$50.00,12.08%,,$0.70,$1.00
,Buy to Cover,4/28/2020 19:00,Trail_SX,$11597.25,,($364.00),$4474.00,,($364.00),0.00%,-87.92%,$0.70,$1.00
246,Buy,4/29/2020 15:00,BO_Long,$11799.50,$0.00,2,$505.60,1.08%,$637.00,81.04%,,$0.70,$1.00
,Sell,4/29/2020 19:00,% Trailing Stop,$11926.75,,$509.00,$4979.60,,($149.00),83.72%,64.76%,$0.70,$1.00
247,Buy,4/30/2020 03:00,BO_Long,$11958.50,$0.00,2,($503.40),-1.05%,$7.00,1.38%,,$0.70,$1.00
,Sell,4/30/2020 09:00,PosRiskLX,$11833.50,,($500.00),$4476.20,,($500.00),0.00%,-98.62%,$0.70,$1.00
248,Buy,5/4/2020 23:00,BO_Long,$11710.75,$0.00,2,$502.60,1.08%,$594.00,75.19%,,$0.70,$1.00
,Sell,5/6/2020 09:00,% Trailing Stop,$11837.25,,$506.00,$4978.80,,($196.00),88.86%,64.05%,$0.70,$1.00
249,Buy,5/7/2020 13:00,BO_Long,$11935.75,$0.00,2,$600.60,1.27%,$755.00,85.99%,,$0.70,$1.00
,Sell,5/11/2020 01:00,% Trailing Stop,$12086.75,,$604.00,$5579.40,,($123.00),82.80%,68.79%,$0.70,$1.00
250,Buy,5/11/2020 15:00,BO_Long,$12148.00,$0.00,2,($503.40),-1.03%,$149.00,22.96%,,$0.70,$1.00
,Sell,5/12/2020 15:00,PosRiskLX,$12023.00,,($500.00),$5076.00,,($500.00),0.00%,-77.04%,$0.70,$1.00
251,Buy,5/15/2020 16:00,BO_Long,$11985.75,$0.00,2,$478.60,1.01%,$603.00,73.09%,,$0.70,$1.00
,Sell,5/18/2020 09:00,% Trailing Stop,$12106.25,,$482.00,$5554.60,,($222.00),85.33%,58.42%,$0.70,$1.00
252,Buy,5/20/2020 07:00,BO_Long,$12245.25,$0.00,2,($353.40),-0.71%,$419.00,54.49%,,$0.70,$1.00
,Sell,5/21/2020 23:00,Trail_LX,$12157.75,,($350.00),$5201.20,,($350.00),0.00%,-45.51%,$0.70,$1.00
253,Buy,5/25/2020 07:00,BO_Long,$12342.25,$0.00,2,($269.40),-0.54%,$405.00,60.36%,,$0.70,$1.00
,Sell,5/26/2020 11:00,Trail_LX,$12275.75,,($266.00),$4931.80,,($266.00),0.00%,-39.64%,$0.70,$1.00
254,Buy,5/28/2020 13:00,BO_Long,$12355.50,$0.00,2,($472.40),-0.95%,$198.00,29.69%,,$0.70,$1.00
,Sell,5/28/2020 15:00,Trail_LX,$12238.25,,($469.00),$4459.40,,($469.00),0.00%,-70.31%,$0.70,$1.00
255,Buy,5/29/2020 16:00,BO_Long,$12382.75,$0.00,2,$494.60,1.01%,$623.00,62.55%,,$0.70,$1.00
,Sell,6/3/2020 03:00,% Trailing Stop,$12507.25,,$498.00,$4954.00,,($373.00),87.45%,50.00%,$0.70,$1.00
256,Buy,6/3/2020 07:00,BO_Long,$12529.00,$0.00,2,($459.40),-0.91%,$212.00,31.74%,,$0.70,$1.00
,Sell,6/4/2020 15:00,Trail_LX,$12415.00,,($456.00),$4494.60,,($456.00),0.00%,-68.26%,$0.70,$1.00
257,Buy,6/5/2020 11:00,BO_Long,$12596.75,$0.00,2,$476.60,0.95%,$600.00,87.72%,,$0.70,$1.00
,Sell,6/9/2020 03:00,% Trailing Stop,$12716.75,,$480.00,$4971.20,,($84.00),82.46%,70.18%,$0.70,$1.00
258,Buy,6/9/2020 13:00,BO_Long,$12787.75,$0.00,2,$659.60,1.30%,$663.00,94.04%,,$0.70,$1.00
,Sell,6/10/2020 15:00,% Trailing Stop,$12953.50,,$663.00,$5630.80,,($42.00),100.00%,94.04%,$0.70,$1.00
259,Buy,6/10/2020 16:00,BO_Long,$12928.50,$0.00,2,($470.40),-0.90%,$115.00,19.76%,,$0.70,$1.00
,Sell,6/11/2020 03:00,Trail_LX,$12811.75,,($467.00),$5160.40,,($467.00),0.00%,-80.24%,$0.70,$1.00
260,Buy,6/15/2020 19:00,BO_Long,$12654.00,$0.00,2,$641.60,1.27%,$807.00,94.06%,,$0.70,$1.00
,Sell,6/16/2020 11:00,% Trailing Stop,$12815.25,,$645.00,$5802.00,,($51.00),81.12%,75.17%,$0.70,$1.00
261,Sell Short,6/17/2020 23:00,BO_Short,$12746.50,$0.00,2,($182.40),-0.35%,$100.00,32.47%,,$0.70,$1.00
,Buy to Cover,6/18/2020 01:00,Trail_SX,$12791.25,,($179.00),$5619.60,,($208.00),9.42%,-58.12%,$0.70,$1.00
262,Buy,6/19/2020 05:00,BO_Long,$12919.25,$0.00,2,($503.40),-0.97%,$187.00,27.22%,,$0.70,$1.00
,Sell,6/19/2020 13:00,PosRiskLX,$12794.25,,($500.00),$5116.20,,($500.00),0.00%,-72.78%,$0.70,$1.00
263,Sell Short,6/21/2020 19:00,BO_Short,$12738.00,$0.00,2,($86.40),-0.16%,$173.00,65.53%,,$0.70,$1.00
,Buy to Cover,6/21/2020 21:00,Trail_SX,$12758.75,,($83.00),$5029.80,,($91.00),3.03%,-31.44%,$0.70,$1.00
264,Buy,6/22/2020 15:00,BO_Long,$12949.25,$0.00,2,$636.60,1.24%,$801.00,61.90%,,$0.70,$1.00
,Sell,6/23/2020 15:00,% Trailing Stop,$13109.25,,$640.00,$5666.40,,($493.00),87.56%,49.46%,$0.70,$1.00
265,Buy,7/5/2020 23:00,BO_Long,$13316.75,$0.00,2,$479.60,0.91%,$604.00,99.83%,,$0.70,$1.00
,Sell,7/6/2020 13:00,% Trailing Stop,$13437.50,,$483.00,$6146.00,,($1.00),80.00%,79.83%,$0.70,$1.00
266,Buy,7/6/2020 16:00,BO_Long,$13445.50,$0.00,2,($262.40),-0.48%,$410.00,61.29%,,$0.70,$1.00
,Sell,7/7/2020 15:00,Trail_LX,$13380.75,,($259.00),$5883.60,,($259.00),0.00%,-38.71%,$0.70,$1.00
267,Buy,7/8/2020 19:00,BO_Long,$13527.50,$0.00,2,($320.40),-0.59%,$294.00,48.12%,,$0.70,$1.00
,Sell,7/9/2020 11:00,Trail_LX,$13448.25,,($317.00),$5563.20,,($317.00),0.00%,-51.88%,$0.70,$1.00
268,Buy,7/9/2020 16:00,BO_Long,$13594.75,$0.00,2,$533.60,0.99%,$672.00,59.21%,,$0.70,$1.00
,Sell,7/12/2020 21:00,% Trailing Stop,$13729.00,,$537.00,$6096.80,,($463.00),88.11%,47.31%,$0.70,$1.00
269,Buy,7/12/2020 23:00,BO_Long,$13745.75,$0.00,2,$527.60,0.97%,$664.00,86.46%,,$0.70,$1.00
,Sell,7/13/2020 13:00,% Trailing Stop,$13878.50,,$531.00,$6624.40,,($104.00),82.68%,69.14%,$0.70,$1.00
270,Sell Short,7/22/2020 15:00,BO_Short,$13640.75,$0.00,2,($292.40),-0.53%,$9.00,2.47%,,$0.70,$1.00
,Buy to Cover,7/22/2020 16:00,Trail_SX,$13713.00,,($289.00),$6332.00,,($356.00),18.36%,-79.18%,$0.70,$1.00
271,Sell Short,7/30/2020 11:00,BO_Short,$13397.00,$0.00,2,($451.40),-0.84%,$113.00,18.08%,,$0.70,$1.00
,Buy to Cover,7/30/2020 13:00,Trail_SX,$13509.00,,($448.00),$5880.60,,($512.00),10.24%,-71.68%,$0.70,$1.00
272,Buy,8/2/2020 23:00,BO_Long,$13802.50,$0.00,2,$618.60,1.13%,$778.00,79.71%,,$0.70,$1.00
,Sell,8/5/2020 05:00,% Trailing Stop,$13958.00,,$622.00,$6499.20,,($198.00),84.02%,63.73%,$0.70,$1.00
273,Buy,8/5/2020 07:00,BO_Long,$13990.00,$0.00,2,($78.40),-0.13%,$587.00,63.32%,,$0.70,$1.00
,Sell,8/7/2020 13:00,Trail_LX,$13971.25,,($75.00),$6420.80,,($340.00),28.59%,-8.09%,$0.70,$1.00
274,Buy,8/12/2020 15:00,BO_Long,$14030.50,$0.00,2,($271.40),-0.48%,$355.00,51.75%,,$0.70,$1.00
,Sell,8/14/2020 11:00,Trail_LX,$13963.50,,($268.00),$6149.40,,($331.00),9.18%,-39.07%,$0.70,$1.00
275,Buy,8/17/2020 16:00,BO_Long,$14137.50,$0.00,2,$510.60,0.91%,$643.00,91.21%,,$0.70,$1.00
,Sell,8/18/2020 21:00,% Trailing Stop,$14266.00,,$514.00,$6660.00,,($62.00),81.70%,72.91%,$0.70,$1.00
276,Buy,8/19/2020 01:00,BO_Long,$14277.50,$0.00,2,($503.40),-0.88%,$55.00,9.91%,,$0.70,$1.00
,Sell,8/19/2020 15:00,PosRiskLX,$14152.50,,($500.00),$6156.60,,($500.00),0.00%,-90.09%,$0.70,$1.00
277,Buy,8/20/2020 16:00,BO_Long,$14327.25,$0.00,2,$792.60,1.39%,$995.00,78.84%,,$0.70,$1.00
,Sell,8/24/2020 09:00,% Trailing Stop,$14526.25,,$796.00,$6949.20,,($267.00),84.23%,63.07%,$0.70,$1.00
278,Buy,8/25/2020 16:00,BO_Long,$14568.75,$0.00,2,$825.60,1.42%,$1037.00,99.04%,,$0.70,$1.00
,Sell,8/26/2020 15:00,% Trailing Stop,$14776.00,,$829.00,$7774.80,,($10.00),80.13%,79.18%,$0.70,$1.00
279,Buy,8/26/2020 16:00,BO_Long,$14818.50,$0.00,2,($243.40),-0.40%,$325.00,57.52%,,$0.70,$1.00
,Sell,8/27/2020 11:00,Trail_LX,$14758.50,,($240.00),$7531.40,,($240.00),0.00%,-42.48%,$0.70,$1.00
280,Buy,8/27/2020 13:00,BO_Long,$14872.00,$0.00,2,$732.60,1.24%,$921.00,55.58%,,$0.70,$1.00
,Sell,9/1/2020 09:00,% Trailing Stop,$15056.00,,$736.00,$8264.00,,($736.00),88.84%,44.42%,$0.70,$1.00
281,Buy,9/1/2020 15:00,BO_Long,$15123.25,$0.00,2,$624.60,1.04%,$785.00,93.12%,,$0.70,$1.00
,Sell,9/2/2020 07:00,% Trailing Stop,$15280.25,,$628.00,$8888.60,,($58.00),81.38%,74.50%,$0.70,$1.00
282,Sell Short,9/8/2020 07:00,BO_Short,$14139.00,$0.00,2,$537.60,0.96%,$541.00,68.39%,,$0.70,$1.00
,Buy to Cover,9/8/2020 09:00,% Trailing Stop,$14003.75,,$541.00,$9426.20,,($250.00),100.00%,68.39%,$0.70,$1.00
283,Sell Short,9/8/2020 16:00,BO_Short,$13919.25,$0.00,2,($44.40),-0.07%,$523.00,84.90%,,$0.70,$1.00
,Buy to Cover,9/8/2020 21:00,Trail_SX,$13929.50,,($41.00),$9381.80,,($93.00),8.44%,-6.66%,$0.70,$1.00
284,Sell Short,9/11/2020 11:00,BO_Short,$13993.00,$0.00,2,$643.60,1.16%,$809.00,62.28%,,$0.70,$1.00
,Buy to Cover,9/11/2020 15:00,% Trailing Stop,$13831.25,,$647.00,$10025.40,,($490.00),87.53%,49.81%,$0.70,$1.00
285,Sell Short,9/16/2020 16:00,BO_Short,$14101.50,$0.00,2,$540.60,0.96%,$544.00,71.39%,,$0.70,$1.00
,Buy to Cover,9/16/2020 23:00,% Trailing Stop,$13965.50,,$544.00,$10566.00,,($218.00),100.00%,71.39%,$0.70,$1.00
286,Sell Short,9/17/2020 01:00,BO_Short,$13984.25,$0.00,2,$173.60,0.32%,$462.00,78.04%,,$0.70,$1.00
,Buy to Cover,9/17/2020 05:00,Trail_SX,$13940.00,,$177.00,$10739.60,,($130.00),51.86%,29.90%,$0.70,$1.00
287,Sell Short,9/18/2020 13:00,BO_Short,$13819.00,$0.00,2,$669.60,1.22%,$673.00,87.97%,,$0.70,$1.00
,Buy to Cover,9/18/2020 13:00,% Trailing Stop,$13650.75,,$673.00,$11409.20,,($92.00),100.00%,87.97%,$0.70,$1.00
288,Sell Short,9/18/2020 15:00,BO_Short,$13711.00,$0.00,2,($318.40),-0.57%,$111.00,21.89%,,$0.70,$1.00
,Buy to Cover,9/18/2020 16:00,Trail_SX,$13789.75,,($315.00),$11090.80,,($396.00),15.98%,-62.13%,$0.70,$1.00
289,Sell Short,9/21/2020 05:00,BO_Short,$13694.75,$0.00,2,$60.60,0.12%,$480.00,96.58%,,$0.70,$1.00
,Buy to Cover,9/21/2020 09:00,Trail_SX,$13678.75,,$64.00,$11151.40,,($17.00),16.30%,12.88%,$0.70,$1.00
290,Sell Short,9/23/2020 16:00,BO_Short,$13687.50,$0.00,2,$12.60,0.03%,$384.00,86.29%,,$0.70,$1.00
,Buy to Cover,9/23/2020 21:00,Trail_SX,$13683.50,,$16.00,$11164.00,,($61.00),17.30%,3.60%,$0.70,$1.00
291,Buy,9/28/2020 16:00,BO_Long,$14225.50,$0.00,2,($388.40),-0.68%,$360.00,46.69%,,$0.70,$1.00
,Sell,9/30/2020 01:00,BO_LX,$14129.25,,($385.00),$10775.60,,($411.00),3.37%,-49.94%,$0.70,$1.00
292,Buy,9/30/2020 13:00,BO_Long,$14355.50,$0.00,2,($503.40),-0.87%,$145.00,22.48%,,$0.70,$1.00
,Sell,9/30/2020 15:00,PosRiskLX,$14230.50,,($500.00),$10272.20,,($500.00),0.00%,-77.52%,$0.70,$1.00
293,Buy,10/1/2020 07:00,BO_Long,$14410.25,$0.00,2,($503.40),-0.87%,$244.00,32.80%,,$0.70,$1.00
,Sell,10/2/2020 01:00,PosRiskLX,$14285.25,,($500.00),$9768.80,,($500.00),0.00%,-67.20%,$0.70,$1.00
294,Buy,10/7/2020 21:00,BO_Long,$14367.25,$0.00,2,$679.60,1.19%,$854.00,88.68%,,$0.70,$1.00
,Sell,10/9/2020 15:00,% Trailing Stop,$14538.00,,$683.00,$10448.40,,($109.00),82.24%,70.92%,$0.70,$1.00
295,Buy,10/9/2020 16:00,BO_Long,$14577.75,$0.00,2,$534.60,0.92%,$538.00,87.34%,,$0.70,$1.00
,Sell,10/12/2020 05:00,% Trailing Stop,$14712.25,,$538.00,$10983.00,,($78.00),100.00%,87.34%,$0.70,$1.00
296,Buy,10/12/2020 07:00,BO_Long,$14702.00,$0.00,2,$1152.60,1.97%,$1446.00,99.31%,,$0.70,$1.00
,Sell,10/12/2020 15:00,% Trailing Stop,$14991.00,,$1156.00,$12135.60,,($10.00),80.08%,79.40%,$0.70,$1.00
297,Buy,10/13/2020 07:00,BO_Long,$15073.00,$0.00,2,($503.40),-0.83%,$170.00,25.37%,,$0.70,$1.00
,Sell,10/13/2020 09:00,PosRiskLX,$14948.00,,($500.00),$11632.20,,($500.00),0.00%,-74.63%,$0.70,$1.00
298,Sell Short,10/21/2020 21:00,BO_Short,$14491.50,$0.00,2,($187.40),-0.32%,$118.00,39.07%,,$0.70,$1.00
,Buy to Cover,10/22/2020 05:00,Trail_SX,$14537.50,,($184.00),$11444.80,,($184.00),0.00%,-60.93%,$0.70,$1.00
299,Sell Short,10/22/2020 13:00,BO_Short,$14448.25,$0.00,2,($291.40),-0.50%,$146.00,29.80%,,$0.70,$1.00
,Buy to Cover,10/22/2020 15:00,Trail_SX,$14520.25,,($288.00),$11153.40,,($344.00),11.43%,-58.78%,$0.70,$1.00
300,Sell Short,10/26/2020 05:00,BO_Short,$14424.50,$0.00,2,($187.40),-0.32%,$25.00,11.96%,,$0.70,$1.00
,Buy to Cover,10/26/2020 09:00,Trail_SX,$14470.50,,($184.00),$10966.00,,($184.00),0.00%,-88.04%,$0.70,$1.00
301,Sell Short,10/26/2020 13:00,BO_Short,$14345.25,$0.00,2,$257.60,0.45%,$542.00,86.44%,,$0.70,$1.00
,Buy to Cover,10/26/2020 15:00,Trail_SX,$14280.00,,$261.00,$11223.60,,($85.00),55.18%,41.63%,$0.70,$1.00
302,Sell Short,10/28/2020 09:00,BO_Short,$14307.25,$0.00,2,$554.60,0.98%,$558.00,93.47%,,$0.70,$1.00
,Buy to Cover,10/28/2020 09:00,% Trailing Stop,$14167.75,,$558.00,$11778.20,,($39.00),100.00%,93.47%,$0.70,$1.00
303,Sell Short,10/28/2020 11:00,BO_Short,$14169.75,$0.00,2,$255.60,0.46%,$566.00,96.42%,,$0.70,$1.00
,Buy to Cover,10/28/2020 15:00,Trail_SX,$14105.00,,$259.00,$12033.80,,($21.00),47.70%,44.12%,$0.70,$1.00
304,Sell Short,10/28/2020 16:00,BO_Short,$14004.25,$0.00,2,($268.40),-0.47%,$30.00,10.17%,,$0.70,$1.00
,Buy to Cover,10/28/2020 21:00,Trail_SX,$14070.50,,($265.00),$11765.40,,($265.00),0.00%,-89.83%,$0.70,$1.00
305,Sell Short,10/30/2020 03:00,BO_Short,$13937.50,$0.00,2,($209.40),-0.37%,$127.00,38.14%,,$0.70,$1.00
,Buy to Cover,10/30/2020 05:00,Trail_SX,$13989.00,,($206.00),$11556.00,,($206.00),0.00%,-61.86%,$0.70,$1.00
306,Sell Short,10/30/2020 13:00,BO_Short,$13871.25,$0.00,2,($218.40),-0.39%,$242.00,39.48%,,$0.70,$1.00
,Buy to Cover,10/30/2020 15:00,Trail_SX,$13925.00,,($215.00),$11337.60,,($371.00),25.45%,-35.07%,$0.70,$1.00
307,Sell Short,11/2/2020 15:00,BO_Short,$13814.75,$0.00,2,($486.40),-0.87%,$22.00,4.30%,,$0.70,$1.00
,Buy to Cover,11/2/2020 16:00,Trail_SX,$13935.50,,($483.00),$10851.20,,($490.00),1.37%,-94.34%,$0.70,$1.00
308,Buy,11/8/2020 21:00,BO_Long,$15155.50,$0.00,2,($503.40),-0.82%,$476.00,48.77%,,$0.70,$1.00
,Sell,11/9/2020 07:00,PosRiskLX,$15030.50,,($500.00),$10347.80,,($500.00),0.00%,-51.23%,$0.70,$1.00
309,Buy,11/11/2020 19:00,BO_Long,$14766.25,$0.00,2,$525.60,0.90%,$662.00,57.17%,,$0.70,$1.00
,Sell,11/15/2020 21:00,% Trailing Stop,$14898.50,,$529.00,$10873.40,,($496.00),88.51%,45.68%,$0.70,$1.00
310,Sell Short,11/18/2020 03:00,BO_Short,$14796.50,$0.00,2,($217.40),-0.36%,$0.00,0.00%,,$0.70,$1.00
,Buy to Cover,11/18/2020 05:00,BO_SX,$14850.00,,($214.00),$10656.00,,($317.00),32.49%,-67.51%,$0.70,$1.00
311,Sell Short,11/18/2020 11:00,BO_Short,$14794.50,$0.00,2,($282.40),-0.47%,$71.00,20.23%,,$0.70,$1.00
,Buy to Cover,11/18/2020 13:00,Trail_SX,$14864.25,,($279.00),$10373.60,,($280.00),0.28%,-79.49%,$0.70,$1.00
312,Buy,11/25/2020 19:00,BO_Long,$15034.75,$0.00,2,$535.60,0.90%,$558.00,76.97%,,$0.70,$1.00
,Sell,11/29/2020 19:00,% Trailing Stop,$15169.50,,$539.00,$10909.20,,($167.00),97.38%,74.34%,$0.70,$1.00
313,Buy,11/29/2020 21:00,BO_Long,$15148.50,$0.00,2,($480.40),-0.79%,$96.00,16.75%,,$0.70,$1.00
,Sell,11/30/2020 11:00,Trail_LX,$15029.25,,($477.00),$10428.80,,($477.00),0.00%,-83.25%,$0.70,$1.00
314,Buy,11/30/2020 19:00,BO_Long,$15194.00,$0.00,2,$588.60,0.97%,$740.00,92.27%,,$0.70,$1.00
,Sell,12/1/2020 15:00,% Trailing Stop,$15342.00,,$592.00,$11017.40,,($62.00),81.55%,73.82%,$0.70,$1.00
315,Buy,12/3/2020 11:00,BO_Long,$15361.25,$0.00,2,$572.60,0.94%,$720.00,77.84%,,$0.70,$1.00
,Sell,12/8/2020 21:00,% Trailing Stop,$15505.25,,$576.00,$11590.00,,($205.00),84.43%,62.27%,$0.70,$1.00
316,Buy,12/17/2020 03:00,BO_Long,$15575.50,$0.00,2,($247.40),-0.39%,$314.00,56.27%,,$0.70,$1.00
,Sell,12/18/2020 15:00,Trail_LX,$15514.50,,($244.00),$11342.60,,($244.00),0.00%,-43.73%,$0.70,$1.00
317,Buy,12/27/2020 21:00,BO_Long,$15602.25,$0.00,2,$574.60,0.93%,$723.00,98.23%,,$0.70,$1.00
,Sell,12/29/2020 09:00,% Trailing Stop,$15746.75,,$578.00,$11917.20,,($13.00),80.30%,78.53%,$0.70,$1.00
318,Buy,1/4/2021 03:00,BO_Long,$15755.75,$0.00,2,($249.40),-0.39%,$276.00,52.87%,,$0.70,$1.00
,Sell,1/4/2021 11:00,Trail_LX,$15694.25,,($246.00),$11667.80,,($246.00),0.00%,-47.13%,$0.70,$1.00
319,Sell Short,1/11/2021 16:00,BO_Short,$15761.50,$0.00,2,($187.40),-0.29%,$40.00,17.24%,,$0.70,$1.00
,Buy to Cover,1/12/2021 03:00,Trail_SX,$15807.50,,($184.00),$11480.40,,($192.00),3.45%,-79.31%,$0.70,$1.00
320,Sell Short,1/12/2021 11:00,BO_Short,$15755.50,$0.00,2,$23.60,0.04%,$495.00,77.10%,,$0.70,$1.00
,Buy to Cover,1/12/2021 15:00,Trail_SX,$15748.75,,$27.00,$11504.00,,($147.00),27.10%,4.21%,$0.70,$1.00
321,Buy,1/13/2021 21:00,BO_Long,$15861.75,$0.00,2,($503.40),-0.79%,$127.00,20.26%,,$0.70,$1.00
,Sell,1/14/2021 21:00,PosRiskLX,$15736.75,,($500.00),$11000.60,,($500.00),0.00%,-79.74%,$0.70,$1.00
322,Buy,1/21/2021 01:00,BO_Long,$16243.25,$0.00,2,$560.60,0.87%,$706.00,64.89%,,$0.70,$1.00
,Sell,1/25/2021 11:00,% Trailing Stop,$16384.25,,$564.00,$11561.20,,($382.00),86.95%,51.84%,$0.70,$1.00
323,Buy,1/26/2021 19:00,BO_Long,$16417.75,$0.00,2,($482.40),-0.73%,$135.00,21.99%,,$0.70,$1.00
,Sell,1/27/2021 07:00,Trail_LX,$16298.00,,($479.00),$11078.80,,($479.00),0.00%,-78.01%,$0.70,$1.00
324,Sell Short,1/31/2021 19:00,BO_Short,$15714.75,$0.00,2,($78.40),-0.12%,$493.00,86.80%,,$0.70,$1.00
,Buy to Cover,1/31/2021 21:00,Trail_SX,$15733.50,,($75.00),$11000.40,,($75.00),0.00%,-13.20%,$0.70,$1.00
325,Buy,2/4/2021 16:00,BO_Long,$16414.75,$0.00,2,$588.60,0.90%,$741.00,85.76%,,$0.70,$1.00
,Sell,2/9/2021 11:00,% Trailing Stop,$16562.75,,$592.00,$11589.00,,($123.00),82.75%,68.52%,$0.70,$1.00
326,Buy,2/9/2021 23:00,BO_Long,$16597.75,$0.00,2,($503.40),-0.75%,$145.00,22.48%,,$0.70,$1.00
,Sell,2/10/2021 11:00,PosRiskLX,$16472.75,,($500.00),$11085.60,,($500.00),0.00%,-77.52%,$0.70,$1.00
327,Buy,2/12/2021 13:00,BO_Long,$16605.00,$0.00,2,$509.60,0.77%,$642.00,83.92%,,$0.70,$1.00
,Sell,2/16/2021 03:00,% Trailing Stop,$16733.25,,$513.00,$11595.20,,($123.00),83.14%,67.06%,$0.70,$1.00
328,Sell Short,2/22/2021 13:00,BO_Short,$16187.50,$0.00,2,($184.40),-0.28%,$175.00,40.98%,,$0.70,$1.00
,Buy to Cover,2/22/2021 15:00,Trail_SX,$16232.75,,($181.00),$11410.80,,($252.00),16.63%,-42.39%,$0.70,$1.00
329,Sell Short,2/22/2021 16:00,BO_Short,$16092.25,$0.00,2,($174.40),-0.27%,$133.00,43.75%,,$0.70,$1.00
,Buy to Cover,2/22/2021 21:00,Trail_SX,$16135.00,,($171.00),$11236.40,,($171.00),0.00%,-56.25%,$0.70,$1.00
330,Sell Short,2/23/2021 07:00,BO_Short,$15846.00,$0.00,2,$712.60,1.13%,$716.00,72.62%,,$0.70,$1.00
,Buy to Cover,2/23/2021 09:00,% Trailing Stop,$15667.00,,$716.00,$11949.00,,($270.00),100.00%,72.62%,$0.70,$1.00
331,Sell Short,2/23/2021 11:00,BO_Short,$15749.75,$0.00,2,($366.40),-0.58%,$97.00,9.38%,,$0.70,$1.00
,Buy to Cover,2/23/2021 13:00,Trail_SX,$15840.50,,($363.00),$11582.60,,($937.00),55.51%,-35.11%,$0.70,$1.00
332,Sell Short,2/25/2021 13:00,BO_Short,$15854.00,$0.00,2,$600.60,0.95%,$604.00,84.59%,,$0.70,$1.00
