

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

824,Buy,5/26/2022 09:45,LE1,$4701.00,$0.00,2,$1501.60,3.20%,$2127.50,99.07%,,$0.70,$1.00
,Sell,5/31/2022 04:00,LX1,$4851.50,,$1505.00,$35416.40,,($20.00),71.01%,70.08%,$0.70,$1.00
825,Buy,5/26/2022 10:00,LE2,$4727.50,$0.00,2,$1236.60,2.62%,$1862.50,97.51%,,$0.70,$1.00
,Sell,5/31/2022 04:00,LX2,$4851.50,,$1240.00,$36653.00,,($47.50),67.41%,64.92%,$0.70,$1.00
826,Buy,5/26/2022 10:15,LE3,$4739.50,$0.00,2,$1116.60,2.36%,$1742.50,99.15%,,$0.70,$1.00
,Sell,5/31/2022 04:00,LX3,$4851.50,,$1120.00,$37769.60,,($15.00),64.58%,63.73%,$0.70,$1.00
827,Buy,6/1/2022 09:45,LE1,$4865.50,$0.00,2,($268.40),-0.54%,$110.00,29.33%,,$0.70,$1.00
,Sell,6/1/2022 10:15,PosRiskLX,$4839.00,,($265.00),$37501.20,,($265.00),0.00%,-70.67%,$0.70,$1.00
828,Buy,6/1/2022 10:00,LE2,$4862.50,$0.00,2,($238.40),-0.48%,$57.50,19.66%,,$0.70,$1.00
,Sell,6/1/2022 10:15,PosRiskLX,$4839.00,,($235.00),$37262.80,,($235.00),0.00%,-80.34%,$0.70,$1.00
829,Buy,6/1/2022 10:15,LE3,$4862.00,$0.00,2,($233.40),-0.47%,$47.50,17.12%,,$0.70,$1.00
,Sell,6/1/2022 10:15,PosRiskLX,$4839.00,,($230.00),$37029.40,,($230.00),0.00%,-82.88%,$0.70,$1.00
830,Buy,6/2/2022 09:45,LE1,$4808.25,$0.00,2,($50.90),-0.10%,$22.50,10.59%,,$0.70,$1.00
,Sell,6/2/2022 10:00,LX1,$4803.50,,($47.50),$36978.50,,($190.00),67.06%,-22.35%,$0.70,$1.00
831,Buy,6/7/2022 13:15,LE1,$4838.25,$0.00,2,$144.10,0.30%,$375.00,93.75%,,$0.70,$1.00
,Sell,6/7/2022 23:30,% Trailing Stop,$4853.00,,$147.50,$37122.60,,($25.00),43.13%,36.88%,$0.70,$1.00
832,Buy,6/7/2022 13:30,LE2,$4845.00,$0.00,2,$76.60,0.17%,$307.50,92.48%,,$0.70,$1.00
,Sell,6/7/2022 23:30,% Trailing Stop,$4853.00,,$80.00,$37199.20,,($25.00),31.58%,24.06%,$0.70,$1.00
833,Buy,6/7/2022 13:45,LE3,$4847.25,$0.00,2,$54.10,0.12%,$285.00,85.71%,,$0.70,$1.00
,Sell,6/7/2022 23:30,% Trailing Stop,$4853.00,,$57.50,$37253.30,,($47.50),31.58%,17.29%,$0.70,$1.00
834,Buy,6/24/2022 09:45,LE1,$4541.25,$0.00,2,$951.60,2.10%,$1162.50,99.15%,,$0.70,$1.00
,Sell,6/27/2022 06:45,LX1,$4636.75,,$955.00,$38204.90,,($10.00),82.30%,81.45%,$0.70,$1.00
835,Buy,6/24/2022 10:00,LE2,$4561.00,$0.00,2,$754.10,1.66%,$965.00,97.23%,,$0.70,$1.00
,Sell,6/27/2022 06:45,LX2,$4636.75,,$757.50,$38959.00,,($27.50),79.09%,76.32%,$0.70,$1.00
836,Buy,6/24/2022 10:15,LE3,$4565.50,$0.00,2,$709.10,1.56%,$920.00,100.00%,,$0.70,$1.00
,Sell,6/27/2022 06:45,LX3,$4636.75,,$712.50,$39668.10,,$0.00,77.45%,77.45%,$0.70,$1.00
837,Buy,6/28/2022 09:45,LE1,$4629.75,$0.00,2,($30.90),-0.06%,$305.00,88.41%,,$0.70,$1.00
,Sell,6/28/2022 10:30,PosRiskLX,$4627.00,,($27.50),$39637.20,,($40.00),3.62%,-7.97%,$0.70,$1.00
838,Buy,6/28/2022 10:00,LE2,$4654.50,$0.00,2,($278.40),-0.59%,$30.00,9.45%,,$0.70,$1.00
,Sell,6/28/2022 10:30,PosRiskLX,$4627.00,,($275.00),$39358.80,,($287.50),3.94%,-86.61%,$0.70,$1.00
839,Buy,6/28/2022 10:15,LE3,$4647.00,$0.00,2,($203.40),-0.43%,$45.00,17.48%,,$0.70,$1.00
,Sell,6/28/2022 10:30,PosRiskLX,$4627.00,,($200.00),$39155.40,,($212.50),4.85%,-77.67%,$0.70,$1.00
840,Buy,7/1/2022 13:00,LE1,$4486.00,$0.00,2,$299.10,0.67%,$807.50,92.82%,,$0.70,$1.00
,Sell,7/5/2022 05:30,LX1,$4516.25,,$302.50,$39454.50,,($62.50),41.95%,34.77%,$0.70,$1.00
841,Buy,7/1/2022 13:15,LE2,$4482.00,$0.00,2,$339.10,0.76%,$847.50,97.41%,,$0.70,$1.00
,Sell,7/5/2022 05:30,LX2,$4516.25,,$342.50,$39793.60,,($22.50),41.95%,39.37%,$0.70,$1.00
842,Buy,7/1/2022 13:30,LE3,$4486.25,$0.00,2,$296.60,0.67%,$805.00,94.71%,,$0.70,$1.00
,Sell,7/5/2022 05:30,LX3,$4516.25,,$300.00,$40090.20,,($45.00),40.59%,35.29%,$0.70,$1.00
843,Buy,7/6/2022 14:30,LE1,$4545.25,$0.00,2,$421.60,0.94%,$785.00,87.22%,,$0.70,$1.00
,Sell,7/8/2022 08:45,% Trailing Stop,$4587.75,,$425.00,$40511.80,,($115.00),60.00%,47.22%,$0.70,$1.00
844,Buy,7/7/2022 09:45,LE2,$4576.25,$0.00,2,$111.60,0.25%,$475.00,99.48%,,$0.70,$1.00
,Sell,7/8/2022 08:45,% Trailing Stop,$4587.75,,$115.00,$40623.40,,($2.50),24.61%,24.08%,$0.70,$1.00
845,Buy,7/7/2022 10:00,LE3,$4596.00,$0.00,2,($85.90),-0.18%,$277.50,73.03%,,$0.70,$1.00
,Sell,7/8/2022 08:45,% Trailing Stop,$4587.75,,($82.50),$40537.50,,($102.50),5.26%,-21.71%,$0.70,$1.00
846,Buy,7/15/2022 09:45,LE1,$4549.50,$0.00,2,$189.10,0.42%,$695.00,77.22%,,$0.70,$1.00
,Sell,7/18/2022 14:15,LX1,$4568.75,,$192.50,$40726.60,,($205.00),44.17%,21.39%,$0.70,$1.00
847,Buy,7/15/2022 10:00,LE2,$4545.00,$0.00,2,$234.10,0.52%,$740.00,82.22%,,$0.70,$1.00
,Sell,7/18/2022 14:15,LX2,$4568.75,,$237.50,$40960.70,,($160.00),44.17%,26.39%,$0.70,$1.00
848,Buy,7/15/2022 10:15,LE3,$4538.50,$0.00,2,$299.10,0.67%,$805.00,100.00%,,$0.70,$1.00
,Sell,7/18/2022 14:15,LX3,$4568.75,,$302.50,$41259.80,,$0.00,37.58%,37.58%,$0.70,$1.00
849,Buy,7/20/2022 10:45,LE1,$4659.00,$0.00,2,($60.90),-0.12%,$280.00,82.96%,,$0.70,$1.00
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($57.50),$41198.90,,($57.50),0.00%,-17.04%,$0.70,$1.00
850,Buy,7/20/2022 11:00,LE2,$4667.25,$0.00,2,($143.40),-0.30%,$197.50,58.52%,,$0.70,$1.00
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($140.00),$41055.50,,($140.00),0.00%,-41.48%,$0.70,$1.00
851,Buy,7/20/2022 11:15,LE3,$4683.75,$0.00,2,($308.40),-0.65%,$32.50,9.63%,,$0.70,$1.00
,Sell,7/20/2022 13:15,PosRiskLX,$4653.25,,($305.00),$40747.10,,($305.00),0.00%,-90.37%,$0.70,$1.00
852,Buy,7/21/2022 09:45,LE1,$4664.50,$0.00,2,($160.90),-0.34%,$165.00,47.83%,,$0.70,$1.00
,Sell,7/21/2022 10:30,LX1,$4648.75,,($157.50),$40586.20,,($180.00),6.52%,-45.65%,$0.70,$1.00
853,Buy,7/21/2022 10:00,LE2,$4659.50,$0.00,2,($110.90),-0.23%,$215.00,62.32%,,$0.70,$1.00
,Sell,7/21/2022 10:30,LX2,$4648.75,,($107.50),$40475.30,,($130.00),6.52%,-31.16%,$0.70,$1.00
854,Buy,7/21/2022 10:15,LE3,$4673.00,$0.00,2,($245.90),-0.52%,$80.00,23.19%,,$0.70,$1.00
,Sell,7/21/2022 10:30,LX3,$4648.75,,($242.50),$40229.40,,($265.00),6.52%,-70.29%,$0.70,$1.00
855,Buy,7/22/2022 09:45,LE1,$4712.75,$0.00,2,($185.90),-0.39%,$130.00,41.60%,,$0.70,$1.00
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($182.50),$40043.50,,($182.50),0.00%,-58.40%,$0.70,$1.00
856,Buy,7/22/2022 10:00,LE2,$4717.50,$0.00,2,($233.40),-0.49%,$82.50,26.40%,,$0.70,$1.00
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($230.00),$39810.10,,($230.00),0.00%,-73.60%,$0.70,$1.00
857,Buy,7/22/2022 10:15,LE3,$4703.50,$0.00,2,($93.40),-0.19%,$127.50,58.62%,,$0.70,$1.00
,Sell,7/22/2022 11:30,PosRiskLX,$4694.50,,($90.00),$39716.70,,($90.00),0.00%,-41.38%,$0.70,$1.00
858,Buy,7/28/2022 09:45,LE1,$4741.25,$0.00,2,($328.40),-0.69%,$92.50,20.79%,,$0.70,$1.00
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($325.00),$39388.30,,($352.50),6.18%,-73.03%,$0.70,$1.00
859,Buy,7/28/2022 10:00,LE2,$4726.50,$0.00,2,($180.90),-0.38%,$12.50,5.75%,,$0.70,$1.00
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($177.50),$39207.40,,($205.00),12.64%,-81.61%,$0.70,$1.00
860,Buy,7/28/2022 10:15,LE3,$4716.50,$0.00,2,($80.90),-0.16%,$65.00,45.61%,,$0.70,$1.00
,Sell,7/28/2022 10:15,PosRiskLX,$4708.75,,($77.50),$39126.50,,($77.50),0.00%,-54.39%,$0.70,$1.00
861,Buy,7/29/2022 09:45,LE1,$4798.75,$0.00,2,$154.10,0.33%,$340.00,80.47%,,$0.70,$1.00
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$157.50,$39280.60,,($82.50),56.80%,37.28%,$0.70,$1.00
862,Buy,7/29/2022 10:00,LE2,$4808.00,$0.00,2,$61.60,0.14%,$247.50,96.12%,,$0.70,$1.00
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$65.00,$39342.20,,($10.00),29.13%,25.24%,$0.70,$1.00
863,Buy,7/29/2022 10:15,LE3,$4814.50,$0.00,2,($3.40),0.00%,$182.50,79.35%,,$0.70,$1.00
,Sell,7/29/2022 11:15,% Trailing Stop,$4814.50,,$0.00,$39338.80,,($47.50),20.65%,0.00%,$0.70,$1.00
864,Buy,8/4/2022 09:45,LE1,$4865.25,$0.00,2,$4.10,0.02%,$67.50,40.91%,,$0.70,$1.00
,Sell,8/4/2022 10:15,LX1,$4866.00,,$7.50,$39342.90,,($97.50),63.64%,4.55%,$0.70,$1.00
865,Buy,8/4/2022 10:00,LE2,$4869.00,$0.00,2,($33.40),-0.06%,$30.00,25.00%,,$0.70,$1.00
,Sell,8/4/2022 10:15,LX2,$4866.00,,($30.00),$39309.50,,($90.00),50.00%,-25.00%,$0.70,$1.00
866,Buy,8/5/2022 10:30,LE1,$4858.00,$0.00,2,($195.90),-0.40%,$47.50,19.79%,,$0.70,$1.00
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($192.50),$39113.60,,($192.50),0.00%,-80.21%,$0.70,$1.00
867,Buy,8/5/2022 10:45,LE2,$4855.75,$0.00,2,($173.40),-0.35%,$10.00,5.56%,,$0.70,$1.00
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($170.00),$38940.20,,($170.00),0.00%,-94.44%,$0.70,$1.00
868,Buy,8/5/2022 11:00,LE3,$4852.50,$0.00,2,($140.90),-0.28%,$35.00,20.29%,,$0.70,$1.00
,Sell,8/5/2022 11:30,PosRiskLX,$4838.75,,($137.50),$38799.30,,($137.50),0.00%,-79.71%,$0.70,$1.00
869,Buy,8/8/2022 10:30,LE1,$4889.75,$0.00,2,($158.40),-0.32%,$47.50,23.46%,,$0.70,$1.00
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($155.00),$38640.90,,($155.00),0.00%,-76.54%,$0.70,$1.00
870,Buy,8/8/2022 10:45,LE2,$4888.75,$0.00,2,($148.40),-0.30%,$57.50,28.40%,,$0.70,$1.00
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($145.00),$38492.50,,($145.00),0.00%,-71.60%,$0.70,$1.00
871,Buy,8/8/2022 11:00,LE3,$4894.25,$0.00,2,($203.40),-0.41%,$2.50,1.23%,,$0.70,$1.00
,Sell,8/8/2022 11:45,PosRiskLX,$4874.25,,($200.00),$38289.10,,($200.00),0.00%,-98.77%,$0.70,$1.00
872,Buy,8/10/2022 09:45,LE1,$4908.50,$0.00,2,($205.90),-0.41%,$10.00,4.71%,,$0.70,$1.00
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($202.50),$38083.20,,($202.50),0.00%,-95.29%,$0.70,$1.00
873,Buy,8/10/2022 10:00,LE2,$4903.50,$0.00,2,($155.90),-0.31%,$60.00,28.24%,,$0.70,$1.00
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($152.50),$37927.30,,($152.50),0.00%,-71.76%,$0.70,$1.00
874,Buy,8/10/2022 10:15,LE3,$4903.25,$0.00,2,($153.40),-0.31%,$40.00,21.05%,,$0.70,$1.00
,Sell,8/10/2022 10:30,PosRiskLX,$4888.25,,($150.00),$37773.90,,($150.00),0.00%,-78.95%,$0.70,$1.00
875,Buy,8/11/2022 09:45,LE1,$4950.00,$0.00,2,($165.90),-0.33%,$200.00,55.17%,,$0.70,$1.00
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($162.50),$37608.00,,($162.50),0.00%,-44.83%,$0.70,$1.00
876,Buy,8/11/2022 10:00,LE2,$4948.00,$0.00,2,($145.90),-0.29%,$220.00,60.69%,,$0.70,$1.00
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($142.50),$37462.10,,($142.50),0.00%,-39.31%,$0.70,$1.00
877,Buy,8/11/2022 10:15,LE3,$4953.75,$0.00,2,($203.40),-0.40%,$162.50,44.83%,,$0.70,$1.00
,Sell,8/11/2022 11:30,PosRiskLX,$4933.75,,($200.00),$37258.70,,($200.00),0.00%,-55.17%,$0.70,$1.00
878,Buy,8/12/2022 10:45,LE1,$4945.50,$0.00,2,$266.60,0.55%,$467.50,84.62%,,$0.70,$1.00
,Sell,8/15/2022 03:45,LX1,$4972.50,,$270.00,$37525.30,,($85.00),64.25%,48.87%,$0.70,$1.00
879,Buy,8/12/2022 11:00,LE2,$4940.25,$0.00,2,$319.10,0.65%,$520.00,94.12%,,$0.70,$1.00
,Sell,8/15/2022 03:45,LX2,$4972.50,,$322.50,$37844.40,,($32.50),64.25%,58.37%,$0.70,$1.00
880,Buy,8/12/2022 11:15,LE3,$4944.75,$0.00,2,$274.10,0.56%,$475.00,96.94%,,$0.70,$1.00
,Sell,8/15/2022 03:45,LX3,$4972.50,,$277.50,$38118.50,,($15.00),59.69%,56.63%,$0.70,$1.00
881,Buy,8/18/2022 11:30,LE1,$4988.25,$0.00,2,($105.90),-0.21%,$120.00,53.33%,,$0.70,$1.00
,Sell,8/18/2022 13:00,LX1,$4978.00,,($102.50),$38012.60,,($105.00),1.11%,-45.56%,$0.70,$1.00
882,Buy,8/18/2022 11:45,LE2,$4994.00,$0.00,2,($163.40),-0.32%,$62.50,27.78%,,$0.70,$1.00
,Sell,8/18/2022 13:00,LX2,$4978.00,,($160.00),$37849.20,,($162.50),1.11%,-71.11%,$0.70,$1.00
883,Buy,8/18/2022 12:00,LE3,$4996.50,$0.00,2,($188.40),-0.37%,$37.50,16.67%,,$0.70,$1.00
,Sell,8/18/2022 13:00,LX3,$4978.00,,($185.00),$37660.80,,($187.50),1.11%,-82.22%,$0.70,$1.00
884,Buy,8/25/2022 10:15,LE1,$4880.50,$0.00,2,($133.40),-0.27%,$140.00,51.85%,,$0.70,$1.00
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($130.00),$37527.40,,($130.00),0.00%,-48.15%,$0.70,$1.00
885,Buy,8/25/2022 10:30,LE2,$4882.00,$0.00,2,($148.40),-0.30%,$125.00,46.30%,,$0.70,$1.00
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($145.00),$37379.00,,($145.00),0.00%,-53.70%,$0.70,$1.00
886,Buy,8/25/2022 10:45,LE3,$4890.00,$0.00,2,($228.40),-0.46%,$45.00,16.67%,,$0.70,$1.00
,Sell,8/25/2022 11:30,PosRiskLX,$4867.50,,($225.00),$37150.60,,($225.00),0.00%,-83.33%,$0.70,$1.00
887,Buy,8/26/2022 09:45,LE1,$4910.25,$0.00,2,($273.40),-0.55%,$55.00,16.92%,,$0.70,$1.00
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($270.00),$36877.20,,($270.00),0.00%,-83.08%,$0.70,$1.00
888,Buy,8/26/2022 10:00,LE2,$4906.50,$0.00,2,($235.90),-0.47%,$92.50,28.46%,,$0.70,$1.00
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($232.50),$36641.30,,($232.50),0.00%,-71.54%,$0.70,$1.00
889,Buy,8/26/2022 10:15,LE3,$4907.75,$0.00,2,($248.40),-0.50%,$80.00,24.62%,,$0.70,$1.00
,Sell,8/26/2022 10:15,PosRiskLX,$4883.25,,($245.00),$36392.90,,($245.00),0.00%,-75.38%,$0.70,$1.00
890,Buy,9/2/2022 09:45,LE1,$4715.75,$0.00,2,($73.40),-0.15%,$130.00,28.26%,,$0.70,$1.00
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,($70.00),$36319.50,,($330.00),56.52%,-15.22%,$0.70,$1.00
891,Buy,9/2/2022 10:00,LE2,$4692.50,$0.00,2,$159.10,0.35%,$362.50,78.80%,,$0.70,$1.00
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,$162.50,$36478.60,,($97.50),56.52%,35.33%,$0.70,$1.00
892,Buy,9/2/2022 10:15,LE3,$4693.50,$0.00,2,$149.10,0.32%,$352.50,76.63%,,$0.70,$1.00
,Sell,9/2/2022 12:30,% Trailing Stop,$4708.75,,$152.50,$36627.70,,($107.50),56.52%,33.15%,$0.70,$1.00
893,Buy,9/8/2022 11:15,LE1,$4710.75,$0.00,2,($138.40),-0.29%,$97.50,41.94%,,$0.70,$1.00
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($135.00),$36489.30,,($135.00),0.00%,-58.06%,$0.70,$1.00
894,Buy,9/8/2022 11:30,LE2,$4717.00,$0.00,2,($200.90),-0.42%,$35.00,15.05%,,$0.70,$1.00
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($197.50),$36288.40,,($197.50),0.00%,-84.95%,$0.70,$1.00
895,Buy,9/8/2022 11:45,LE3,$4714.50,$0.00,2,($175.90),-0.37%,$45.00,20.69%,,$0.70,$1.00
,Sell,9/8/2022 12:15,PosRiskLX,$4697.25,,($172.50),$36112.50,,($172.50),0.00%,-79.31%,$0.70,$1.00
896,Buy,9/9/2022 09:45,LE1,$4739.00,$0.00,2,$589.10,1.25%,$685.00,96.48%,,$0.70,$1.00
,Sell,9/12/2022 07:45,LX1,$4798.25,,$592.50,$36701.60,,($25.00),86.97%,83.45%,$0.70,$1.00
897,Buy,9/9/2022 10:00,LE2,$4741.75,$0.00,2,$561.60,1.19%,$657.50,92.61%,,$0.70,$1.00
,Sell,9/12/2022 07:45,LX2,$4798.25,,$565.00,$37263.20,,($52.50),86.97%,79.58%,$0.70,$1.00
898,Buy,9/9/2022 10:15,LE3,$4754.75,$0.00,2,$431.60,0.91%,$527.50,96.79%,,$0.70,$1.00
,Sell,9/12/2022 07:45,LX3,$4798.25,,$435.00,$37694.80,,($17.50),83.03%,79.82%,$0.70,$1.00
899,Buy,9/21/2022 11:00,LE1,$4584.50,$0.00,2,($13.40),-0.02%,$27.50,32.35%,,$0.70,$1.00
,Sell,9/21/2022 11:45,LX1,$4583.50,,($10.00),$37681.40,,($57.50),55.88%,-11.76%,$0.70,$1.00
900,Buy,9/21/2022 11:15,LE2,$4584.75,$0.00,2,($15.90),-0.03%,$25.00,29.41%,,$0.70,$1.00
,Sell,9/21/2022 11:45,LX2,$4583.50,,($12.50),$37665.50,,($60.00),55.88%,-14.71%,$0.70,$1.00
901,Buy,9/21/2022 11:30,LE3,$4585.00,$0.00,2,($18.40),-0.03%,$2.50,4.55%,,$0.70,$1.00
,Sell,9/21/2022 11:45,LX3,$4583.50,,($15.00),$37647.10,,($52.50),68.18%,-27.27%,$0.70,$1.00
902,Buy,10/25/2022 09:45,LE1,$4501.75,$0.00,2,$304.10,0.68%,$652.50,98.12%,,$0.70,$1.00
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,$307.50,$37951.20,,($12.50),48.12%,46.24%,$0.70,$1.00
903,Buy,10/25/2022 10:00,LE2,$4514.00,$0.00,2,$181.60,0.41%,$530.00,99.07%,,$0.70,$1.00
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,$185.00,$38132.80,,($5.00),35.51%,34.58%,$0.70,$1.00
904,Buy,10/25/2022 10:15,LE3,$4537.75,$0.00,2,($55.90),-0.12%,$292.50,72.67%,,$0.70,$1.00
,Sell,10/25/2022 18:15,% Trailing Stop,$4532.50,,($52.50),$38076.90,,($110.00),14.29%,-13.04%,$0.70,$1.00
905,Buy,10/27/2022 09:45,LE1,$4543.50,$0.00,2,$19.10,0.05%,$200.00,44.20%,,$0.70,$1.00
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,$22.50,$38096.00,,($252.50),60.77%,4.97%,$0.70,$1.00
906,Buy,10/27/2022 10:00,LE2,$4547.00,$0.00,2,($15.90),-0.03%,$165.00,36.46%,,$0.70,$1.00
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,($12.50),$38080.10,,($287.50),60.77%,-2.76%,$0.70,$1.00
907,Buy,10/27/2022 10:15,LE3,$4525.00,$0.00,2,$204.10,0.46%,$385.00,91.12%,,$0.70,$1.00
,Sell,10/27/2022 10:45,% Trailing Stop,$4545.75,,$207.50,$38284.20,,($37.50),57.99%,49.11%,$0.70,$1.00
908,Buy,10/28/2022 09:45,LE1,$4511.50,$0.00,2,$711.60,1.58%,$1055.00,97.69%,,$0.70,$1.00
,Sell,10/31/2022 04:45,LX1,$4583.00,,$715.00,$38995.80,,($25.00),68.52%,66.20%,$0.70,$1.00
909,Buy,10/28/2022 10:00,LE2,$4538.00,$0.00,2,$446.60,0.99%,$790.00,83.38%,,$0.70,$1.00
,Sell,10/31/2022 04:45,LX2,$4583.00,,$450.00,$39442.40,,($157.50),64.12%,47.49%,$0.70,$1.00
910,Buy,10/28/2022 10:15,LE3,$4538.75,$0.00,2,$439.10,0.97%,$782.50,82.59%,,$0.70,$1.00
,Sell,10/31/2022 04:45,LX3,$4583.00,,$442.50,$39881.50,,($165.00),64.12%,46.70%,$0.70,$1.00
911,Buy,11/1/2022 09:45,LE1,$4614.50,$0.00,2,($273.40),-0.59%,$27.50,9.24%,,$0.70,$1.00
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($270.00),$39608.10,,($270.00),0.00%,-90.76%,$0.70,$1.00
912,Buy,11/1/2022 10:00,LE2,$4610.50,$0.00,2,($233.40),-0.50%,$2.50,1.08%,,$0.70,$1.00
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($230.00),$39374.70,,($230.00),0.00%,-98.92%,$0.70,$1.00
913,Buy,11/1/2022 10:15,LE3,$4593.50,$0.00,2,($63.40),-0.13%,$75.00,55.56%,,$0.70,$1.00
,Sell,11/1/2022 10:15,PosRiskLX,$4587.50,,($60.00),$39311.30,,($60.00),0.00%,-44.44%,$0.70,$1.00
914,Buy,11/3/2022 12:30,LE1,$4437.50,$0.00,2,($143.40),-0.32%,$137.50,49.55%,,$0.70,$1.00
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($140.00),$39167.90,,($140.00),0.00%,-50.45%,$0.70,$1.00
915,Buy,11/3/2022 12:45,LE2,$4440.25,$0.00,2,($170.90),-0.38%,$110.00,39.64%,,$0.70,$1.00
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($167.50),$38997.00,,($167.50),0.00%,-60.36%,$0.70,$1.00
916,Buy,11/3/2022 13:00,LE3,$4443.25,$0.00,2,($200.90),-0.44%,$80.00,28.83%,,$0.70,$1.00
,Sell,11/3/2022 16:00,PosRiskLX,$4423.50,,($197.50),$38796.10,,($197.50),0.00%,-71.17%,$0.70,$1.00
917,Buy,11/4/2022 09:45,LE1,$4479.00,$0.00,2,($88.40),-0.19%,$195.00,28.89%,,$0.70,$1.00
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,($85.00),$38707.70,,($480.00),58.52%,-12.59%,$0.70,$1.00
918,Buy,11/4/2022 10:00,LE2,$4437.50,$0.00,2,$326.60,0.74%,$610.00,90.37%,,$0.70,$1.00
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,$330.00,$39034.30,,($65.00),58.52%,48.89%,$0.70,$1.00
919,Buy,11/4/2022 10:15,LE3,$4460.25,$0.00,2,$99.10,0.23%,$382.50,89.47%,,$0.70,$1.00
,Sell,11/4/2022 11:15,% Trailing Stop,$4470.50,,$102.50,$39133.40,,($45.00),34.50%,23.98%,$0.70,$1.00
920,Buy,11/7/2022 11:30,LE1,$4478.75,$0.00,2,$471.60,1.06%,$810.00,87.10%,,$0.70,$1.00
,Sell,11/8/2022 13:45,LX1,$4526.25,,$475.00,$39605.00,,($120.00),63.98%,51.08%,$0.70,$1.00
921,Buy,11/7/2022 11:45,LE2,$4486.75,$0.00,2,$391.60,0.88%,$730.00,78.49%,,$0.70,$1.00
,Sell,11/8/2022 13:45,LX2,$4526.25,,$395.00,$39996.60,,($200.00),63.98%,42.47%,$0.70,$1.00
922,Buy,11/7/2022 12:00,LE3,$4472.25,$0.00,2,$536.60,1.21%,$875.00,94.09%,,$0.70,$1.00
,Sell,11/8/2022 13:45,LX3,$4526.25,,$540.00,$40533.20,,($55.00),63.98%,58.06%,$0.70,$1.00
923,Buy,11/10/2022 09:45,LE1,$4587.25,$0.00,2,$86.60,0.20%,$252.50,51.53%,,$0.70,$1.00
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,$90.00,$40619.80,,($237.50),66.84%,18.37%,$0.70,$1.00
924,Buy,11/10/2022 10:00,LE2,$4575.75,$0.00,2,$201.60,0.45%,$367.50,96.71%,,$0.70,$1.00
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,$205.00,$40821.40,,($12.50),57.24%,53.95%,$0.70,$1.00
925,Buy,11/10/2022 10:15,LE3,$4605.75,$0.00,2,($98.40),-0.21%,$67.50,41.54%,,$0.70,$1.00
,Sell,11/10/2022 10:15,% Trailing Stop,$4596.25,,($95.00),$40723.00,,($95.00),0.00%,-58.46%,$0.70,$1.00
926,Buy,11/11/2022 09:45,LE1,$4664.00,$0.00,2,$11.60,0.03%,$200.00,46.24%,,$0.70,$1.00
,Sell,11/11/2022 11:15,% Trailing Stop,$4665.50,,$15.00,$40734.60,,($232.50),57.23%,3.47%,$0.70,$1.00
927,Buy,11/11/2022 10:00,LE2,$4650.50,$0.00,2,$146.60,0.32%,$335.00,77.46%,,$0.70,$1.00
,Sell,11/11/2022 11:15,% Trailing Stop,$4665.50,,$150.00,$40881.20,,($97.50),57.23%,34.68%,$0.70,$1.00
