

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

,Sell,5/20/2020 13:00,LX1,$3598.50,,($92.50),$19470.80,,($102.50),6.15%,-56.92%,$0.70,$1.00
425,Buy,5/20/2020 10:45,LE2,$3608.00,$0.00,2,($98.40),-0.26%,$57.50,35.38%,,$0.70,$1.00
,Sell,5/20/2020 13:00,LX2,$3598.50,,($95.00),$19372.40,,($105.00),6.15%,-58.46%,$0.70,$1.00
426,Buy,5/20/2020 11:00,LE3,$3608.75,$0.00,2,($105.90),-0.28%,$50.00,30.77%,,$0.70,$1.00
,Sell,5/20/2020 13:00,LX3,$3598.50,,($102.50),$19266.50,,($112.50),6.15%,-63.08%,$0.70,$1.00
427,Buy,5/21/2020 09:45,LE1,$3602.25,$0.00,2,($135.90),-0.37%,$87.50,39.77%,,$0.70,$1.00
,Sell,5/21/2020 10:45,PosRiskLX,$3589.00,,($132.50),$19130.60,,($132.50),0.00%,-60.23%,$0.70,$1.00
428,Buy,5/21/2020 10:00,LE2,$3610.00,$0.00,2,($213.40),-0.58%,$10.00,4.55%,,$0.70,$1.00
,Sell,5/21/2020 10:45,PosRiskLX,$3589.00,,($210.00),$18917.20,,($210.00),0.00%,-95.45%,$0.70,$1.00
429,Buy,5/21/2020 10:15,LE3,$3605.25,$0.00,2,($165.90),-0.45%,$35.00,17.72%,,$0.70,$1.00
,Sell,5/21/2020 10:45,PosRiskLX,$3589.00,,($162.50),$18751.30,,($162.50),0.00%,-82.28%,$0.70,$1.00
430,Buy,5/25/2020 09:45,LE1,$3623.75,$0.00,2,$91.60,0.26%,$340.00,87.18%,,$0.70,$1.00
,Sell,5/26/2020 15:45,% Trailing Stop,$3633.25,,$95.00,$18842.90,,($50.00),37.18%,24.36%,$0.70,$1.00
431,Buy,5/25/2020 10:00,LE2,$3622.00,$0.00,2,$109.10,0.31%,$357.50,91.67%,,$0.70,$1.00
,Sell,5/26/2020 15:45,% Trailing Stop,$3633.25,,$112.50,$18952.00,,($32.50),37.18%,28.85%,$0.70,$1.00
432,Buy,5/25/2020 10:15,LE3,$3623.00,$0.00,2,$99.10,0.28%,$347.50,89.10%,,$0.70,$1.00
,Sell,5/26/2020 15:45,% Trailing Stop,$3633.25,,$102.50,$19051.10,,($42.50),37.18%,26.28%,$0.70,$1.00
433,Buy,5/27/2020 09:45,LE1,$3656.00,$0.00,2,($225.90),-0.61%,$12.50,4.63%,,$0.70,$1.00
,Sell,5/27/2020 10:15,LX1,$3633.75,,($222.50),$18825.20,,($257.50),12.96%,-82.41%,$0.70,$1.00
434,Buy,5/27/2020 10:00,LE2,$3648.50,$0.00,2,($150.90),-0.40%,$2.50,1.35%,,$0.70,$1.00
,Sell,5/27/2020 10:15,LX2,$3633.75,,($147.50),$18674.30,,($182.50),18.92%,-79.73%,$0.70,$1.00
435,Buy,6/2/2020 09:45,LE1,$3700.00,$0.00,2,($135.90),-0.36%,$75.00,35.71%,,$0.70,$1.00
,Sell,6/2/2020 11:30,LX1,$3686.75,,($132.50),$18538.40,,($135.00),1.19%,-63.10%,$0.70,$1.00
436,Buy,6/2/2020 10:00,LE2,$3693.75,$0.00,2,($73.40),-0.19%,$137.50,65.48%,,$0.70,$1.00
,Sell,6/2/2020 11:30,LX2,$3686.75,,($70.00),$18465.00,,($72.50),1.19%,-33.33%,$0.70,$1.00
437,Buy,6/2/2020 10:15,LE3,$3697.50,$0.00,2,($110.90),-0.29%,$100.00,47.62%,,$0.70,$1.00
,Sell,6/2/2020 11:30,LX3,$3686.75,,($107.50),$18354.10,,($110.00),1.19%,-51.19%,$0.70,$1.00
438,Buy,6/3/2020 09:45,LE1,$3737.00,$0.00,2,$101.60,0.28%,$305.00,91.04%,,$0.70,$1.00
,Sell,6/3/2020 22:15,% Trailing Stop,$3747.50,,$105.00,$18455.70,,($30.00),40.30%,31.34%,$0.70,$1.00
439,Buy,6/3/2020 10:00,LE2,$3740.50,$0.00,2,$66.60,0.19%,$270.00,87.10%,,$0.70,$1.00
,Sell,6/3/2020 22:15,% Trailing Stop,$3747.50,,$70.00,$18522.30,,($40.00),35.48%,22.58%,$0.70,$1.00
440,Buy,6/3/2020 10:15,LE3,$3740.50,$0.00,2,$66.60,0.19%,$270.00,95.58%,,$0.70,$1.00
,Sell,6/3/2020 22:15,% Trailing Stop,$3747.50,,$70.00,$18588.90,,($12.50),29.20%,24.78%,$0.70,$1.00
441,Buy,6/5/2020 09:45,LE1,$3807.50,$0.00,2,$154.10,0.41%,$410.00,97.62%,,$0.70,$1.00
,Sell,6/5/2020 16:00,% Trailing Stop,$3823.25,,$157.50,$18743.00,,($10.00),39.88%,37.50%,$0.70,$1.00
442,Buy,6/5/2020 10:00,LE2,$3819.25,$0.00,2,$36.60,0.10%,$292.50,75.97%,,$0.70,$1.00
,Sell,6/5/2020 16:00,% Trailing Stop,$3823.25,,$40.00,$18779.60,,($92.50),34.42%,10.39%,$0.70,$1.00
443,Buy,6/5/2020 10:15,LE3,$3811.50,$0.00,2,$114.10,0.31%,$370.00,96.10%,,$0.70,$1.00
,Sell,6/5/2020 16:00,% Trailing Stop,$3823.25,,$117.50,$18893.70,,($15.00),34.42%,30.52%,$0.70,$1.00
444,Buy,7/10/2020 14:00,LE1,$3810.75,$0.00,2,$589.10,1.55%,$602.50,97.57%,,$0.70,$1.00
,Sell,7/13/2020 11:45,LX1,$3870.00,,$592.50,$19482.80,,($15.00),98.38%,95.95%,$0.70,$1.00
445,Buy,7/10/2020 14:15,LE2,$3812.75,$0.00,2,$569.10,1.50%,$582.50,94.33%,,$0.70,$1.00
,Sell,7/13/2020 11:45,LX2,$3870.00,,$572.50,$20051.90,,($35.00),98.38%,92.71%,$0.70,$1.00
446,Buy,7/10/2020 14:30,LE3,$3811.50,$0.00,2,$581.60,1.53%,$595.00,96.36%,,$0.70,$1.00
,Sell,7/13/2020 11:45,LX3,$3870.00,,$585.00,$20633.50,,($22.50),98.38%,94.74%,$0.70,$1.00
447,Buy,7/16/2020 13:15,LE1,$3844.75,$0.00,2,$121.60,0.33%,$290.00,85.29%,,$0.70,$1.00
,Sell,7/19/2020 21:15,% Trailing Stop,$3857.25,,$125.00,$20755.10,,($50.00),51.47%,36.76%,$0.70,$1.00
448,Buy,7/16/2020 13:30,LE2,$3853.00,$0.00,2,$39.10,0.11%,$207.50,61.03%,,$0.70,$1.00
,Sell,7/19/2020 21:15,% Trailing Stop,$3857.25,,$42.50,$20794.20,,($132.50),51.47%,12.50%,$0.70,$1.00
449,Buy,7/16/2020 13:45,LE3,$3853.50,$0.00,2,$34.10,0.10%,$202.50,59.56%,,$0.70,$1.00
,Sell,7/19/2020 21:15,% Trailing Stop,$3857.25,,$37.50,$20828.30,,($137.50),51.47%,11.03%,$0.70,$1.00
450,Buy,7/21/2020 09:45,LE1,$3912.25,$0.00,2,($90.90),-0.22%,$50.00,29.85%,,$0.70,$1.00
,Sell,7/21/2020 15:30,LX1,$3903.50,,($87.50),$20737.40,,($117.50),17.91%,-52.24%,$0.70,$1.00
451,Buy,7/21/2020 10:00,LE2,$3910.25,$0.00,2,($70.90),-0.17%,$70.00,41.79%,,$0.70,$1.00
,Sell,7/21/2020 15:30,LX2,$3903.50,,($67.50),$20666.50,,($97.50),17.91%,-40.30%,$0.70,$1.00
452,Buy,7/21/2020 10:15,LE3,$3915.25,$0.00,2,($120.90),-0.30%,$20.00,11.94%,,$0.70,$1.00
,Sell,7/21/2020 15:30,LX3,$3903.50,,($117.50),$20545.60,,($147.50),17.91%,-70.15%,$0.70,$1.00
453,Buy,7/28/2020 11:30,LE1,$3878.50,$0.00,2,($150.90),-0.38%,$60.00,27.59%,,$0.70,$1.00
,Sell,7/28/2020 16:00,LX1,$3863.75,,($147.50),$20394.70,,($157.50),4.60%,-67.82%,$0.70,$1.00
454,Buy,7/28/2020 11:45,LE2,$3877.50,$0.00,2,($140.90),-0.35%,$70.00,32.18%,,$0.70,$1.00
,Sell,7/28/2020 16:00,LX2,$3863.75,,($137.50),$20253.80,,($147.50),4.60%,-63.22%,$0.70,$1.00
455,Buy,7/28/2020 12:00,LE3,$3880.25,$0.00,2,($168.40),-0.43%,$42.50,19.54%,,$0.70,$1.00
,Sell,7/28/2020 16:00,LX3,$3863.75,,($165.00),$20085.40,,($175.00),4.60%,-75.86%,$0.70,$1.00
456,Buy,7/29/2020 10:00,LE1,$3873.25,$0.00,2,$114.10,0.30%,$322.50,92.14%,,$0.70,$1.00
,Sell,7/30/2020 03:15,% Trailing Stop,$3885.00,,$117.50,$20199.50,,($27.50),41.43%,33.57%,$0.70,$1.00
457,Buy,7/29/2020 10:15,LE2,$3875.75,$0.00,2,$89.10,0.24%,$297.50,98.35%,,$0.70,$1.00
,Sell,7/30/2020 03:15,% Trailing Stop,$3885.00,,$92.50,$20288.60,,($5.00),32.23%,30.58%,$0.70,$1.00
458,Buy,7/29/2020 10:30,LE3,$3880.25,$0.00,2,$44.10,0.12%,$252.50,97.12%,,$0.70,$1.00
,Sell,7/30/2020 03:15,% Trailing Stop,$3885.00,,$47.50,$20332.70,,($7.50),21.15%,18.27%,$0.70,$1.00
459,Buy,7/31/2020 09:45,LE1,$3906.50,$0.00,2,($115.90),-0.29%,$25.00,12.50%,,$0.70,$1.00
,Sell,7/31/2020 10:15,LX1,$3895.25,,($112.50),$20216.80,,($175.00),31.25%,-56.25%,$0.70,$1.00
460,Buy,7/31/2020 10:00,LE2,$3894.00,$0.00,2,$9.10,0.03%,$40.00,44.44%,,$0.70,$1.00
,Sell,7/31/2020 10:15,LX2,$3895.25,,$12.50,$20225.90,,($50.00),69.44%,13.89%,$0.70,$1.00
461,Buy,8/4/2020 10:15,LE1,$3934.25,$0.00,2,$214.10,0.55%,$435.00,86.14%,,$0.70,$1.00
,Sell,8/6/2020 07:15,LX1,$3956.00,,$217.50,$20440.00,,($70.00),56.93%,43.07%,$0.70,$1.00
462,Buy,8/4/2020 10:30,LE2,$3940.25,$0.00,2,$154.10,0.40%,$375.00,74.26%,,$0.70,$1.00
,Sell,8/6/2020 07:15,LX2,$3956.00,,$157.50,$20594.10,,($130.00),56.93%,31.19%,$0.70,$1.00
463,Buy,8/4/2020 10:45,LE3,$3935.75,$0.00,2,$199.10,0.51%,$420.00,83.17%,,$0.70,$1.00
,Sell,8/6/2020 07:15,LX3,$3956.00,,$202.50,$20793.20,,($85.00),56.93%,40.10%,$0.70,$1.00
464,Buy,8/7/2020 10:30,LE1,$3986.50,$0.00,2,($85.90),-0.21%,$80.00,34.04%,,$0.70,$1.00
,Sell,8/7/2020 15:00,LX1,$3978.25,,($82.50),$20707.30,,($155.00),30.85%,-35.11%,$0.70,$1.00
465,Buy,8/7/2020 10:45,LE2,$3985.00,$0.00,2,($70.90),-0.17%,$95.00,40.43%,,$0.70,$1.00
,Sell,8/7/2020 15:00,LX2,$3978.25,,($67.50),$20636.40,,($140.00),30.85%,-28.72%,$0.70,$1.00
466,Buy,8/7/2020 11:00,LE3,$3989.25,$0.00,2,($113.40),-0.28%,$52.50,22.34%,,$0.70,$1.00
,Sell,8/7/2020 15:00,LX3,$3978.25,,($110.00),$20523.00,,($182.50),30.85%,-46.81%,$0.70,$1.00
467,Buy,8/10/2020 10:00,LE1,$4003.00,$0.00,2,($193.40),-0.47%,$7.50,3.80%,,$0.70,$1.00
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($190.00),$20329.60,,($190.00),0.00%,-96.20%,$0.70,$1.00
468,Buy,8/10/2020 10:15,LE2,$3999.00,$0.00,2,($153.40),-0.38%,$30.00,16.67%,,$0.70,$1.00
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($150.00),$20176.20,,($150.00),0.00%,-83.33%,$0.70,$1.00
469,Buy,8/10/2020 10:30,LE3,$4000.50,$0.00,2,($168.40),-0.41%,$15.00,8.33%,,$0.70,$1.00
,Sell,8/10/2020 11:00,PosRiskLX,$3984.00,,($165.00),$20007.80,,($165.00),0.00%,-91.67%,$0.70,$1.00
470,Buy,8/11/2020 09:45,LE1,$4016.75,$0.00,2,($65.90),-0.16%,$65.00,32.50%,,$0.70,$1.00
,Sell,8/11/2020 14:45,LX1,$4010.50,,($62.50),$19941.90,,($135.00),36.25%,-31.25%,$0.70,$1.00
471,Buy,8/11/2020 10:00,LE2,$4017.75,$0.00,2,($75.90),-0.18%,$55.00,27.50%,,$0.70,$1.00
,Sell,8/11/2020 14:45,LX2,$4010.50,,($72.50),$19866.00,,($145.00),36.25%,-36.25%,$0.70,$1.00
472,Buy,8/11/2020 10:15,LE3,$4011.75,$0.00,2,($15.90),-0.03%,$115.00,57.50%,,$0.70,$1.00
,Sell,8/11/2020 14:45,LX3,$4010.50,,($12.50),$19850.10,,($85.00),36.25%,-6.25%,$0.70,$1.00
473,Buy,8/17/2020 13:15,LE1,$4029.25,$0.00,2,($138.40),-0.34%,$95.00,40.86%,,$0.70,$1.00
,Sell,8/18/2020 10:45,LX1,$4015.75,,($135.00),$19711.70,,($137.50),1.08%,-58.06%,$0.70,$1.00
474,Buy,8/17/2020 13:30,LE2,$4029.25,$0.00,2,($138.40),-0.34%,$95.00,40.86%,,$0.70,$1.00
,Sell,8/18/2020 10:45,LX2,$4015.75,,($135.00),$19573.30,,($137.50),1.08%,-58.06%,$0.70,$1.00
475,Buy,8/17/2020 13:45,LE3,$4028.50,$0.00,2,($130.90),-0.32%,$102.50,44.09%,,$0.70,$1.00
,Sell,8/18/2020 10:45,LX3,$4015.75,,($127.50),$19442.40,,($130.00),1.08%,-54.84%,$0.70,$1.00
476,Buy,8/26/2020 09:45,LE1,$4095.25,$0.00,2,$264.10,0.65%,$275.00,82.71%,,$0.70,$1.00
,Sell,8/26/2020 14:30,LX1,$4122.00,,$267.50,$19706.50,,($57.50),97.74%,80.45%,$0.70,$1.00
477,Buy,8/26/2020 10:00,LE2,$4090.75,$0.00,2,$309.10,0.76%,$320.00,96.24%,,$0.70,$1.00
,Sell,8/26/2020 14:30,LX2,$4122.00,,$312.50,$20015.60,,($12.50),97.74%,93.98%,$0.70,$1.00
478,Buy,8/26/2020 10:15,LE3,$4094.50,$0.00,2,$271.60,0.67%,$282.50,91.87%,,$0.70,$1.00
,Sell,8/26/2020 14:30,LX3,$4122.00,,$275.00,$20287.20,,($25.00),97.56%,89.43%,$0.70,$1.00
479,Buy,9/9/2020 14:30,LE1,$4060.25,$0.00,2,($123.40),-0.30%,$125.00,25.25%,,$0.70,$1.00
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($120.00),$20163.80,,($370.00),50.51%,-24.24%,$0.70,$1.00
480,Buy,9/10/2020 09:45,LE2,$4066.00,$0.00,2,($180.90),-0.44%,$67.50,27.55%,,$0.70,$1.00
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($177.50),$19982.90,,($177.50),0.00%,-72.45%,$0.70,$1.00
481,Buy,9/10/2020 10:00,LE3,$4068.75,$0.00,2,($208.40),-0.50%,$40.00,16.33%,,$0.70,$1.00
,Sell,9/10/2020 11:00,PosRiskLX,$4048.25,,($205.00),$19774.50,,($205.00),0.00%,-83.67%,$0.70,$1.00
482,Buy,9/11/2020 11:00,LE1,$4007.75,$0.00,2,($168.40),-0.41%,$92.50,35.92%,,$0.70,$1.00
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($165.00),$19606.10,,($165.00),0.00%,-64.08%,$0.70,$1.00
483,Buy,9/11/2020 11:15,LE2,$4003.25,$0.00,2,($123.40),-0.30%,$137.50,53.40%,,$0.70,$1.00
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($120.00),$19482.70,,($120.00),0.00%,-46.60%,$0.70,$1.00
484,Buy,9/11/2020 11:30,LE3,$4013.25,$0.00,2,($223.40),-0.55%,$27.50,11.11%,,$0.70,$1.00
,Sell,9/11/2020 12:15,PosRiskLX,$3991.25,,($220.00),$19259.30,,($220.00),0.00%,-88.89%,$0.70,$1.00
485,Buy,9/14/2020 09:45,LE1,$4022.00,$0.00,2,$186.60,0.47%,$457.50,89.27%,,$0.70,$1.00
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$190.00,$19445.90,,($55.00),47.80%,37.07%,$0.70,$1.00
486,Buy,9/14/2020 10:00,LE2,$4030.00,$0.00,2,$106.60,0.27%,$377.50,84.83%,,$0.70,$1.00
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$110.00,$19552.50,,($67.50),39.89%,24.72%,$0.70,$1.00
487,Buy,9/14/2020 10:15,LE3,$4037.25,$0.00,2,$34.10,0.09%,$305.00,68.54%,,$0.70,$1.00
,Sell,9/15/2020 15:45,% Trailing Stop,$4041.00,,$37.50,$19586.60,,($140.00),39.89%,8.43%,$0.70,$1.00
488,Buy,9/28/2020 09:45,LE1,$3991.75,$0.00,2,$61.60,0.16%,$300.00,72.73%,,$0.70,$1.00
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$65.00,$19648.20,,($112.50),43.03%,15.76%,$0.70,$1.00
489,Buy,9/28/2020 10:00,LE2,$3986.50,$0.00,2,$114.10,0.29%,$352.50,85.45%,,$0.70,$1.00
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$117.50,$19762.30,,($60.00),43.03%,28.48%,$0.70,$1.00
490,Buy,9/28/2020 10:15,LE3,$3987.00,$0.00,2,$109.10,0.28%,$347.50,88.54%,,$0.70,$1.00
,Sell,9/29/2020 03:15,% Trailing Stop,$3998.25,,$112.50,$19871.40,,($45.00),40.13%,28.66%,$0.70,$1.00
491,Buy,9/30/2020 10:00,LE1,$3999.75,$0.00,2,$186.60,0.48%,$430.00,95.56%,,$0.70,$1.00
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$190.00,$20058.00,,($20.00),46.67%,42.22%,$0.70,$1.00
492,Buy,9/30/2020 10:15,LE2,$4010.25,$0.00,2,$81.60,0.21%,$325.00,97.74%,,$0.70,$1.00
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$85.00,$20139.60,,($7.50),27.82%,25.56%,$0.70,$1.00
493,Buy,9/30/2020 10:30,LE3,$4015.75,$0.00,2,$26.60,0.07%,$270.00,97.30%,,$0.70,$1.00
,Sell,9/30/2020 14:30,% Trailing Stop,$4018.75,,$30.00,$20166.20,,($7.50),13.51%,10.81%,$0.70,$1.00
494,Buy,10/1/2020 09:45,LE1,$4035.75,$0.00,2,($95.90),-0.23%,$105.00,50.60%,,$0.70,$1.00
,Sell,10/1/2020 10:15,LX1,$4026.50,,($92.50),$20070.30,,($102.50),4.82%,-44.58%,$0.70,$1.00
495,Buy,10/1/2020 10:00,LE2,$4037.25,$0.00,2,($110.90),-0.27%,$17.50,12.96%,,$0.70,$1.00
,Sell,10/1/2020 10:15,LX2,$4026.50,,($107.50),$19959.40,,($117.50),7.41%,-79.63%,$0.70,$1.00
496,Buy,10/8/2020 09:45,LE1,$4087.00,$0.00,2,$1024.10,2.51%,$1130.00,91.87%,,$0.70,$1.00
,Sell,10/12/2020 15:30,LX1,$4189.75,,$1027.50,$20983.50,,($100.00),91.67%,83.54%,$0.70,$1.00
497,Buy,10/8/2020 10:00,LE2,$4086.00,$0.00,2,$1034.10,2.54%,$1140.00,92.68%,,$0.70,$1.00
,Sell,10/12/2020 15:30,LX2,$4189.75,,$1037.50,$22017.60,,($90.00),91.67%,84.35%,$0.70,$1.00
498,Buy,10/8/2020 10:15,LE3,$4090.25,$0.00,2,$991.60,2.43%,$1097.50,89.23%,,$0.70,$1.00
,Sell,10/12/2020 15:30,LX3,$4189.75,,$995.00,$23009.20,,($132.50),91.67%,80.89%,$0.70,$1.00
499,Buy,10/22/2020 13:45,LE1,$4097.75,$0.00,2,$81.60,0.21%,$245.00,86.73%,,$0.70,$1.00
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$85.00,$23090.80,,($37.50),43.36%,30.09%,$0.70,$1.00
500,Buy,10/22/2020 14:00,LE2,$4098.75,$0.00,2,$71.60,0.18%,$235.00,89.52%,,$0.70,$1.00
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$75.00,$23162.40,,($27.50),39.05%,28.57%,$0.70,$1.00
501,Buy,10/22/2020 14:15,LE3,$4102.75,$0.00,2,$31.60,0.09%,$195.00,74.29%,,$0.70,$1.00
,Sell,10/23/2020 10:15,% Trailing Stop,$4106.25,,$35.00,$23194.00,,($67.50),39.05%,13.33%,$0.70,$1.00
502,Buy,11/6/2020 10:45,LE1,$4157.00,$0.00,2,$484.10,1.17%,$1705.00,92.66%,,$0.70,$1.00
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$487.50,$23678.10,,($135.00),33.83%,26.49%,$0.70,$1.00
503,Buy,11/6/2020 11:00,LE2,$4156.25,$0.00,2,$491.60,1.19%,$1712.50,93.07%,,$0.70,$1.00
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$495.00,$24169.70,,($127.50),33.83%,26.90%,$0.70,$1.00
504,Buy,11/6/2020 11:15,LE3,$4147.75,$0.00,2,$576.60,1.40%,$1797.50,98.76%,,$0.70,$1.00
,Sell,11/9/2020 16:00,% Trailing Stop,$4205.75,,$580.00,$24746.30,,($22.50),33.10%,31.87%,$0.70,$1.00
505,Buy,11/11/2020 11:45,LE1,$4226.25,$0.00,2,($60.90),-0.14%,$92.50,48.68%,,$0.70,$1.00
,Sell,11/11/2020 15:00,LX1,$4220.50,,($57.50),$24685.40,,($97.50),21.05%,-30.26%,$0.70,$1.00
506,Buy,11/11/2020 12:00,LE2,$4227.50,$0.00,2,($73.40),-0.17%,$80.00,42.11%,,$0.70,$1.00
,Sell,11/11/2020 15:00,LX2,$4220.50,,($70.00),$24612.00,,($110.00),21.05%,-36.84%,$0.70,$1.00
507,Buy,11/11/2020 12:15,LE3,$4229.00,$0.00,2,($88.40),-0.20%,$65.00,34.21%,,$0.70,$1.00
,Sell,11/11/2020 15:00,LX3,$4220.50,,($85.00),$24523.60,,($125.00),21.05%,-44.74%,$0.70,$1.00
508,Buy,11/13/2020 12:00,LE1,$4219.25,$0.00,2,$529.10,1.26%,$572.50,100.00%,,$0.70,$1.00
,Sell,11/16/2020 04:00,LX1,$4272.50,,$532.50,$25052.70,,$0.00,93.01%,93.01%,$0.70,$1.00
509,Buy,11/13/2020 12:15,LE2,$4222.25,$0.00,2,$499.10,1.19%,$542.50,96.44%,,$0.70,$1.00
,Sell,11/16/2020 04:00,LX2,$4272.50,,$502.50,$25551.80,,($20.00),92.89%,89.33%,$0.70,$1.00
510,Buy,11/13/2020 12:30,LE3,$4223.25,$0.00,2,$489.10,1.17%,$532.50,94.67%,,$0.70,$1.00
,Sell,11/16/2020 04:00,LX3,$4272.50,,$492.50,$26040.90,,($30.00),92.89%,87.56%,$0.70,$1.00
511,Buy,11/17/2020 13:30,LE1,$4274.25,$0.00,2,($180.90),-0.42%,$47.50,21.11%,,$0.70,$1.00
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($177.50),$25860.00,,($177.50),0.00%,-78.89%,$0.70,$1.00
512,Buy,11/17/2020 13:45,LE2,$4273.75,$0.00,2,($175.90),-0.40%,$52.50,23.33%,,$0.70,$1.00
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($172.50),$25684.10,,($172.50),0.00%,-76.67%,$0.70,$1.00
513,Buy,11/17/2020 14:00,LE3,$4271.75,$0.00,2,($155.90),-0.36%,$72.50,32.22%,,$0.70,$1.00
,Sell,11/17/2020 19:45,PosRiskLX,$4256.50,,($152.50),$25528.20,,($152.50),0.00%,-67.78%,$0.70,$1.00
514,Buy,11/24/2020 09:45,LE1,$4261.25,$0.00,2,$261.60,0.62%,$525.00,84.00%,,$0.70,$1.00
,Sell,11/25/2020 08:15,LX1,$4287.75,,$265.00,$25789.80,,($100.00),58.40%,42.40%,$0.70,$1.00
515,Buy,11/24/2020 10:00,LE2,$4255.75,$0.00,2,$316.60,0.75%,$580.00,92.80%,,$0.70,$1.00
,Sell,11/25/2020 08:15,LX2,$4287.75,,$320.00,$26106.40,,($45.00),58.40%,51.20%,$0.70,$1.00
516,Buy,11/24/2020 10:15,LE3,$4262.50,$0.00,2,$249.10,0.59%,$512.50,96.24%,,$0.70,$1.00
,Sell,11/25/2020 08:15,LX3,$4287.75,,$252.50,$26355.50,,($20.00),51.17%,47.42%,$0.70,$1.00
517,Buy,11/26/2020 09:45,LE1,$4287.50,$0.00,2,$64.10,0.16%,$230.00,58.97%,,$0.70,$1.00
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$67.50,$26419.60,,($160.00),58.33%,17.31%,$0.70,$1.00
518,Buy,11/26/2020 10:00,LE2,$4287.00,$0.00,2,$69.10,0.17%,$235.00,60.26%,,$0.70,$1.00
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$72.50,$26488.70,,($155.00),58.33%,18.59%,$0.70,$1.00
519,Buy,11/26/2020 10:15,LE3,$4288.25,$0.00,2,$56.60,0.14%,$222.50,57.05%,,$0.70,$1.00
,Sell,11/29/2020 19:30,% Trailing Stop,$4294.25,,$60.00,$26545.30,,($167.50),58.33%,15.38%,$0.70,$1.00
520,Buy,12/1/2020 09:45,LE1,$4315.00,$0.00,2,$64.10,0.16%,$212.50,77.27%,,$0.70,$1.00
,Sell,12/1/2020 15:45,LX1,$4321.75,,$67.50,$26609.40,,($62.50),47.27%,24.55%,$0.70,$1.00
521,Buy,12/1/2020 10:00,LE2,$4318.25,$0.00,2,$31.60,0.08%,$180.00,81.82%,,$0.70,$1.00
,Sell,12/1/2020 15:45,LX2,$4321.75,,$35.00,$26641.00,,($40.00),34.09%,15.91%,$0.70,$1.00
522,Buy,12/1/2020 10:15,LE3,$4321.00,$0.00,2,$4.10,0.02%,$152.50,69.32%,,$0.70,$1.00
,Sell,12/1/2020 15:45,LX3,$4321.75,,$7.50,$26645.10,,($67.50),34.09%,3.41%,$0.70,$1.00
523,Buy,12/9/2020 09:45,LE1,$4367.50,$0.00,2,($168.40),-0.38%,$17.50,9.59%,,$0.70,$1.00
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($165.00),$26476.70,,($165.00),0.00%,-90.41%,$0.70,$1.00
524,Buy,12/9/2020 10:00,LE2,$4368.75,$0.00,2,($180.90),-0.41%,$5.00,2.74%,,$0.70,$1.00
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($177.50),$26295.80,,($177.50),0.00%,-97.26%,$0.70,$1.00
525,Buy,12/9/2020 10:15,LE3,$4366.75,$0.00,2,($160.90),-0.36%,$2.50,1.56%,,$0.70,$1.00
,Sell,12/9/2020 11:15,PosRiskLX,$4351.00,,($157.50),$26134.90,,($157.50),0.00%,-98.44%,$0.70,$1.00
526,Buy,12/17/2020 09:45,LE1,$4379.50,$0.00,2,$16.60,0.05%,$112.50,47.37%,,$0.70,$1.00
,Sell,12/18/2020 08:45,LX1,$4381.50,,$20.00,$26151.50,,($125.00),61.05%,8.42%,$0.70,$1.00
527,Buy,12/17/2020 10:00,LE2,$4377.50,$0.00,2,$36.60,0.09%,$132.50,55.79%,,$0.70,$1.00
,Sell,12/18/2020 08:45,LX2,$4381.50,,$40.00,$26188.10,,($105.00),61.05%,16.84%,$0.70,$1.00
528,Buy,12/17/2020 10:15,LE3,$4377.00,$0.00,2,$41.60,0.10%,$137.50,57.89%,,$0.70,$1.00
,Sell,12/18/2020 08:45,LX3,$4381.50,,$45.00,$26229.70,,($100.00),61.05%,18.95%,$0.70,$1.00
529,Buy,12/24/2020 11:00,LE1,$4357.25,$0.00,2,$416.60,0.96%,$582.50,80.07%,,$0.70,$1.00
